@id,n,r,r1,NCBI_id
6804,GTF2I,ncbigene:2969,ncbigene,2969
6803,GTF2H2C_2,ncbigene:730394,ncbigene,730394
6802,GTF2F2,ncbigene:2963,ncbigene,2963
6801,GTF2E2,ncbigene:2961,ncbigene,2961
6800,GTF2E1,ncbigene:2960,ncbigene,2960
6799,TBPL1,ncbigene:9519,ncbigene,9519
6798,GTF2A2,ncbigene:2958,ncbigene,2958
6797,GTF2A1,ncbigene:2957,ncbigene,2957
6796,MSH6,ncbigene:2956,ncbigene,2956
6795,ARFGAP1,ncbigene:55738,ncbigene,55738
6794,GSTM5,ncbigene:2949,ncbigene,2949
6793,GSTM4,ncbigene:2948,ncbigene,2948
6792,GSTM2,ncbigene:2946,ncbigene,2946
6791,GSTA2,ncbigene:2939,ncbigene,2939
6790,GSTA4,ncbigene:2941,ncbigene,2941
6789,GSTA3,ncbigene:2940,ncbigene,2940
6788,NEXN,ncbigene:91624,ncbigene,91624
6787,SSH1,ncbigene:54434,ncbigene,54434
6786,FBXO40,ncbigene:51725,ncbigene,51725
6785,AXIN2,ncbigene:8313,ncbigene,8313
6784,AXIN1,ncbigene:8312,ncbigene,8312
6783,GSKIP,ncbigene:51527,ncbigene,51527
6782,PDIA3,ncbigene:2923,ncbigene,2923
6781,CXCL3,ncbigene:2921,ncbigene,2921
6780,CXCL2,ncbigene:2920,ncbigene,2920
6779,SLC25A5,ncbigene:292,ncbigene,292
6778,CXCL1,ncbigene:2919,ncbigene,2919
6777,UHRF1,ncbigene:29128,ncbigene,29128
6776,PRSS50,ncbigene:29122,ncbigene,29122
6775,MOGS,ncbigene:7841,ncbigene,7841
6774,DNAJC1,ncbigene:64215,ncbigene,64215
6773,GPRC5C,ncbigene:55890,ncbigene,55890
6772,CNNM2,ncbigene:54805,ncbigene,54805
6771,HLA-F,ncbigene:3134,ncbigene,3134
6770,SLC39A3,ncbigene:29985,ncbigene,29985
6769,DDX19A,ncbigene:55308,ncbigene,55308
6768,DDX25,ncbigene:29118,ncbigene,29118
6767,BRD7,ncbigene:29117,ncbigene,29117
6766,MYLIP,ncbigene:29116,ncbigene,29116
6765,CCNL2,ncbigene:81669,ncbigene,81669
6764,SAP30BP,ncbigene:29115,ncbigene,29115
6763,TAGLN2,ncbigene:8407,ncbigene,8407
6762,TAGLN3,ncbigene:29114,ncbigene,29114
6761,PAM16,ncbigene:51025,ncbigene,51025
6760,DNAJC15,ncbigene:29103,ncbigene,29103
6759,DROSHA,ncbigene:29102,ncbigene,29102
6758,BTNL2,ncbigene:56244,ncbigene,56244
6757,SRSF2,ncbigene:6427,ncbigene,6427
6756,STXBP6,ncbigene:29091,ncbigene,29091
6755,ABRAXAS1,ncbigene:84142,ncbigene,84142
6754,UIMC1,ncbigene:51720,ncbigene,51720
6753,HAUS4,ncbigene:54930,ncbigene,54930
6752,CCDC14,ncbigene:64770,ncbigene,64770
6751,NDUFS8,ncbigene:4728,ncbigene,4728
6750,NDUFS3,ncbigene:4722,ncbigene,4722
6749,NDUFS2,ncbigene:4720,ncbigene,4720
6748,NDUFA5,ncbigene:4698,ncbigene,4698
6747,SLC43A3,ncbigene:29015,ncbigene,29015
6746,VCY,ncbigene:9084,ncbigene,9084
6745,NTMT1,ncbigene:28989,ncbigene,28989
6744,CMAS,ncbigene:55907,ncbigene,55907
6743,MCTS1,ncbigene:28985,ncbigene,28985
6742,TMPRSS11E,ncbigene:28983,ncbigene,28983
6741,MSI1,ncbigene:4440,ncbigene,4440
6740,NDUFB11,ncbigene:54539,ncbigene,54539
6739,NDUFS5,ncbigene:4725,ncbigene,4725
6738,SEC11C,ncbigene:90701,ncbigene,90701
6737,C11orf54,ncbigene:28970,ncbigene,28970
6736,BZW1,ncbigene:9689,ncbigene,9689
6735,SNX22,ncbigene:79856,ncbigene,79856
6734,KLHL1,ncbigene:57626,ncbigene,57626
6733,OSTM1,ncbigene:28962,ncbigene,28962
6732,FAM207A,ncbigene:85395,ncbigene,85395
6731,PSAP,ncbigene:5660,ncbigene,5660
6730,ZC3HC1,ncbigene:51530,ncbigene,51530
6729,MTMR2,ncbigene:8898,ncbigene,8898
6728,PSPC1,ncbigene:55269,ncbigene,55269
6727,TRIM72,ncbigene:493829,ncbigene,493829
6726,GRB10,ncbigene:2887,ncbigene,2887
6725,SOS2,ncbigene:6655,ncbigene,6655
6724,SOS1,ncbigene:6654,ncbigene,6654
6723,PTPRE,ncbigene:5791,ncbigene,5791
6722,ERRFI1,ncbigene:54206,ncbigene,54206
6721,ASAP1,ncbigene:50807,ncbigene,50807
6720,GMPS,ncbigene:8833,ncbigene,8833
6719,RAPGEF5,ncbigene:9771,ncbigene,9771
6718,IGLV6-57,ncbigene:28778,ncbigene,28778
6717,GPX1,ncbigene:2876,ncbigene,2876
6716,GPT,ncbigene:2875,ncbigene,2875
6715,NCOR2,ncbigene:9612,ncbigene,9612
6714,NCOR1,ncbigene:9611,ncbigene,9611
6713,ATP5IF1,ncbigene:93974,ncbigene,93974
6712,TBL1XR1,ncbigene:79718,ncbigene,79718
6711,TBL1X,ncbigene:6907,ncbigene,6907
6710,ANKRD11,ncbigene:29123,ncbigene,29123
6709,FEM1C,ncbigene:56929,ncbigene,56929
6708,LIN52,ncbigene:91750,ncbigene,91750
6707,MYBL2,ncbigene:4605,ncbigene,4605
6706,MYBL1,ncbigene:4603,ncbigene,4603
6705,TTC37,ncbigene:9652,ncbigene,9652
6704,TMEM11,ncbigene:8834,ncbigene,8834
6703,GOLPH3,ncbigene:64083,ncbigene,64083
6702,SERINC1,ncbigene:57515,ncbigene,57515
6701,COX1,ncbigene:4512,ncbigene,4512
6700,YIPF1,ncbigene:54432,ncbigene,54432
6699,YIPF6,ncbigene:286451,ncbigene,286451
6698,ATP11C,ncbigene:286410,ncbigene,286410
6697,SHTN1,ncbigene:57698,ncbigene,57698
6696,HSF1,ncbigene:3297,ncbigene,3297
6695,PPP1R2,ncbigene:5504,ncbigene,5504
6694,CLIC5,ncbigene:53405,ncbigene,53405
6693,PAXX,ncbigene:286257,ncbigene,286257
6692,SLC10A7,ncbigene:84068,ncbigene,84068
6691,LTBP4,ncbigene:8425,ncbigene,8425
6690,NOTCH2,ncbigene:4853,ncbigene,4853
6689,NPPB,ncbigene:4879,ncbigene,4879
6688,IGFBP6,ncbigene:3489,ncbigene,3489
6687,GPR35,ncbigene:2859,ncbigene,2859
6686,GPR34,ncbigene:2857,ncbigene,2857
6685,FRYL,ncbigene:285527,ncbigene,285527
6684,ZNF852,ncbigene:285346,ncbigene,285346
6683,C3orf33,ncbigene:285315,ncbigene,285315
6682,EOGT,ncbigene:285203,ncbigene,285203
6681,RUFY4,ncbigene:285180,ncbigene,285180
6680,GNPAT,ncbigene:8443,ncbigene,8443
6679,DLL1,ncbigene:28514,ncbigene,28514
6678,GFOD2,ncbigene:81577,ncbigene,81577
6677,RALGAPA2,ncbigene:57186,ncbigene,57186
6676,RALGAPB,ncbigene:57148,ncbigene,57148
6675,MDM4,ncbigene:4194,ncbigene,4194
6674,HLCS,ncbigene:3141,ncbigene,3141
6673,NBR1,ncbigene:4077,ncbigene,4077
6672,SLC25A41,ncbigene:284427,ncbigene,284427
6671,CRACR2A,ncbigene:84766,ncbigene,84766
6670,PTPRD,ncbigene:5789,ncbigene,5789
6669,ZNF496,ncbigene:84838,ncbigene,84838
6668,TRIM39,ncbigene:56658,ncbigene,56658
6667,KCTD1,ncbigene:284252,ncbigene,284252
6666,SLC12A6,ncbigene:9990,ncbigene,9990
6665,SLC30A1,ncbigene:7779,ncbigene,7779
6664,PHF20,ncbigene:51230,ncbigene,51230
6663,ATP2A2,ncbigene:488,ncbigene,488
6662,AMMECR1,ncbigene:9949,ncbigene,9949
6661,HID1,ncbigene:283987,ncbigene,283987
6660,KANSL2,ncbigene:54934,ncbigene,54934
6659,TGIF2LY,ncbigene:90655,ncbigene,90655
6658,PGP,ncbigene:283871,ncbigene,283871
6657,DGCR2,ncbigene:9993,ncbigene,9993
6656,METRN,ncbigene:79006,ncbigene,79006
6655,SCPEP1,ncbigene:59342,ncbigene,59342
6654,TEDC2,ncbigene:80178,ncbigene,80178
6653,TEDC1,ncbigene:283643,ncbigene,283643
6652,FAM177A1,ncbigene:283635,ncbigene,283635
6651,OR4K3,ncbigene:283617,ncbigene,283617
6650,TMPRSS12,ncbigene:283471,ncbigene,283471
6649,P4HB,ncbigene:5034,ncbigene,5034
6648,QRSL1,ncbigene:55278,ncbigene,55278
6647,NME1-NME2,ncbigene:654364,ncbigene,654364
6646,NME2P1,ncbigene:283458,ncbigene,283458
6645,MAP2K1,ncbigene:5604,ncbigene,5604
6644,KSR2,ncbigene:283455,ncbigene,283455
6643,ANKRD52,ncbigene:283373,ncbigene,283373
6642,FAM172A,ncbigene:83989,ncbigene,83989
6641,FBXO38,ncbigene:81545,ncbigene,81545
6640,RHOF,ncbigene:54509,ncbigene,54509
6639,TNFAIP6,ncbigene:7130,ncbigene,7130
6638,KCTD21,ncbigene:283219,ncbigene,283219
6637,RNH1,ncbigene:6050,ncbigene,6050
6636,ANG,ncbigene:283,ncbigene,283
6635,HSBP1,ncbigene:3281,ncbigene,3281
6634,TBCCD1,ncbigene:55171,ncbigene,55171
6633,PPP2R3B,ncbigene:28227,ncbigene,28227
6632,GPD2,ncbigene:2820,ncbigene,2820
6631,IDH3B,ncbigene:3420,ncbigene,3420
6630,FZD6,ncbigene:8323,ncbigene,8323
6629,NUDT1,ncbigene:4521,ncbigene,4521
6628,DPY19L4,ncbigene:286148,ncbigene,286148
6627,FAM53B,ncbigene:9679,ncbigene,9679
6626,LIMD1,ncbigene:8994,ncbigene,8994
6625,GOLGA4,ncbigene:2803,ncbigene,2803
6624,GOLGA3,ncbigene:2802,ncbigene,2802
6623,UGGT1,ncbigene:56886,ncbigene,56886
6622,GYS1,ncbigene:2997,ncbigene,2997
6621,GYG1,ncbigene:2992,ncbigene,2992
6620,AMY2B,ncbigene:280,ncbigene,280
6619,AMY2A,ncbigene:279,ncbigene,279
6618,MTFR1,ncbigene:9650,ncbigene,9650
6617,GNGT1,ncbigene:2792,ncbigene,2792
6616,GNAZ,ncbigene:2781,ncbigene,2781
6615,GNAQ,ncbigene:2776,ncbigene,2776
6614,GNG4,ncbigene:2786,ncbigene,2786
6613,GNG7,ncbigene:2788,ncbigene,2788
6612,GNB3,ncbigene:2784,ncbigene,2784
6611,GNAO1,ncbigene:2775,ncbigene,2775
6610,GNAI3,ncbigene:2773,ncbigene,2773
6609,GNAI1,ncbigene:2770,ncbigene,2770
6608,GNA12,ncbigene:2768,ncbigene,2768
6607,GMPR2,ncbigene:51292,ncbigene,51292
6606,GMPR,ncbigene:2766,ncbigene,2766
6605,TGFBR1,ncbigene:7046,ncbigene,7046
6604,GMFG,ncbigene:9535,ncbigene,9535
6603,TCHP,ncbigene:84260,ncbigene,84260
6602,GLUD1,ncbigene:2746,ncbigene,2746
6601,HDHD5,ncbigene:27440,ncbigene,27440
6600,POLM,ncbigene:27434,ncbigene,27434
6599,MAT2A,ncbigene:4144,ncbigene,4144
6598,MAT1A,ncbigene:4143,ncbigene,4143
6597,MAT2B,ncbigene:27430,ncbigene,27430
6596,C12orf74,ncbigene:338809,ncbigene,338809
6595,BIN2,ncbigene:51411,ncbigene,51411
6594,GLO1,ncbigene:2739,ncbigene,2739
6593,SGSM3,ncbigene:27352,ncbigene,27352
6592,TRIB3,ncbigene:57761,ncbigene,57761
6591,TWNK,ncbigene:56652,ncbigene,56652
6590,RPUSD3,ncbigene:285367,ncbigene,285367
6589,RELT,ncbigene:84957,ncbigene,84957
6588,STK39,ncbigene:27347,ncbigene,27347
6587,RABEP1,ncbigene:9135,ncbigene,9135
6586,RABGEF1,ncbigene:27342,ncbigene,27342
6585,NOL6,ncbigene:65083,ncbigene,65083
6584,RRP7A,ncbigene:27341,ncbigene,27341
6583,SLC2A8,ncbigene:29988,ncbigene,29988
6582,GCC1,ncbigene:79571,ncbigene,79571
6581,HTATSF1,ncbigene:27336,ncbigene,27336
6580,EIF3K,ncbigene:27335,ncbigene,27335
6579,NIF3L1,ncbigene:60491,ncbigene,60491
6578,PRKCA,ncbigene:5578,ncbigene,5578
6577,BIN1,ncbigene:274,ncbigene,274
6576,AMPH,ncbigene:273,ncbigene,273
6575,GCLM,ncbigene:2730,ncbigene,2730
6574,LSM10,ncbigene:84967,ncbigene,84967
6573,HMGN5,ncbigene:79366,ncbigene,79366
6572,PCDHGA6,ncbigene:56109,ncbigene,56109
6571,C9orf24,ncbigene:84688,ncbigene,84688
6570,MMADHC,ncbigene:27249,ncbigene,27249
6569,CHMP2A,ncbigene:27243,ncbigene,27243
6568,GPKOW,ncbigene:27238,ncbigene,27238
6567,DPP8,ncbigene:54878,ncbigene,54878
6566,ARHGEF16,ncbigene:27237,ncbigene,27237
6565,KHK,ncbigene:3795,ncbigene,3795
6564,GLB1,ncbigene:2720,ncbigene,2720
6563,CALR,ncbigene:811,ncbigene,811
6562,VPS4B,ncbigene:9525,ncbigene,9525
6561,ZFYVE19,ncbigene:84936,ncbigene,84936
6560,VPS4A,ncbigene:27183,ncbigene,27183
6559,GLA,ncbigene:2717,ncbigene,2717
6558,KIRREL1,ncbigene:55243,ncbigene,55243
6557,NDOR1,ncbigene:27158,ncbigene,27158
6556,IPP,ncbigene:3652,ncbigene,3652
6555,PALD1,ncbigene:27143,ncbigene,27143
6554,ELL,ncbigene:8178,ncbigene,8178
6553,DKK2,ncbigene:27123,ncbigene,27123
6552,DKK3,ncbigene:27122,ncbigene,27122
6551,RNPEPL1,ncbigene:57140,ncbigene,57140
6550,TRIP13,ncbigene:9319,ncbigene,9319
6549,FAT4,ncbigene:79633,ncbigene,79633
6548,RAD51B,ncbigene:5890,ncbigene,5890
6547,DENND11,ncbigene:57189,ncbigene,57189
6546,PEX6,ncbigene:5190,ncbigene,5190
6545,PEX1,ncbigene:5189,ncbigene,5189
6544,ITGA7,ncbigene:3679,ncbigene,3679
6543,BBC3,ncbigene:27113,ncbigene,27113
6542,AMPD2,ncbigene:271,ncbigene,271
6541,TESMIN,ncbigene:9633,ncbigene,9633
6540,NAT8B,ncbigene:51471,ncbigene,51471
6539,UQCRQ,ncbigene:27089,ncbigene,27089
6538,FOXP1,ncbigene:27086,ncbigene,27086
6537,B9D2,ncbigene:80776,ncbigene,80776
6536,TMEM231,ncbigene:79583,ncbigene,79583
6535,B9D1,ncbigene:27077,ncbigene,27077
6534,GALNT10,ncbigene:55568,ncbigene,55568
6533,BZW2,ncbigene:28969,ncbigene,28969
6532,GALNT4,ncbigene:8693,ncbigene,8693
6531,NUBPL,ncbigene:80224,ncbigene,80224
6530,NARS2,ncbigene:79731,ncbigene,79731
6529,FBXL12,ncbigene:54850,ncbigene,54850
6528,MARCHF5,ncbigene:54708,ncbigene,54708
6527,PCCA,ncbigene:5095,ncbigene,5095
6526,TECPR2,ncbigene:9895,ncbigene,9895
6525,GJB3,ncbigene:2707,ncbigene,2707
6524,MFN2,ncbigene:9927,ncbigene,9927
6523,ENTPD2,ncbigene:954,ncbigene,954
6522,SLC52A2,ncbigene:79581,ncbigene,79581
6521,C12orf73,ncbigene:728568,ncbigene,728568
6520,PTPN1,ncbigene:5770,ncbigene,5770
6519,MMP28,ncbigene:79148,ncbigene,79148
6518,SND1,ncbigene:27044,ncbigene,27044
6517,UTP25,ncbigene:27042,ncbigene,27042
6516,LAT,ncbigene:27040,ncbigene,27040
6515,PKD2L2,ncbigene:27039,ncbigene,27039
6514,PPP6R2,ncbigene:9701,ncbigene,9701
6513,S100A2,ncbigene:6273,ncbigene,6273
6512,SMARCAD1,ncbigene:56916,ncbigene,56916
6511,GMNN,ncbigene:51053,ncbigene,51053
6510,NPHP3,ncbigene:27031,ncbigene,27031
6509,MLH3,ncbigene:27030,ncbigene,27030
6508,DHRS7,ncbigene:51635,ncbigene,51635
6507,HSPA14,ncbigene:51182,ncbigene,51182
6506,DNAJC2,ncbigene:27000,ncbigene,27000
6505,RNF11,ncbigene:26994,ncbigene,26994
6504,RABL6,ncbigene:55684,ncbigene,55684
6503,OBSCN,ncbigene:84033,ncbigene,84033
6502,GGT2,ncbigene:728441,ncbigene,728441
6501,GGT1,ncbigene:2678,ncbigene,2678
6500,ZNHIT3,ncbigene:9326,ncbigene,9326
6499,NUFIP1,ncbigene:26747,ncbigene,26747
6498,GFER,ncbigene:2671,ncbigene,2671
6497,PGBD1,ncbigene:84547,ncbigene,84547
6496,PGBD2,ncbigene:267002,ncbigene,267002
6495,SCN1B,ncbigene:6324,ncbigene,6324
6494,NAP1L5,ncbigene:266812,ncbigene,266812
6493,RAB7A,ncbigene:7879,ncbigene,7879
6492,RAB6A,ncbigene:5870,ncbigene,5870
6491,RAB5B,ncbigene:5869,ncbigene,5869
6490,RAB1A,ncbigene:5861,ncbigene,5861
6489,RAB22A,ncbigene:57403,ncbigene,57403
6488,RAB4B,ncbigene:53916,ncbigene,53916
6487,RAB14,ncbigene:51552,ncbigene,51552
6486,RAB8A,ncbigene:4218,ncbigene,4218
6485,FAM203B,ncbigene:728071,ncbigene,728071
6484,PDPK1,ncbigene:5170,ncbigene,5170
6483,OXSR1,ncbigene:9943,ncbigene,9943
6482,PCDHAC1,ncbigene:56135,ncbigene,56135
6481,RTP2,ncbigene:344892,ncbigene,344892
6480,KLHL42,ncbigene:57542,ncbigene,57542
6479,MYO1E,ncbigene:4643,ncbigene,4643
6478,OSTF1,ncbigene:26578,ncbigene,26578
6477,ATG9A,ncbigene:79065,ncbigene,79065
6476,OR10H1,ncbigene:26539,ncbigene,26539
6475,OR10H2,ncbigene:26538,ncbigene,26538
6474,AJUBA,ncbigene:84962,ncbigene,84962
6473,LATS2,ncbigene:26524,ncbigene,26524
6472,TARBP2,ncbigene:6895,ncbigene,6895
6471,TIMM29,ncbigene:90580,ncbigene,90580
6470,TIMM9,ncbigene:26520,ncbigene,26520
6469,STPG3,ncbigene:441476,ncbigene,441476
6468,TIMM13,ncbigene:26517,ncbigene,26517
6467,INTS6,ncbigene:26512,ncbigene,26512
6466,HEYL,ncbigene:26508,ncbigene,26508
6465,PTP4A2,ncbigene:8073,ncbigene,8073
6464,ARL15,ncbigene:54622,ncbigene,54622
6463,CNNM4,ncbigene:26504,ncbigene,26504
6462,NARF,ncbigene:26502,ncbigene,26502
6461,GCDH,ncbigene:2639,ncbigene,2639
6460,POTEI,ncbigene:653269,ncbigene,653269
6459,GC,ncbigene:2638,ncbigene,2638
6458,FAM162A,ncbigene:26355,ncbigene,26355
6457,GBP3,ncbigene:2635,ncbigene,2635
6456,NIPSNAP2,ncbigene:2631,ncbigene,2631
6455,EHF,ncbigene:26298,ncbigene,26298
6454,ALG13,ncbigene:79868,ncbigene,79868
6453,OTUD4,ncbigene:54726,ncbigene,54726
6452,GBA,ncbigene:2629,ncbigene,2629
6451,HNRNPDL,ncbigene:9987,ncbigene,9987
6450,ATPAF1,ncbigene:64756,ncbigene,64756
6449,SACS,ncbigene:26278,ncbigene,26278
6448,GATC,ncbigene:283459,ncbigene,283459
6447,HIBCH,ncbigene:26275,ncbigene,26275
6446,FBXO3,ncbigene:26273,ncbigene,26273
6445,FBXO4,ncbigene:26272,ncbigene,26272
6444,ENTPD5,ncbigene:957,ncbigene,957
6443,MINPP1,ncbigene:9562,ncbigene,9562
6442,NUDT9,ncbigene:53343,ncbigene,53343
6441,PDE6D,ncbigene:5147,ncbigene,5147
6440,FBXO10,ncbigene:26267,ncbigene,26267
6439,FBXO22,ncbigene:26263,ncbigene,26263
6438,BLOC1S3,ncbigene:388552,ncbigene,388552
6437,CEP290,ncbigene:80184,ncbigene,80184
6436,KLHL12,ncbigene:59349,ncbigene,59349
6435,KLHL17,ncbigene:339451,ncbigene,339451
6434,FBXL5,ncbigene:26234,ncbigene,26234
6433,CD48,ncbigene:962,ncbigene,962
6432,H6PD,ncbigene:9563,ncbigene,9563
6431,CHST10,ncbigene:9486,ncbigene,9486
6430,PPT2,ncbigene:9374,ncbigene,9374
6429,LMF2,ncbigene:91289,ncbigene,91289
6428,CREG1,ncbigene:8804,ncbigene,8804
6427,CNTNAP1,ncbigene:8506,ncbigene,8506
6426,PCYOX1L,ncbigene:78991,ncbigene,78991
6425,TAPBP,ncbigene:6892,ncbigene,6892
6424,BMP4,ncbigene:652,ncbigene,652
6423,SHMT1,ncbigene:6470,ncbigene,6470
6422,SGSH,ncbigene:6448,ncbigene,6448
6421,SUSD1,ncbigene:64420,ncbigene,64420
6420,ENPP5,ncbigene:59084,ncbigene,59084
6419,PTPRJ,ncbigene:5795,ncbigene,5795
6418,SLAMF7,ncbigene:57823,ncbigene,57823
6417,MYORG,ncbigene:57462,ncbigene,57462
6416,ERO1B,ncbigene:56605,ncbigene,56605
6415,AZU1,ncbigene:566,ncbigene,566
6414,PRCP,ncbigene:5547,ncbigene,5547
6413,TMEM39A,ncbigene:55254,ncbigene,55254
6412,SEMA4C,ncbigene:54910,ncbigene,54910
6411,ENPP1,ncbigene:5167,ncbigene,5167
6410,SUCO,ncbigene:51430,ncbigene,51430
6409,AMOTL2,ncbigene:51421,ncbigene,51421
6408,PCSK5,ncbigene:5125,ncbigene,5125
6407,VPS36,ncbigene:51028,ncbigene,51028
6406,NTM,ncbigene:50863,ncbigene,50863
6405,MET,ncbigene:4233,ncbigene,4233
6404,MCAM,ncbigene:4162,ncbigene,4162
6403,LIPA,ncbigene:3988,ncbigene,3988
6402,LIFR,ncbigene:3977,ncbigene,3977
6401,LAMA3,ncbigene:3909,ncbigene,3909
6400,L1CAM,ncbigene:3897,ncbigene,3897
6399,ITGB1,ncbigene:3688,ncbigene,3688
6398,ITGA2,ncbigene:3673,ncbigene,3673
6397,IL6ST,ncbigene:3572,ncbigene,3572
6396,IDUA,ncbigene:3425,ncbigene,3425
6395,HSPG2,ncbigene:3339,ncbigene,3339
6394,HK2,ncbigene:3099,ncbigene,3099
6393,HEXB,ncbigene:3074,ncbigene,3074
6392,GNS,ncbigene:2799,ncbigene,2799
6391,ST6GALNAC4,ncbigene:27090,ncbigene,27090
6390,GDF9,ncbigene:2661,ncbigene,2661
6389,NDST3,ncbigene:9348,ncbigene,9348
6388,COLEC12,ncbigene:81035,ncbigene,81035
6387,WDR13,ncbigene:64743,ncbigene,64743
6386,RELCH,ncbigene:57614,ncbigene,57614
6385,EPN1,ncbigene:29924,ncbigene,29924
6384,INPP5K,ncbigene:51763,ncbigene,51763
6383,GART,ncbigene:2618,ncbigene,2618
6382,TCN2,ncbigene:6948,ncbigene,6948
6381,WDR18,ncbigene:57418,ncbigene,57418
6380,H2AB1,ncbigene:474382,ncbigene,474382
6379,PCDHB5,ncbigene:26167,ncbigene,26167
6378,TOMM22,ncbigene:56993,ncbigene,56993
6377,STAT3,ncbigene:6774,ncbigene,6774
6376,RPN1,ncbigene:6184,ncbigene,6184
6375,C10orf12,ncbigene:26148,ncbigene,26148
6374,CAMK1,ncbigene:8536,ncbigene,8536
6373,NRBP2,ncbigene:340371,ncbigene,340371
6372,GTF2F1,ncbigene:2962,ncbigene,2962
6371,VGLL4,ncbigene:9686,ncbigene,9686
6370,ZSCAN32,ncbigene:54925,ncbigene,54925
6369,PNMA6A,ncbigene:84968,ncbigene,84968
6368,UNKL,ncbigene:64718,ncbigene,64718
6367,KIF15,ncbigene:56992,ncbigene,56992
6366,KIF16B,ncbigene:55614,ncbigene,55614
6365,TCTN2,ncbigene:79867,ncbigene,79867
6364,TCTN1,ncbigene:79600,ncbigene,79600
6363,TCTN3,ncbigene:26123,ncbigene,26123
6362,NLN,ncbigene:57486,ncbigene,57486
6361,WSB1,ncbigene:26118,ncbigene,26118
6360,TANC2,ncbigene:26115,ncbigene,26115
6359,TOP3A,ncbigene:7156,ncbigene,7156
6358,C16orf70,ncbigene:80262,ncbigene,80262
6357,BCAS3,ncbigene:54828,ncbigene,54828
6356,WIPI2,ncbigene:26100,ncbigene,26100
6355,RSPO1,ncbigene:284654,ncbigene,284654
6354,CCDC9,ncbigene:26093,ncbigene,26093
6353,C1orf94,ncbigene:84970,ncbigene,84970
6352,HERC4,ncbigene:26091,ncbigene,26091
6351,CEP44,ncbigene:80817,ncbigene,80817
6350,CEP72,ncbigene:55722,ncbigene,55722
6349,UGP2,ncbigene:7360,ncbigene,7360
6348,SERPINE2,ncbigene:5270,ncbigene,5270
6347,KLK13,ncbigene:26085,ncbigene,26085
6346,LSM14A,ncbigene:26065,ncbigene,26065
6345,RAI14,ncbigene:26064,ncbigene,26064
6344,GIGYF2,ncbigene:26058,ncbigene,26058
6343,PPP1R16B,ncbigene:26051,ncbigene,26051
6342,TCL1B,ncbigene:9623,ncbigene,9623
6341,MAGI3,ncbigene:260425,ncbigene,260425
6340,SS18L1,ncbigene:26039,ncbigene,26039
6339,CHD5,ncbigene:26038,ncbigene,26038
6338,SIPA1L1,ncbigene:26037,ncbigene,26037
6337,ZNF451,ncbigene:26036,ncbigene,26036
6336,GLCE,ncbigene:26035,ncbigene,26035
6335,CYTH2,ncbigene:9266,ncbigene,9266
6334,CYTH4,ncbigene:27128,ncbigene,27128
6333,IPCEF1,ncbigene:26034,ncbigene,26034
6332,PLEKHG3,ncbigene:26030,ncbigene,26030
6331,NSUN5P2,ncbigene:260294,ncbigene,260294
6330,TEKT2,ncbigene:27285,ncbigene,27285
6329,ACOT11,ncbigene:26027,ncbigene,26027
6328,PCDHGB2,ncbigene:56103,ncbigene,56103
6327,PCDHGA12,ncbigene:26025,ncbigene,26025
6326,FAM32A,ncbigene:26017,ncbigene,26017
6325,SPATS2L,ncbigene:26010,ncbigene,26010
6324,IKZF5,ncbigene:64376,ncbigene,64376
6323,BLZF1,ncbigene:8548,ncbigene,8548
6322,HIGD1A,ncbigene:25994,ncbigene,25994
6321,TSKU,ncbigene:25987,ncbigene,25987
6320,KRT23,ncbigene:25984,ncbigene,25984
6319,DHRS7B,ncbigene:25979,ncbigene,25979
6318,JAG2,ncbigene:3714,ncbigene,3714
6317,IVD,ncbigene:3712,ncbigene,3712
6316,NUDT13,ncbigene:25961,ncbigene,25961
6315,ADGRA2,ncbigene:25960,ncbigene,25960
6314,STARD8,ncbigene:9754,ncbigene,9754
6313,LSS,ncbigene:4047,ncbigene,4047
6312,TIMM10,ncbigene:26519,ncbigene,26519
6311,MXD3,ncbigene:83463,ncbigene,83463
6310,TGIF2,ncbigene:60436,ncbigene,60436
6309,HEATR5A,ncbigene:25938,ncbigene,25938
6308,TEAD3,ncbigene:7005,ncbigene,7005
6307,TEAD1,ncbigene:7003,ncbigene,7003
6306,SPATA20,ncbigene:64847,ncbigene,64847
6305,PTPN23,ncbigene:25930,ncbigene,25930
6304,RB1CC1,ncbigene:9821,ncbigene,9821
6303,ARHGEF10,ncbigene:9639,ncbigene,9639
6302,AKAP12,ncbigene:9590,ncbigene,9590
6301,ZDHHC5,ncbigene:25921,ncbigene,25921
6300,NELFE,ncbigene:7936,ncbigene,7936
6299,NELFA,ncbigene:7469,ncbigene,7469
6298,NELFB,ncbigene:25920,ncbigene,25920
6297,UBTD2,ncbigene:92181,ncbigene,92181
6296,GALT,ncbigene:2592,ncbigene,2592
6295,PPM1B,ncbigene:5495,ncbigene,5495
6294,THUMPD3,ncbigene:25917,ncbigene,25917
6293,NDUFA13,ncbigene:51079,ncbigene,51079
6292,NDUFAF4,ncbigene:29078,ncbigene,29078
6291,NDUFAF3,ncbigene:25915,ncbigene,25915
6290,TERF2,ncbigene:7014,ncbigene,7014
6289,ACD,ncbigene:65057,ncbigene,65057
6288,TERF2IP,ncbigene:54386,ncbigene,54386
6287,TINF2,ncbigene:26277,ncbigene,26277
6286,POT1,ncbigene:25913,ncbigene,25913
6285,PAPSS1,ncbigene:9061,ncbigene,9061
