@id,n,r,r1,NCBI_id
3856,TCF25,ncbigene:22980,ncbigene,22980
3855,GPRASP2,ncbigene:114928,ncbigene,114928
3854,C1QTNF3,ncbigene:114899,ncbigene,114899
3853,MCMBP,ncbigene:79892,ncbigene,79892
3852,VHL,ncbigene:7428,ncbigene,7428
3851,UBE2Q1,ncbigene:55585,ncbigene,55585
3850,MCM5,ncbigene:4174,ncbigene,4174
3849,DMXL2,ncbigene:23312,ncbigene,23312
3848,PLOD3,ncbigene:8985,ncbigene,8985
3847,COL18A1,ncbigene:80781,ncbigene,80781
3846,PLOD2,ncbigene:5352,ncbigene,5352
3845,COL12A1,ncbigene:1303,ncbigene,1303
3844,C1QTNF1,ncbigene:114897,ncbigene,114897
3843,OSBPL11,ncbigene:114885,ncbigene,114885
3842,OSBPL10,ncbigene:114884,ncbigene,114884
3841,TMBIM6,ncbigene:7009,ncbigene,7009
3840,GPR180,ncbigene:160897,ncbigene,160897
3839,CNGA4,ncbigene:1262,ncbigene,1262
3838,NAGLU,ncbigene:4669,ncbigene,4669
3837,OSBPL8,ncbigene:114882,ncbigene,114882
3836,OSBPL5,ncbigene:114879,ncbigene,114879
3835,OSBPL1A,ncbigene:114876,ncbigene,114876
3834,KLHL29,ncbigene:114818,ncbigene,114818
3833,MYSM1,ncbigene:114803,ncbigene,114803
3832,CAMK2G,ncbigene:818,ncbigene,818
3831,TUBGCP6,ncbigene:85378,ncbigene,85378
3830,MZT2B,ncbigene:80097,ncbigene,80097
3829,TUBG1,ncbigene:7283,ncbigene,7283
3828,MZT2A,ncbigene:653784,ncbigene,653784
3827,TUBGCP4,ncbigene:27229,ncbigene,27229
3826,STK11IP,ncbigene:114790,ncbigene,114790
3825,HSPB2,ncbigene:3316,ncbigene,3316
3824,DHTKD1,ncbigene:55526,ncbigene,55526
3823,PGLYRP3,ncbigene:114771,ncbigene,114771
3822,PSG1,ncbigene:5669,ncbigene,5669
3821,ERMAP,ncbigene:114625,ncbigene,114625
3820,TM9SF2,ncbigene:9375,ncbigene,9375
3819,TMEM67,ncbigene:91147,ncbigene,91147
3818,MAGT1,ncbigene:84061,ncbigene,84061
3817,POMGNT1,ncbigene:55624,ncbigene,55624
3816,TMEM87A,ncbigene:25963,ncbigene,25963
3815,MANEAL,ncbigene:149175,ncbigene,149175
3814,CHRND,ncbigene:1144,ncbigene,1144
3813,ANK3,ncbigene:288,ncbigene,288
3812,CDA,ncbigene:978,ncbigene,978
3811,NIPSNAP3B,ncbigene:55335,ncbigene,55335
3810,CKMT1A,ncbigene:548596,ncbigene,548596
3809,PCBD1,ncbigene:5092,ncbigene,5092
3808,NIPSNAP3A,ncbigene:25934,ncbigene,25934
3807,CKMT2,ncbigene:1160,ncbigene,1160
3806,LACTB,ncbigene:114294,ncbigene,114294
3805,HERC1,ncbigene:8925,ncbigene,8925
3804,CBWD2,ncbigene:150472,ncbigene,150472
3803,RELL2,ncbigene:285613,ncbigene,285613
3802,TRIM9,ncbigene:114088,ncbigene,114088
3801,TRMT112,ncbigene:51504,ncbigene,51504
3800,BUD23,ncbigene:114049,ncbigene,114049
3799,TOE1,ncbigene:114034,ncbigene,114034
3798,HPCA,ncbigene:3208,ncbigene,3208
3797,DTX2,ncbigene:113878,ncbigene,113878
3796,NDP,ncbigene:4693,ncbigene,4693
3795,NCR3,ncbigene:259197,ncbigene,259197
3794,TFRC,ncbigene:7037,ncbigene,7037
3793,SLC38A2,ncbigene:54407,ncbigene,54407
3792,PIK3IP1,ncbigene:113791,ncbigene,113791
3791,ZBED6CL,ncbigene:113763,ncbigene,113763
3790,SLC22A9,ncbigene:114571,ncbigene,114571
3789,MFSD3,ncbigene:113655,ncbigene,113655
3788,GABARAPL2,ncbigene:11345,ncbigene,11345
3787,ACTC1,ncbigene:70,ncbigene,70
3786,HPCAL1,ncbigene:3241,ncbigene,3241
3785,MGLL,ncbigene:11343,ncbigene,11343
3784,TYK2,ncbigene:7297,ncbigene,7297
3783,NR2F2,ncbigene:7026,ncbigene,7026
3782,CLCN7,ncbigene:1186,ncbigene,1186
3781,RNF13,ncbigene:11342,ncbigene,11342
3780,CYTH3,ncbigene:9265,ncbigene,9265
3779,MIS18BP1,ncbigene:55320,ncbigene,55320
3778,OIP5,ncbigene:11339,ncbigene,11339
3777,ZRANB2,ncbigene:9406,ncbigene,9406
3776,SCAF11,ncbigene:9169,ncbigene,9169
3775,U2AF1,ncbigene:7307,ncbigene,7307
3774,STBD1,ncbigene:8987,ncbigene,8987
3773,ATXN7L1,ncbigene:222255,ncbigene,222255
3772,GABARAP,ncbigene:11337,ncbigene,11337
3771,TRIP11,ncbigene:9321,ncbigene,9321
3770,EXOC2,ncbigene:55770,ncbigene,55770
3769,EXOC6B,ncbigene:23233,ncbigene,23233
3768,AP5Z1,ncbigene:9907,ncbigene,9907
3767,NMT2,ncbigene:9397,ncbigene,9397
3766,LRRC8E,ncbigene:80131,ncbigene,80131
3765,SGTA,ncbigene:6449,ncbigene,6449
3764,GALNT9,ncbigene:50614,ncbigene,50614
3763,HSPA4,ncbigene:3308,ncbigene,3308
3762,HSPA4L,ncbigene:22824,ncbigene,22824
3761,NAGS,ncbigene:162417,ncbigene,162417
3760,PDAP1,ncbigene:11333,ncbigene,11333
3759,PHB2,ncbigene:11331,ncbigene,11331
3758,MOB2,ncbigene:81532,ncbigene,81532
3757,STK38,ncbigene:11329,ncbigene,11329
3756,ADAMTS12,ncbigene:81792,ncbigene,81792
3755,FKBP9,ncbigene:11328,ncbigene,11328
3754,CLSTN3,ncbigene:9746,ncbigene,9746
3753,HS6ST1,ncbigene:9394,ncbigene,9394
3752,CCPG1,ncbigene:9236,ncbigene,9236
3751,HS6ST2,ncbigene:90161,ncbigene,90161
3750,GLB1L2,ncbigene:89944,ncbigene,89944
3749,MBTPS1,ncbigene:8720,ncbigene,8720
3748,LRRC3,ncbigene:81543,ncbigene,81543
3747,GALNT12,ncbigene:79695,ncbigene,79695
3746,ADAM17,ncbigene:6868,ncbigene,6868
3745,NECTIN2,ncbigene:5819,ncbigene,5819
3744,TTC17,ncbigene:55761,ncbigene,55761
3743,TMEM30A,ncbigene:55754,ncbigene,55754
3742,CHST12,ncbigene:55501,ncbigene,55501
3741,TMEM106B,ncbigene:54664,ncbigene,54664
3740,CHPF2,ncbigene:54480,ncbigene,54480
3739,PAM,ncbigene:5066,ncbigene,5066
3738,ROR2,ncbigene:4920,ncbigene,4920
3737,MGAT5,ncbigene:4249,ncbigene,4249
3736,MAN2A2,ncbigene:4122,ncbigene,4122
3735,GAS6,ncbigene:2621,ncbigene,2621
3734,ABHD12,ncbigene:26090,ncbigene,26090
3733,NECTIN3,ncbigene:25945,ncbigene,25945
3732,SLC39A6,ncbigene:25800,ncbigene,25800
3731,SUN1,ncbigene:23353,ncbigene,23353
3730,EXT2,ncbigene:2132,ncbigene,2132
3729,DIPK2A,ncbigene:205428,ncbigene,205428
3728,EGFR,ncbigene:1956,ncbigene,1956
3727,ANKRD46,ncbigene:157567,ncbigene,157567
3726,INTS4,ncbigene:92105,ncbigene,92105
3725,HEATR6,ncbigene:63897,ncbigene,63897
3724,RAB13,ncbigene:5872,ncbigene,5872
3723,DNAJC11,ncbigene:55735,ncbigene,55735
3722,SLC25A6,ncbigene:293,ncbigene,293
3721,ATP2C1,ncbigene:27032,ncbigene,27032
3720,LPCAT4,ncbigene:254531,ncbigene,254531
3719,ABCB7,ncbigene:22,ncbigene,22
3718,LARP4,ncbigene:113251,ncbigene,113251
3717,C12orf57,ncbigene:113246,ncbigene,113246
3716,TMC6,ncbigene:11322,ncbigene,11322
3715,POLR2M,ncbigene:81488,ncbigene,81488
3714,RPAP2,ncbigene:79871,ncbigene,79871
3713,RPRD1B,ncbigene:58490,ncbigene,58490
3712,POLR3B,ncbigene:55703,ncbigene,55703
3711,GPN2,ncbigene:54707,ncbigene,54707
3710,POLR2J,ncbigene:5439,ncbigene,5439
3709,POLR2G,ncbigene:5436,ncbigene,5436
3708,POLR2E,ncbigene:5434,ncbigene,5434
3707,POLR2D,ncbigene:5433,ncbigene,5433
3706,POLR2C,ncbigene:5432,ncbigene,5432
3705,POLR2B,ncbigene:5431,ncbigene,5431
3704,POLR2A,ncbigene:5430,ncbigene,5430
3703,LMO2,ncbigene:4005,ncbigene,4005
3702,CRCP,ncbigene:27297,ncbigene,27297
3701,RPAP1,ncbigene:26015,ncbigene,26015
3700,POLR1A,ncbigene:25885,ncbigene,25885
3699,EIF2B2,ncbigene:8892,ncbigene,8892
3698,GOLM2,ncbigene:113201,ncbigene,113201
3697,CHST14,ncbigene:113189,ncbigene,113189
3696,DOP1B,ncbigene:9980,ncbigene,9980
3695,LPGAT1,ncbigene:9926,ncbigene,9926
3694,TELO2,ncbigene:9894,ncbigene,9894
3693,URB2,ncbigene:9816,ncbigene,9816
3692,KNTC1,ncbigene:9735,ncbigene,9735
3691,PRORP,ncbigene:9692,ncbigene,9692
3690,UBE3C,ncbigene:9690,ncbigene,9690
3689,IPO13,ncbigene:9670,ncbigene,9670
3688,ACY1,ncbigene:95,ncbigene,95
3687,MED23,ncbigene:9439,ncbigene,9439
3686,SLC33A1,ncbigene:9197,ncbigene,9197
3685,RFT1,ncbigene:91869,ncbigene,91869
3684,CERS5,ncbigene:91012,ncbigene,91012
3683,BTAF1,ncbigene:9044,ncbigene,9044
3682,HIP1R,ncbigene:9026,ncbigene,9026
3681,EIF2B4,ncbigene:8890,ncbigene,8890
3680,SGPL1,ncbigene:8879,ncbigene,8879
3679,DGAT1,ncbigene:8694,ncbigene,8694
3678,ATAD1,ncbigene:84896,ncbigene,84896
3677,GPAT3,ncbigene:84803,ncbigene,84803
3676,PIGO,ncbigene:84720,ncbigene,84720
3675,INTS5,ncbigene:80789,ncbigene,80789
3674,TMEM177,ncbigene:80775,ncbigene,80775
3673,ACAD10,ncbigene:80724,ncbigene,80724
3672,ABHD18,ncbigene:80167,ncbigene,80167
3671,SLC35E1,ncbigene:79939,ncbigene,79939
3670,COQ8B,ncbigene:79934,ncbigene,79934
3669,UBXN8,ncbigene:7993,ncbigene,7993
3668,FASTKD1,ncbigene:79675,ncbigene,79675
3667,FASTKD3,ncbigene:79072,ncbigene,79072
3666,XPO1,ncbigene:7514,ncbigene,7514
3665,VPS51,ncbigene:738,ncbigene,738
3664,TTK,ncbigene:7272,ncbigene,7272
3663,NR2F1,ncbigene:7025,ncbigene,7025
3662,SURF4,ncbigene:6836,ncbigene,6836
3661,SRPRA,ncbigene:6734,ncbigene,6734
3660,SREBF2,ncbigene:6721,ncbigene,6721
3659,SPG7,ncbigene:6687,ncbigene,6687
3658,SLC7A2,ncbigene:6542,ncbigene,6542
3657,SLC5A3,ncbigene:6526,ncbigene,6526
3656,ATL2,ncbigene:64225,ncbigene,64225
3655,TFB2M,ncbigene:64216,ncbigene,64216
3654,MSMO1,ncbigene:6307,ncbigene,6307
3653,VPS52,ncbigene:6293,ncbigene,6293
3652,FASTKD5,ncbigene:60493,ncbigene,60493
3651,EXOC4,ncbigene:60412,ncbigene,60412
3650,ABCD3,ncbigene:5825,ncbigene,5825
3649,CIP2A,ncbigene:57650,ncbigene,57650
3648,ESYT2,ncbigene:57488,ncbigene,57488
3647,ADCK1,ncbigene:57143,ncbigene,57143
3646,RARS2,ncbigene:57038,ncbigene,57038
3645,CCDC47,ncbigene:57003,ncbigene,57003
3644,NCLN,ncbigene:56926,ncbigene,56926
3643,CTPS2,ncbigene:56474,ncbigene,56474
3642,SLC25A40,ncbigene:55972,ncbigene,55972
3641,PRKDC,ncbigene:5591,ncbigene,5591
3640,TMEM126B,ncbigene:55863,ncbigene,55863
3639,CAND1,ncbigene:55832,ncbigene,55832
3638,EXOC1,ncbigene:55763,ncbigene,55763
3637,C1orf112,ncbigene:55732,ncbigene,55732
3636,INTS8,ncbigene:55656,ncbigene,55656
3635,SMPD4,ncbigene:55627,ncbigene,55627
3634,MACO1,ncbigene:55219,ncbigene,55219
3633,FANCI,ncbigene:55215,ncbigene,55215
3632,RIF1,ncbigene:55183,ncbigene,55183
3631,AUP1,ncbigene:550,ncbigene,550
3630,DNAAF5,ncbigene:54919,ncbigene,54919
3629,FOCAD,ncbigene:54914,ncbigene,54914
3628,DYM,ncbigene:54808,ncbigene,54808
3627,ATR,ncbigene:545,ncbigene,545
3626,PI4KA,ncbigene:5297,ncbigene,5297
3625,ATP6V1H,ncbigene:51606,ncbigene,51606
3624,EEF1AKNMT,ncbigene:51603,ncbigene,51603
3623,UBE2J1,ncbigene:51465,ncbigene,51465
3622,IPO11,ncbigene:51194,ncbigene,51194
3621,HSD17B11,ncbigene:51170,ncbigene,51170
3620,ABHD17B,ncbigene:51104,ncbigene,51104
3619,COQ6,ncbigene:51004,ncbigene,51004
3618,ATP2B2,ncbigene:491,ncbigene,491
3617,ATM,ncbigene:472,ncbigene,472
3616,MTX1,ncbigene:4580,ncbigene,4580
3615,SIMC1,ncbigene:375484,ncbigene,375484
3614,SLC35B2,ncbigene:347734,ncbigene,347734
3613,HELLS,ncbigene:3070,ncbigene,3070
3612,UTP20,ncbigene:27340,ncbigene,27340
3611,DNM3,ncbigene:26052,ncbigene,26052
3610,ATL3,ncbigene:25923,ncbigene,25923
3609,PLEKHG4,ncbigene:25894,ncbigene,25894
3608,NOCT,ncbigene:25819,ncbigene,25819
3607,MMS22L,ncbigene:253714,ncbigene,253714
3606,EPHX4,ncbigene:253152,ncbigene,253152
3605,MTOR,ncbigene:2475,ncbigene,2475
3604,FPGS,ncbigene:2356,ncbigene,2356
3603,NOMO1,ncbigene:23420,ncbigene,23420
3602,ECPAS,ncbigene:23392,ncbigene,23392
3601,UFL1,ncbigene:23376,ncbigene,23376
3600,NCAPD3,ncbigene:23310,ncbigene,23310
3599,EXOC7,ncbigene:23265,ncbigene,23265
3598,PDS5A,ncbigene:23244,ncbigene,23244
3597,MDN1,ncbigene:23195,ncbigene,23195
3596,NUP205,ncbigene:23165,ncbigene,23165
3595,PDS5B,ncbigene:23047,ncbigene,23047
3594,PDXDC1,ncbigene:23042,ncbigene,23042
3593,XPO7,ncbigene:23039,ncbigene,23039
3592,WDFY3,ncbigene:23001,ncbigene,23001
3591,BRAT1,ncbigene:221927,ncbigene,221927
3590,FANCG,ncbigene:2189,ncbigene,2189
3589,ACSL1,ncbigene:2180,ncbigene,2180
3588,FANCD2,ncbigene:2177,ncbigene,2177
3587,ETV3,ncbigene:2117,ncbigene,2117
3586,TVP23C,ncbigene:201158,ncbigene,201158
3585,ABHD3,ncbigene:171586,ncbigene,171586
3584,TMEM161B,ncbigene:153396,ncbigene,153396
3583,CSE1L,ncbigene:1434,ncbigene,1434
3582,GPAT4,ncbigene:137964,ncbigene,137964
3581,EARS2,ncbigene:124454,ncbigene,124454
3580,SPPL3,ncbigene:121665,ncbigene,121665
3579,SFXN4,ncbigene:119559,ncbigene,119559
3578,SLC25A25,ncbigene:114789,ncbigene,114789
3577,SELENOO,ncbigene:83642,ncbigene,83642
3576,HSPA9,ncbigene:3313,ncbigene,3313
3575,ADAT2,ncbigene:134637,ncbigene,134637
3574,ADAT3,ncbigene:113179,ncbigene,113179
3573,SCAMP4,ncbigene:113178,ncbigene,113178
3572,CD68,ncbigene:968,ncbigene,968
3571,ZFPL1,ncbigene:7542,ncbigene,7542
3570,SPN,ncbigene:6693,ncbigene,6693
3569,PTGER3,ncbigene:5733,ncbigene,5733
3568,PPIL1,ncbigene:51645,ncbigene,51645
3567,C3orf18,ncbigene:51161,ncbigene,51161
3566,SCCPDH,ncbigene:51097,ncbigene,51097
3565,CA14,ncbigene:23632,ncbigene,23632
3564,COPB2,ncbigene:9276,ncbigene,9276
3563,ERGIC2,ncbigene:51290,ncbigene,51290
3562,ARCN1,ncbigene:372,ncbigene,372
3561,COPG2,ncbigene:26958,ncbigene,26958
3560,SACM1L,ncbigene:22908,ncbigene,22908
3559,COPG1,ncbigene:22820,ncbigene,22820
3558,COPZ1,ncbigene:22818,ncbigene,22818
3557,COPB1,ncbigene:1315,ncbigene,1315
3556,COPA,ncbigene:1314,ncbigene,1314
3555,COPE,ncbigene:11316,ncbigene,11316
3554,OMP,ncbigene:4975,ncbigene,4975
3553,AHNAK2,ncbigene:113146,ncbigene,113146
3552,SMC1A,ncbigene:8243,ncbigene,8243
3551,CDCA5,ncbigene:113130,ncbigene,113130
3550,STX16,ncbigene:8675,ncbigene,8675
3549,MED8,ncbigene:112950,ncbigene,112950
3548,SNTB2,ncbigene:6645,ncbigene,6645
3547,CFAP36,ncbigene:112942,ncbigene,112942
3546,NACC2,ncbigene:138151,ncbigene,138151
3545,NACC1,ncbigene:112939,ncbigene,112939
3544,ZYG11B,ncbigene:79699,ncbigene,79699
3543,HSPD1,ncbigene:3329,ncbigene,3329
3542,GLB1L3,ncbigene:112937,ncbigene,112937
3541,VPS26A,ncbigene:9559,ncbigene,9559
3540,SNX3,ncbigene:8724,ncbigene,8724
3539,VPS26B,ncbigene:112936,ncbigene,112936
3538,BMERB1,ncbigene:89927,ncbigene,89927
3537,KAT2B,ncbigene:8850,ncbigene,8850
3536,FAAP100,ncbigene:80233,ncbigene,80233
3535,TCF12,ncbigene:6938,ncbigene,6938
3534,SH3GL1,ncbigene:6455,ncbigene,6455
3533,BANP,ncbigene:54971,ncbigene,54971
3532,KIF5B,ncbigene:3799,ncbigene,3799
3531,ING1,ncbigene:3621,ncbigene,3621
3530,RAB11FIP5,ncbigene:26056,ncbigene,26056
3529,EDC4,ncbigene:23644,ncbigene,23644
3528,MPRIP,ncbigene:23164,ncbigene,23164
3527,DTNA,ncbigene:1837,ncbigene,1837
3526,GON7,ncbigene:84520,ncbigene,84520
3525,OSGEP,ncbigene:55644,ncbigene,55644
3524,TPRKB,ncbigene:51002,ncbigene,51002
3523,TP53RK,ncbigene:112858,ncbigene,112858
3522,B4GALT7,ncbigene:11285,ncbigene,11285
3521,UTRN,ncbigene:7402,ncbigene,7402
3520,PNKP,ncbigene:11284,ncbigene,11284
3519,HOGA1,ncbigene:112817,ncbigene,112817
3518,SYNRG,ncbigene:11276,ncbigene,11276
3517,IFT140,ncbigene:9742,ncbigene,9742
3516,TTC21B,ncbigene:79809,ncbigene,79809
3515,WDR19,ncbigene:57728,ncbigene,57728
3514,WDR35,ncbigene:57539,ncbigene,57539
3513,IFTAP,ncbigene:119710,ncbigene,119710
3512,IFT43,ncbigene:112752,ncbigene,112752
3511,KLHL3,ncbigene:26249,ncbigene,26249
3510,SQSTM1,ncbigene:8878,ncbigene,8878
3509,C1GALT1C1,ncbigene:29071,ncbigene,29071
3508,FAT1,ncbigene:2195,ncbigene,2195
3507,VCAN,ncbigene:1462,ncbigene,1462
3506,CHRNA5,ncbigene:1138,ncbigene,1138
3505,IL17F,ncbigene:112744,ncbigene,112744
3504,MCRIP2,ncbigene:84331,ncbigene,84331
3503,ATXN2L,ncbigene:11273,ncbigene,11273
3502,PON1,ncbigene:5444,ncbigene,5444
3501,COPZ2,ncbigene:51226,ncbigene,51226
3500,MFAP4,ncbigene:4239,ncbigene,4239
3499,L3HYPDH,ncbigene:112849,ncbigene,112849
3498,APBA3,ncbigene:9546,ncbigene,9546
3497,CA6,ncbigene:765,ncbigene,765
3496,MIF4GD,ncbigene:57409,ncbigene,57409
3495,GADD45A,ncbigene:1647,ncbigene,1647
3494,VPS25,ncbigene:84313,ncbigene,84313
3493,SNF8,ncbigene:11267,ncbigene,11267
3492,SLC9A5,ncbigene:6553,ncbigene,6553
3491,CHP1,ncbigene:11261,ncbigene,11261
3490,PODXL,ncbigene:5420,ncbigene,5420
3489,RNF149,ncbigene:284996,ncbigene,284996
3488,FGFR4,ncbigene:2264,ncbigene,2264
3487,XPOT,ncbigene:11260,ncbigene,11260
3486,N4BP2L1,ncbigene:90634,ncbigene,90634
3485,SKP1,ncbigene:6500,ncbigene,6500
3484,SNX18,ncbigene:112574,ncbigene,112574
3483,THG1L,ncbigene:54974,ncbigene,54974
3482,PACSIN1,ncbigene:29993,ncbigene,29993
3481,PACSIN3,ncbigene:29763,ncbigene,29763
3480,COBL,ncbigene:23242,ncbigene,23242
3479,COBLL1,ncbigene:22837,ncbigene,22837
3478,PACSIN2,ncbigene:11252,ncbigene,11252
3477,CELSR1,ncbigene:9620,ncbigene,9620
3476,B4GALT5,ncbigene:9334,ncbigene,9334
3475,LRP5,ncbigene:4041,ncbigene,4041
3474,CELSR2,ncbigene:1952,ncbigene,1952
3473,NXPH2,ncbigene:11249,ncbigene,11249
3472,LMF1,ncbigene:64788,ncbigene,64788
3471,CBWD1,ncbigene:55871,ncbigene,55871
3470,SUFU,ncbigene:51684,ncbigene,51684
3469,TBRG4,ncbigene:9238,ncbigene,9238
3468,NDUFV3,ncbigene:4731,ncbigene,4731
3467,NDUFB8,ncbigene:4714,ncbigene,4714
3466,LCLAT1,ncbigene:253558,ncbigene,253558
3465,PRRT2,ncbigene:112476,ncbigene,112476
3464,NXPH4,ncbigene:11247,ncbigene,11247
3463,ZHX1,ncbigene:11244,ncbigene,11244
3462,BICD2,ncbigene:23299,ncbigene,23299
3461,DIABLO,ncbigene:56616,ncbigene,56616
3460,XIAP,ncbigene:331,ncbigene,331
3459,HTRA2,ncbigene:27429,ncbigene,27429
3458,BIRC8,ncbigene:112401,ncbigene,112401
3457,EGLN2,ncbigene:112398,ncbigene,112398
3456,STRIP1,ncbigene:85369,ncbigene,85369
3455,STK24,ncbigene:8428,ncbigene,8428
3454,TRAF3IP3,ncbigene:80342,ncbigene,80342
3453,SLMAP,ncbigene:7871,ncbigene,7871
3452,STRN,ncbigene:6801,ncbigene,6801
3451,CTTNBP2NL,ncbigene:55917,ncbigene,55917
3450,STK26,ncbigene:51765,ncbigene,51765
3449,STRN3,ncbigene:29966,ncbigene,29966
3448,FGFR1OP2,ncbigene:26127,ncbigene,26127
3447,ATP6V1C2,ncbigene:245973,ncbigene,245973
3446,HPS3,ncbigene:84343,ncbigene,84343
3445,HPS6,ncbigene:79803,ncbigene,79803
3444,HPS5,ncbigene:11234,ncbigene,11234
3443,POLG,ncbigene:5428,ncbigene,5428
3442,POLG2,ncbigene:11232,ncbigene,11232
3441,POLE4,ncbigene:56655,ncbigene,56655
3440,GPRC5B,ncbigene:51704,ncbigene,51704
3439,GAL,ncbigene:51083,ncbigene,51083
3438,PRAF2,ncbigene:11230,ncbigene,11230
3437,YWHAZ,ncbigene:7534,ncbigene,7534
3436,TP53BP2,ncbigene:7159,ncbigene,7159
3435,PARD3,ncbigene:56288,ncbigene,56288
3434,PPP1CA,ncbigene:5499,ncbigene,5499
3433,PPP1R13B,ncbigene:23368,ncbigene,23368
3432,RASSF8,ncbigene:11228,ncbigene,11228
3431,RMND1,ncbigene:55005,ncbigene,55005
3430,GALNT6,ncbigene:11226,ncbigene,11226
3429,ZCCHC3,ncbigene:85364,ncbigene,85364
3428,UBE2O,ncbigene:63893,ncbigene,63893
3427,RPS28,ncbigene:6234,ncbigene,6234
3426,RPS25,ncbigene:6230,ncbigene,6230
3425,RPS20,ncbigene:6224,ncbigene,6224
3424,RPS18,ncbigene:6222,ncbigene,6222
3423,RPS12,ncbigene:6206,ncbigene,6206
3422,RPL27A,ncbigene:6157,ncbigene,6157
3421,PURB,ncbigene:5814,ncbigene,5814
3420,IPO5,ncbigene:3843,ncbigene,3843
3419,FGF14,ncbigene:2259,ncbigene,2259
3418,VAPA,ncbigene:9218,ncbigene,9218
3417,SFRP4,ncbigene:6424,ncbigene,6424
3416,PRKAR1B,ncbigene:5575,ncbigene,5575
3415,PRKAR1A,ncbigene:5573,ncbigene,5573
3414,KLHL28,ncbigene:54813,ncbigene,54813
3413,AKAP11,ncbigene:11215,ncbigene,11215
3412,AKAP13,ncbigene:11214,ncbigene,11214
3411,RAB33A,ncbigene:9363,ncbigene,9363
3410,RAB11B,ncbigene:9230,ncbigene,9230
3409,RAB11A,ncbigene:8766,ncbigene,8766
3408,RAB33B,ncbigene:83452,ncbigene,83452
3407,RAB1B,ncbigene:81876,ncbigene,81876
3406,RAB5C,ncbigene:5878,ncbigene,5878
3405,RAB27B,ncbigene:5874,ncbigene,5874
3404,RAB27A,ncbigene:5873,ncbigene,5873
3403,RAB4A,ncbigene:5867,ncbigene,5867
3402,RAB3A,ncbigene:5864,ncbigene,5864
3401,RAB20,ncbigene:55647,ncbigene,55647
3400,RAB24,ncbigene:53917,ncbigene,53917
3399,RAB8B,ncbigene:51762,ncbigene,51762
3398,RAB6B,ncbigene:51560,ncbigene,51560
3397,RAB9B,ncbigene:51209,ncbigene,51209
3396,RAB43,ncbigene:339122,ncbigene,339122
3395,RAB7B,ncbigene:338382,ncbigene,338382
3394,RAB30,ncbigene:27314,ncbigene,27314
3393,RAB26,ncbigene:25837,ncbigene,25837
3392,CHEK2,ncbigene:11200,ncbigene,11200
3391,SSRP1,ncbigene:6749,ncbigene,6749
3390,MCM2,ncbigene:4171,ncbigene,4171
3389,SUPT16H,ncbigene:11198,ncbigene,11198
3388,PRMT6,ncbigene:55170,ncbigene,55170
3387,G0S2,ncbigene:50486,ncbigene,50486
3386,CTAG2,ncbigene:30848,ncbigene,30848
3385,DDHD2,ncbigene:23259,ncbigene,23259
3384,SLC31A1,ncbigene:1317,ncbigene,1317
3383,SEC23IP,ncbigene:11196,ncbigene,11196
3382,ABCB8,ncbigene:11194,ncbigene,11194
3381,RBM45,ncbigene:129831,ncbigene,129831
3380,WBP4,ncbigene:11193,ncbigene,11193
3379,CEP250,ncbigene:11190,ncbigene,11190
3378,ATP6V1G2,ncbigene:534,ncbigene,534
3377,CNKSR3,ncbigene:154043,ncbigene,154043
3376,NISCH,ncbigene:11188,ncbigene,11188
3375,NDUFV2,ncbigene:4729,ncbigene,4729
3374,ITPRIPL1,ncbigene:150771,ncbigene,150771
3373,RASSF1,ncbigene:11186,ncbigene,11186
3372,FTSJ1,ncbigene:24140,ncbigene,24140
3371,WDR6,ncbigene:11180,ncbigene,11180
3370,ZNF277,ncbigene:11179,ncbigene,11179
3369,LZTS2,ncbigene:84445,ncbigene,84445
3368,LZTS1,ncbigene:11178,ncbigene,11178
3367,BAZ1A,ncbigene:11177,ncbigene,11177
3366,ADAMTS7,ncbigene:11173,ncbigene,11173
3365,PPM1A,ncbigene:5494,ncbigene,5494
3364,GEMIN2,ncbigene:8487,ncbigene,8487
3363,GEMIN6,ncbigene:79833,ncbigene,79833
3362,GEMIN7,ncbigene:79760,ncbigene,79760
3361,CSDE1,ncbigene:7812,ncbigene,7812
3360,SMN2,ncbigene:6607,ncbigene,6607
3359,ZNFX1,ncbigene:57169,ncbigene,57169
3358,LARP6,ncbigene:55323,ncbigene,55323
3357,GEMIN8,ncbigene:54960,ncbigene,54960
3356,PC,ncbigene:5091,ncbigene,5091
3355,GEMIN4,ncbigene:50628,ncbigene,50628
3354,SZRD1,ncbigene:26099,ncbigene,26099
3353,DDX20,ncbigene:11218,ncbigene,11218
3352,STRAP,ncbigene:11171,ncbigene,11171
3351,FKBPL,ncbigene:63943,ncbigene,63943
3350,FAM107A,ncbigene:11170,ncbigene,11170
3349,WDHD1,ncbigene:11169,ncbigene,11169
3348,PSIP1,ncbigene:11168,ncbigene,11168
3347,NDUFAF6,ncbigene:137682,ncbigene,137682
3346,FSTL1,ncbigene:11167,ncbigene,11167
3345,PYCR1,ncbigene:5831,ncbigene,5831
3344,PPAT,ncbigene:5471,ncbigene,5471
3343,RFLNB,ncbigene:359845,ncbigene,359845
3342,PYCR2,ncbigene:29920,ncbigene,29920
3341,FLNC,ncbigene:2318,ncbigene,2318
3340,FLNB,ncbigene:2317,ncbigene,2317
3339,FLNA,ncbigene:2316,ncbigene,2316
3338,NUDT5,ncbigene:11164,ncbigene,11164
3337,NUDT10,ncbigene:170685,ncbigene,170685
