node1,node2
11224,84656
11224,84311
11224,79954
11224,79724
11224,79590
11224,79050
11224,79039
11224,692312
11224,6838
11224,6780
11224,65095
11224,65005
11224,65003
11224,64976
11224,64965
11224,64794
11224,64763
11224,64432
11224,64318
11224,6431
11224,63893
11224,63875
11224,6234
11224,6230
11224,6224
11224,6223
11224,6222
11224,6218
11224,6217
11224,6209
11224,6208
11224,6207
11224,6206
11224,6204
11224,6203
11224,6202
11224,6194
11224,6193
11224,6189
11224,6188
11224,6187
11224,6181
11224,6175
11224,6166
11224,6160
11224,6157
11224,6154
11224,6147
11224,6141
11224,6139
11224,6137
11224,6135
11224,6132
11224,6130
11224,6129
11224,6125
11224,6124
11224,6122
11224,5814
11224,5813
11224,57129
11224,57062
11224,56829
11224,55922
11224,55661
11224,55226
11224,55168
11224,55052
11224,54948
11224,54665
11224,54606
11224,54460
11224,51574
11224,51318
11224,51187
11224,51121
11224,51081
11224,51069
11224,50809
11224,4904
11224,4736
11224,4691
11224,4343
11224,400506
11224,3843
11224,3837
11224,29997
11224,29889
11224,29777
11224,29074
11224,28998
11224,28973
11224,285855
11224,27107
11224,27067
11224,26953
11224,26156
11224,23567
11224,23560
11224,23521
11224,23451
11224,23367
11224,23246
11224,23223
11224,23212
11224,23029
11224,22907
11224,1736
11224,1662
11224,140890
11224,128308
11079,728
11079,56928
11079,360
11079,338
11079,2358
11079,202915
11079,1800
11079,1235
11079,11318
10550,7433
10550,728
10550,57142
10550,489
10550,3384
10550,285242
10550,2814
10550,2358
10550,23555
10550,162427
10550,132720
10410,92840
10410,7905
10410,6252
10410,57142
10410,132720
10410,11079
10410,10550
8459,9528
8459,9373
8459,9043
8459,8893
8459,8890
8459,8729
8459,8460
79980,8459
79980,83540
57405,9342
57405,83540
57405,79980
57405,79003
57405,58513
25936,8459
25936,83540
25936,79980
25936,79003
25936,57405
25936,57082
147841,8459
147841,83540
147841,79980
147841,79003
147841,64210
147841,57405
147841,57082
147841,5338
147841,25936
11130,83540
11130,79980
11130,79003
11130,6238
11130,57405
11130,57082
11130,4861
11130,25936
11130,147841
11130,11243
10403,8459
10403,81493
10403,79980
10403,57405
10403,25936
10403,147841
10403,112869
10403,11243
10403,11130
5727,955
5727,9254
5727,90231
5727,8720
5727,8703
5727,8692
5727,84892
5727,80781
5727,79937
5727,79586
5727,79573
5727,79414
5727,79070
5727,7368
5727,7040
5727,64374
5156,9601
5156,955
5156,9349
5156,9254
5156,90161
5156,8836
5156,8754
5156,8720
5156,8703
5156,8702
5156,8692
5156,8614
5156,84892
5156,84869
5156,8225
5156,80781
5156,79937
5156,79174
5156,79070
5156,7368
5156,7040
5156,6782
5156,66005
5156,6484
5156,64132
5156,57715
5156,5768
5156,56983
5156,56605
5156,55959
5156,55761
5156,55757
5156,55501
5156,54480
5156,5361
5156,5270
5156,5167
5156,5157
10402,5727
10402,5156
7434,9784
7434,9238
7434,91869
7434,9183
7434,9057
7434,84803
7434,84302
7434,81490
7434,79956
7434,79934
7434,79675
23584,8760
23584,64328
23584,57510
23584,3842
23584,30000
1040,8760
1040,7434
1040,728
1040,23584
1040,23555
1040,11318
10399,9931
80232,9518
80232,9510
80232,80326
80144,9507
80144,84569
3949,58191
3949,55554
3949,5553
2588,8547
2588,84569
2588,8000
2588,6901
2588,64174
2588,55827
2588,5553
2588,5329
2588,410
2588,3423
2588,3309
2588,285362
2588,26073
23765,84569
23765,58511
23765,57152
23765,3605
23765,338328
23765,26232
170384,84866
170384,7078
170384,6901
170384,64174
170384,5727
170384,5553
170384,27163
170384,259197
1292,8985
1292,8838
1292,84569
1292,8000
1292,78989
1292,7423
1292,713
1292,6901
1292,64806
1292,6013
1292,56934
1292,5553
1292,5351
1292,4693
1292,3904
1292,387911
1292,338872
1292,338328
1292,26232
1292,254896
1292,23127
1292,1908
1292,147719
1291,9607
1291,9450
1291,8985
1291,84569
1291,83546
1291,78989
1291,7476
1291,7474
1291,7078
1291,6901
1291,64806
1291,57152
1291,57151
1291,5553
1291,5351
1291,4908
1291,3952
1291,3904
1291,387911
1291,338872
1291,2765
1291,2695
1291,26232
1291,23127
1291,1297
1291,1296
51433,996
51433,991
51433,8881
51433,8697
51433,64682
51433,51434
388272,996
388272,8881
388272,8697
388272,84159
388272,64682
388272,57708
388272,51434
388272,51433
388272,51343
25847,996
25847,8881
25847,8697
25847,64682
25847,51434
25847,51433
25847,51343
25847,29945
25847,29882
119504,996
119504,8881
119504,8697
119504,64682
119504,51434
119504,51433
119504,51343
119504,388272
119504,29945
119504,29882
119504,26271
119504,25847
119504,246184
10393,51433
10393,388272
10393,25847
10393,119504
8826,93408
80179,93408
80179,84709
80179,8165
4637,8826
4637,79784
4628,4637
4628,4634
4627,4637
4627,4634
399687,65992
399687,4637
10788,4637
10788,4108
103910,89910
103910,8826
103910,84455
103910,80179
103910,79784
103910,4637
103910,4628
103910,4627
103910,399687
103910,10788
7464,9967
7464,9774
10391,7464
79036,9474
79036,9321
79036,89797
79036,8887
79036,84687
79036,84231
79036,84062
79036,83892
79036,80173
79036,79443
3895,84062
3895,81565
3895,5713
3895,56928
3895,54785
3321,3956
202051,6813
1039,8924
1039,84461
1039,79036
1039,3895
1039,3321
1039,30850
1039,202051
1039,201725
55325,973
55325,9466
55325,90273
55325,8788
55325,8774
55325,84553
55325,83452
55325,81542
55325,7905
55325,7095
55325,56674
55325,56144
55325,56137
55325,56132
55325,55776
23333,753
23333,57326
23333,55027
23333,27076
11119,55128
11118,516
11118,201266
11118,153579
11118,11119
10384,55325
10384,55128
10384,23333
10384,11119
10384,11118
56990,80975
24139,7280
24139,347733
23064,8459
23064,57213
23064,50674
23064,3671
11135,8547
11135,84168
11135,7253
11135,56934
11135,51726
11135,347733
6904,79798
6904,7280
402,84747
402,7280
402,6904
402,51
10678,64222
10678,60343
10678,5445
10678,5156
10678,26232
10678,158062
10678,128821
9131,9212
8576,90355
80005,9844
7903,80144
682,9894
682,9652
682,9416
682,9382
682,9238
682,9044
682,8813
682,8729
682,8443
682,83548
682,80789
682,79675
682,79607
682,79072
682,7846
682,738
682,7277
682,7259
682,7025
682,6904
6297,79830
6297,79810
6297,7705
6232,7846
6232,7277
6232,63897
60559,9789
60559,90701
60559,8567
60559,80224
60559,7846
5605,9546
5605,9532
5605,9529
5605,84790
5605,81610
5605,730211
5605,7277
5605,664618
55346,7280
55346,60559
54414,5611
5329,84892
5329,6448
389118,9902
389118,80746
347733,9202
347733,91875
347733,9131
347733,828
347733,80746
347733,7280
347733,7203
347733,6904
347733,55346
347733,402
347733,355
345757,9894
345757,9373
345757,9238
345757,9043
345757,8893
345757,8892
345757,8729
345757,84790
345757,84274
345757,79675
345757,79607
345757,79029
345757,7846
345757,7358
345757,7280
345757,6687
345757,6596
345757,6499
345757,64418
345757,63897
345757,5894
345757,5824
345757,57508
345757,57120
345757,56474
345757,5635
345757,55735
345757,55215
345757,55127
345757,54963
345757,54892
345757,545
345757,5297
345757,5238
345757,5189
345757,51184
345757,51108
345757,5091
345757,4976
345757,493
345757,491
345757,490
345757,479
345757,478
345757,3842
345757,3716
345757,348180
345757,347688
339221,79070
339221,54749
339221,51614
339221,51290
2999,9670
2999,84790
2999,7846
2999,7277
2999,63897
2999,57189
2999,55215
2999,55127
2999,5445
2999,478
2999,347688
2999,3309
2765,9670
2765,91147
2765,8729
2765,8720
2765,79937
2765,7846
2765,7046
2765,3913
27436,9532
27436,79036
27436,7727
27436,6500
27436,5634
27436,347733
27436,3312
27436,2874
27074,9238
27074,92105
27074,8693
27074,81537
27074,80789
27074,80224
27074,79731
27074,79695
27074,79675
27074,79072
27074,7358
27074,5875
27074,55656
27074,55157
27074,55127
27074,54963
27074,54850
27074,54708
27074,51122
27074,5095
27074,3364
27020,9894
27020,9382
27020,93436
27020,9238
27020,8729
27020,84790
27020,83548
27020,80185
27020,79902
27020,79711
27020,7514
27020,738
27020,7277
27020,6904
27020,64328
27020,64210
27020,64149
27020,63897
27020,60493
27020,58477
27020,57510
27020,55697
27020,55127
27020,54963
27020,54919
27020,545
27020,51635
27020,51606
27020,51194
27020,50628
27020,4976
27020,493
27020,492
27020,491
27020,490
27020,3958
27020,3842
27020,347688
27020,345651
27020,30000
27020,284099
27020,27340
26253,821
26253,7368
26253,60386
26253,57488
26253,55754
26253,54867
26253,493869
26253,374882
26253,3106
259239,79892
259239,55227
259239,351
259239,2621
25818,9746
25818,84790
25818,80144
25818,7846
25818,7284
25818,7280
25818,7277
25818,6400
25818,55622
25818,5445
25818,51603
25818,51061
25818,478
25818,4040
25818,4017
25818,3693
25818,347688
25818,3309
25818,27304
25818,27248
252839,9690
252839,9238
252839,92105
252839,8729
252839,8677
252839,84447
252839,8086
252839,80213
252839,79675
252839,79072
252839,7358
252839,64216
252839,6293
252839,60561
252839,60386
252839,5889
252839,5865
252839,57510
252839,57508
252839,57488
252839,57120
252839,56674
252839,55706
252839,55610
252839,55527
252839,55326
252839,55183
252839,55127
252839,54963
252839,51439
252839,51295
252839,51103
252839,478
252839,3958
252839,3716
252839,3364
252839,29121
252839,291
252839,28976
252839,2744
252839,26052
252839,259217
2277,8754
2277,64374
2277,56888
2277,347688
2277,27304
2277,23352
2215,7846
2215,64374
2215,347688
2215,27069
203068,9507
203068,9450
203068,9349
203068,9202
203068,9131
203068,908
203068,8576
203068,84866
203068,84709
203068,7280
203068,7277
203068,6950
203068,6904
203068,682
203068,6232
203068,55871
203068,5575
203068,55346
203068,55181
203068,5338
203068,51750
203068,402
203068,3681
203068,3594
203068,355
203068,347688
203068,345757
203068,340706
203068,2999
203068,259239
203068,25818
1943,955
1943,79070
1943,66005
1943,55768
1943,55033
1943,478
1943,338761
1943,27304
1908,84790
1908,8455
1908,81559
1908,79070
1908,7846
1908,7040
1908,51148
1908,4126
1908,410
1908,4017
1908,334
1908,2990
1908,23765
1908,23295
1908,220323
1908,203068
1908,1954
170482,7846
170482,293
11126,3655
11126,26505
11126,220323
10383,9202
10383,9131
10383,84709
10383,81027
10383,7280
10383,6904
10383,682
10383,5792
10383,56990
10383,55346
10383,5338
10383,402
10383,3594
10383,355
10383,347733
10383,347688
10383,27037
10383,25818
10383,24139
10383,23064
10383,203068
10383,152518
10383,11135
10382,9450
10382,9131
10382,84709
10382,7280
10382,7203
10382,6904
10382,682
10382,55346
10382,402
10382,3594
10382,345757
10382,2999
10382,25818
10382,203068
10382,1943
10382,10678
10382,10576
10382,10574
10382,10383
10379,6773
255394,84790
255394,7277
55227,92595
55227,8676
55227,84330
55227,64377
55227,64063
55227,6166
10369,57120
10369,55227
10368,64746
84861,91647
84861,9054
84861,90293
221154,84861
221154,4043
10367,84861
10367,221154
55906,79036
5074,92369
5074,60592
3161,571
2246,7049
2246,6385
2246,55758
2246,2817
2246,23199
2246,23186
2246,23028
1409,9531
1409,9204
1409,9202
1409,8295
1409,81610
1409,55844
1409,51592
1409,4905
1409,3315
1409,286077
1409,23199
1409,23186
1409,23028
55758,9718
55758,79927
55758,79149
55758,58495
51317,7170
3066,90316
3066,8819
3066,85509
3066,84108
3066,83746
3066,8099
3066,64919
3066,5931
3066,5928
3066,58516
3066,57459
3066,54815
3066,54531
3066,51222
3066,388272
3066,3622
3066,3621
283248,79149
283248,3065
23199,3993
23199,3065
23186,9718
23186,79927
23186,79149
23186,7170
23186,58495
23186,3993
23186,3065
23186,23475
23028,9718
23028,79927
23028,79149
23028,7170
23028,3993
23028,3065
10363,55906
10363,55758
10363,51317
10363,51134
10363,5074
10363,3993
10363,3161
10363,3066
10363,3065
10363,283248
10363,23199
10363,23186
10363,23028
10363,2246
10363,1409
10362,55758
10362,51317
10362,3066
10362,3065
10362,283248
10362,23199
10362,23186
10362,23028
10362,10363
57120,7852
57120,7164
10361,5886
10361,57120
10361,4869
9933,9982
9875,9982
9188,9982
9015,9217
9014,9015
9013,9361
9013,908
9013,9045
9013,9015
9013,9014
8969,9982
8886,9982
84656,9982
84656,9045
84656,8575
84549,9982
84365,9982
84365,9188
84365,9045
84365,89890
84365,8575
84365,85437
84365,84450
84310,9982
84310,9045
84310,8575
84154,9982
84154,9045
84154,8575
84154,84365
80135,9982
80135,9045
80135,8575
80135,84549
80135,84365
79724,9982
79724,92609
79724,9045
79724,8575
79724,8336
79724,79727
79159,9982
79159,9045
79159,84365
79159,79759
79159,79661
79101,9015
79101,9014
79101,9013
79039,9982
79039,92667
79039,90957
79039,9045
79039,8575
79039,84365
79039,80829
79039,80036
79039,79759
79039,79661
7468,9982
7468,9045
7468,83759
7468,79759
7270,9982
7270,9045
7270,8575
7270,79759
692312,9982
692312,9045
692312,8575
692312,8336
692312,79759
692312,79661
6780,9982
6780,9045
6780,8575
6780,83759
6780,79759
6780,79727
6780,79661
6780,6838
6731,9982
6731,8575
6731,79727
6731,6838
65095,9982
65095,9904
65095,90326
65095,84365
65095,8336
65095,80742
65095,79727
65095,79661
65095,6838
64794,9982
64794,9045
64794,8575
64794,8336
64794,79759
64794,79727
64794,79661
64794,6838
64794,6727
64318,9982
64318,9045
64318,8575
64318,8336
64318,79759
64318,79661
64318,6838
64318,6727
64282,9982
64282,9045
64282,8575
64282,84365
64282,83759
64282,79759
64282,79661
64282,6838
64282,6727
64282,6431
64282,6430
6203,9045
6203,8575
6203,80742
6203,79759
6203,65993
6203,64960
6203,6431
6203,6430
6203,6229
6203,6223
6203,6204
6202,9933
6202,9904
6202,9801
6202,90480
6202,9045
6202,8575
6202,85437
6202,84545
6202,84450
6202,84311
6202,84294
6202,79954
6202,79759
6202,79711
6202,79590
6202,79159
6202,79039
6202,78988
6202,7818
6202,740
6202,692312
6202,6838
6202,6780
6202,6733
6202,65993
6202,65095
6202,65080
6202,65008
6202,65005
6202,65003
6202,64983
6202,64978
6202,64976
6202,64975
6202,64969
6202,64965
6202,64963
6202,64960
6202,64951
6202,64949
6202,64432
6202,6430
6202,63875
6202,6229
6202,6223
6202,6217
6202,6209
6202,6207
6202,6204
6202,6203
6189,9933
6189,9904
6189,9790
6189,9188
6189,90957
6189,90480
6189,9045
6189,8602
6189,8575
6189,85437
6189,8531
6189,84946
6189,84656
6189,84549
6189,84298
6189,84154
6189,8336
6189,80742
6189,79954
6189,79759
6189,79727
6189,79711
6189,79661
6189,6838
6189,6780
6189,6431
6189,6430
6189,6234
6189,6229
6189,6223
6189,6222
6189,6217
6189,6209
6189,6208
6189,6207
6189,6205
6189,6204
6189,6203
6189,6202
6189,6194
6189,6193
6181,9045
6181,8575
6181,8336
6181,79759
6181,79727
6181,79661
6181,6838
6181,6727
6181,6431
6181,6430
6181,6426
6181,6223
6168,9982
6168,9933
6168,9070
6168,9045
6168,8575
6168,84872
6168,84450
6168,84310
6168,84154
6168,80135
6168,79727
6168,692312
6168,6838
6168,6430
6168,64282
6168,6203
6168,6202
6168,6194
6168,6189
6168,6181
6168,6175
6161,9982
6161,8575
6161,708
6161,6431
6161,6430
6161,6426
6161,6189
6161,6168
6155,8575
6155,6189
6155,6156
6138,9730
6138,9045
6138,8575
6138,84298
6138,84154
6138,83759
6138,80011
6138,79727
6138,79016
6138,7259
6138,7157
6138,6838
6138,6426
6138,63893
6138,6208
6138,6194
6138,6189
6138,6175
6138,6168
6138,6156
6136,8575
6136,79759
6136,6431
6136,6175
6136,6156
6136,6137
6133,79727
6125,9982
6125,9136
6125,8575
6125,6835
6125,6727
6125,6430
6125,6175
6125,6168
6125,6158
6125,6156
6125,6139
6125,6137
6125,6135
6125,6130
57669,9982
57669,9739
57669,92345
57669,8816
57669,845
57669,8336
57669,81839
57669,79727
57669,6431
57669,63893
57669,6223
57669,6204
57669,6194
57669,6175
57669,6160
57669,6143
57669,6122
57669,6100
57669,57703
57062,9982
57062,9045
57062,8575
57062,84365
57062,83759
57062,8336
57062,79759
57062,79727
57062,79661
57062,6838
57062,6727
57062,6431
57062,6430
57062,6426
57062,6383
57062,6223
57062,6204
57062,6194
57062,6175
57062,6168
57062,6158
57062,6156
57062,6147
57062,6143
57062,6142
57062,6139
57062,6137
57062,6135
57062,6132
57062,6130
57062,6124
57062,6122
57062,57109
55922,9982
55922,9045
55922,90326
55922,8575
55922,84365
55922,83759
55922,80742
55922,79759
55922,79727
55922,79661
55922,6838
55922,6431
55922,6430
55922,6426
55922,6223
55922,6204
55922,6194
55922,6187
55922,6175
55922,6168
55922,6160
55922,6156
55922,6147
55922,6143
55922,6137
55922,6132
55922,6130
55922,6124
55922,6122
55759,8575
55759,845
55759,79661
55759,6430
55759,6137
55759,6122
55661,9982
55661,9045
55661,8575
55661,83759
55661,8336
55661,79759
55661,79661
55661,6838
55661,6431
55661,6430
55661,6426
55661,6223
55661,6217
55661,6204
55661,6202
55661,6194
55661,6187
55661,6175
55661,6160
55661,6158
55661,6156
55661,6147
55661,6143
55661,6139
55661,6137
55661,6135
55661,6132
55661,6130
55661,6124
55661,6122
55299,9982
55299,9045
55299,8575
55299,83759
55299,79727
55299,79661
55299,6431
55299,6430
55299,6175
55299,6168
55299,6158
55299,6156
55299,6147
55299,6142
55299,6141
55299,6139
55299,6137
55299,6135
55299,6132
55299,6130
55299,6124
55299,6122
55299,56829
55299,55646
55226,8924
55226,84461
55226,8336
55226,79954
55226,79661
55226,6838
55226,64897
55226,6431
55226,6223
55226,6204
55226,6202
55226,6194
55226,6187
55226,6160
55226,6147
55226,6143
55226,6139
55226,6137
55226,6124
55226,6122
55226,55623
55153,9982
55153,6223
55153,6194
55153,6175
55153,6166
55153,6137
55131,9982
55131,9933
55131,9045
55131,8638
55131,8575
55131,84549
55131,84365
55131,84298
55131,84154
55131,8336
55131,79727
55131,79661
55131,692312
55131,6838
55131,6727
55131,6431
55131,6430
55131,6426
55131,6223
55131,6189
55131,6175
55131,6166
55131,6158
55131,6156
55131,6147
55131,6143
55131,6142
55131,6141
55131,6139
55131,6138
55131,6137
55131,6135
55131,6132
55131,6130
55131,6124
55131,6122
55131,58491
55131,57109
55131,57062
55131,56829
55131,55646
55003,9982
55003,9045
55003,8575
55003,79759
55003,79727
55003,79661
55003,6838
55003,6727
55003,6431
55003,6430
55003,6426
55003,6223
55003,6204
55003,6175
55003,6168
55003,6158
55003,6156
55003,6147
55003,6137
55003,6135
55003,6130
55003,6124
55003,6122
55003,58491
55003,55646
55003,55131
54881,9982
54881,79707
54881,79661
54881,6727
54881,6187
54881,6175
54881,6134
54881,57418
54606,9982
54606,9045
54606,8575
54606,80742
54606,79727
54606,79661
54606,6838
54606,6431
54606,6430
54606,6223
54606,6204
54606,6202
54606,6194
54606,6175
54606,6168
54606,6158
54606,6156
54606,6147
54606,6137
54606,6135
54606,6132
54606,6130
54606,6124
54606,6122
54606,55646
51491,9982
51491,9045
51491,8575
51491,84365
51491,83759
51491,8336
51491,79759
51491,79661
51491,79039
51491,6431
51491,6430
51491,6426
51491,6223
51491,6204
51491,6202
51491,6175
51491,6160
51491,6147
51491,6143
51491,6142
51491,6139
51491,6137
51491,6135
51491,6130
51491,6124
51491,6122
51491,56829
51491,55646
51491,54487
51388,9045
51388,8575
51388,84365
51388,83759
51388,8336
51388,79727
51388,79661
51388,6727
51388,6431
51388,6430
51388,6175
51388,6168
51388,6158
51388,6156
51388,6142
51388,6137
51388,6135
51388,6132
51388,6124
51388,6122
51388,57648
51388,57109
51388,56829
51388,55646
51388,55131
51388,54487
51187,9982
51187,8575
51187,83759
51187,8336
51187,79759
51187,79727
51187,79661
51187,6431
51187,6426
51187,6204
51187,6175
51187,6160
51187,6158
51187,6147
51187,6143
51187,6135
51187,6132
51187,6130
51187,6124
51187,6122
51187,55646
51187,55131
51187,54487
51121,9982
51121,9045
51121,90326
51121,8575
51121,84365
51121,84298
51121,83759
51121,8336
51121,80764
51121,80742
51121,79759
51121,79727
51121,79661
51121,6838
51121,64763
51121,6430
51121,6426
51121,6229
51121,6217
51121,6208
51121,6207
51121,6204
51121,6202
51121,6194
51121,6187
51121,6175
51121,6168
51121,6166
51121,6160
51121,6158
51121,6147
51121,6142
51121,6141
51121,6139
51121,6137
51121,6135
51121,6134
51121,6132
51121,6130
51121,6124
51121,6122
51121,57648
51121,57109
51121,56829
51121,55646
51121,54487
51121,51574
51121,51263
51018,9982
51018,9045
51018,8575
51018,6838
51018,6426
51018,6223
51018,6204
51018,6175
51018,6158
51018,6156
51018,6137
51018,6135
51018,6130
51018,6124
51018,6122
51018,55646
51018,54487
50809,9982
50809,8575
50809,84298
50809,79661
50809,6727
50809,6431
50809,6430
50809,6223
50809,6217
50809,6204
50809,6202
50809,6194
50809,6175
50809,6156
50809,6139
50809,6137
50809,6135
50809,6124
50809,6122
50809,56829
50809,54487
50809,51069
4839,9045
4839,8575
4839,79759
4839,6838
4839,6431
4839,6430
4839,6194
4839,6189
4839,6175
4839,6168
4839,6166
4839,6158
4839,6156
4839,6142
4839,6141
4839,6139
4839,6137
4839,6135
4839,6132
4839,6130
4839,6124
4839,6122
4839,57109
4839,56829
4839,55131
4839,54487
4839,51388
4839,4869
4736,9045
4736,8575
4736,84450
4736,84365
4736,80135
4736,79759
4736,79727
4736,79661
4736,6838
4736,6780
4736,6733
4736,65265
4736,64794
4736,64318
4736,6431
4736,6430
4736,6189
4736,6175
4736,6168
4736,6166
4736,6156
4736,6139
4736,6137
4736,6135
4736,6130
4736,6124
4736,6122
4736,57109
4736,56829
4736,55661
4736,55646
4736,55035
4736,54665
4736,51121
4736,4869
4691,9982
4691,9045
4691,8575
4691,8336
4691,79759
4691,79727
4691,79661
4691,6838
4691,6223
4691,6175
4691,6168
4691,6156
4691,6147
4691,6137
4691,6135
4691,6132
4691,6130
4691,6124
4691,6122
4691,4869
4670,8575
339230,9982
339230,9045
339230,8575
339230,84365
339230,83759
339230,79759
339230,79727
339230,79661
339230,6838
339230,6727
339230,6431
339230,6430
339230,6426
339230,6223
339230,6217
339230,6204
339230,6202
339230,6194
339230,6187
339230,6175
339230,6166
339230,6160
339230,6156
339230,6147
339230,6143
339230,6142
339230,6139
339230,6137
339230,6135
339230,6134
339230,6132
339230,6130
339230,6124
339230,6122
339230,57109
339230,56829
339230,55646
339230,54487
339230,4869
339230,4736
339230,4113
339230,388524
339230,341567
317781,9982
317781,8575
317781,6175
317781,6135
317781,6122
317781,4869
317781,4736
29997,9982
29997,9933
29997,92856
29997,9045
29997,8575
29997,84656
29997,84549
29997,84450
29997,84365
29997,84154
29997,79759
29997,79661
29997,79159
29997,79039
29997,708
29997,692312
29997,6838
29997,65993
29997,65095
29997,64969
29997,64965
29997,64949
29997,64848
29997,64432
29997,6431
29997,6430
29997,6426
29997,6229
29997,6223
29997,6209
29997,6204
29997,6202
29997,6194
29997,6189
29997,6187
29997,6175
29997,6168
29997,6160
29997,6156
29997,6147
29997,6143
29997,6142
29997,6139
29997,6137
29997,6135
29997,6132
29997,6130
29997,6129
29997,6125
29997,6124
29997,6122
29997,5976
29997,58491
29997,56829
29997,55646
29997,55299
29997,55173
29997,55131
29997,55037
29997,54487
29997,51650
29997,51116
29997,51023
29997,4904
29997,4869
29997,4343
29997,4113
29997,3921
29997,388524
29997,341567
29997,339230
29997,3024
285855,9982
285855,9045
285855,8575
285855,84365
285855,79727
285855,79661
285855,6838
285855,6431
285855,6426
285855,6204
285855,6202
285855,6194
285855,6189
285855,6187
285855,6175
285855,6160
285855,6158
285855,6156
285855,6143
285855,6139
285855,6137
285855,6135
285855,6134
285855,6132
285855,6130
285855,6124
285855,6122
285855,55646
285855,54487
285855,4869
285855,4113
285855,3024
285855,3008
285855,29997
27043,9982
27043,8336
27043,79707
27043,6175
27043,57418
27043,50674
27043,4869
27043,474382
27043,341567
27043,3012
26168,8925
26168,8336
26168,81887
26168,79707
26168,7277
26168,7259
26168,6727
26168,6134
26168,6124
26168,57418
26168,55291
26168,54881
26168,51142
26168,5033
26168,4869
26168,474382
26168,347688
26168,2976
26168,27043
26156,90326
26156,8575
26156,84365
26156,79759
26156,79727
26156,79661
26156,6838
26156,64763
26156,6431
26156,6430
26156,6223
26156,6204
26156,6202
26156,6194
26156,6189
26156,6187
26156,6175
26156,6158
26156,6156
26156,6143
26156,6139
26156,6137
26156,6135
26156,6132
26156,6130
26156,6124
26156,6122
26156,56829
26156,55646
26156,4869
26156,4113
26156,3921
26156,388524
26156,3024
26156,3008
26156,29777
26155,9982
26155,8575
26155,84549
26155,6727
26155,6431
26155,6430
26155,6194
26155,6175
26155,6141
26155,6137
26155,6132
26155,6124
26155,54487
26155,4869
26155,4113
23560,9982
23560,9045
23560,8575
23560,83759
23560,8336
23560,79759
23560,79727
23560,79661
23560,6838
23560,6727
23560,6431
23560,6430
23560,6426
23560,6223
23560,6204
23560,6202
23560,6194
23560,6189
23560,6187
23560,6175
23560,6160
23560,6158
23560,6156
23560,6147
23560,6143
23560,6141
23560,6139
23560,6138
23560,6137
23560,6135
23560,6132
23560,6130
23560,6124
23560,6122
23560,57109
23560,56829
23560,55646
23560,54487
23560,4869
23560,4736
23560,4113
23560,3921
23560,3024
23560,3008
23560,29942
23560,29777
23560,23567
23246,9045
23246,8575
23246,79661
23246,6727
23246,6431
23246,6430
23246,6223
23246,6175
23246,6139
23246,6137
23246,6135
23246,6130
23246,6124
23246,6122
23246,54853
23246,4869
23246,4113
23246,3614
23246,3008
23246,29777
23246,27190
23246,2512
23246,23567
23246,23521
23212,9982
23212,9045
23212,8575
23212,84365
23212,83759
23212,79661
23212,6838
23212,6727
23212,65993
23212,6431
23212,6430
23212,6426
23212,6223
23212,6217
23212,6204
23212,6202
23212,6194
23212,6187
23212,6175
23212,6168
23212,6160
23212,6158
23212,6156
23212,6147
23212,6142
23212,6141
23212,6139
23212,6138
23212,6137
23212,6135
23212,6132
23212,6130
23212,6124
23212,6122
23212,57109
23212,56829
23212,55646
23212,55131
23212,54487
23212,4869
23212,4113
23212,3024
23212,3008
23212,29997
23212,29942
23212,29777
23212,27350
23212,23567
23212,23521
23212,23466
23076,9982
23076,8575
23076,79727
23076,79661
23076,6838
23076,6727
23076,6431
23076,6223
23076,6194
23076,6175
23076,6158
23076,6137
23076,6135
23076,6132
23076,6124
23076,6122
23076,5501
23076,54487
23076,4869
23076,4113
23076,29942
23076,23567
23076,23521
23076,23466
23029,9982
23029,9045
23029,8575
23029,84365
23029,83759
23029,79759
23029,79727
23029,79661
23029,6838
23029,6431
23029,6430
23029,6426
23029,6202
23029,6194
23029,6189
23029,6175
23029,6168
23029,6158
23029,6156
23029,6147
23029,6142
23029,6138
23029,6137
23029,6135
23029,6134
23029,6132
23029,6130
23029,6124
23029,6122
23029,58491
23029,57109
23029,56829
23029,55646
23029,55131
23029,54487
23029,4869
23029,4736
23029,4113
23029,3024
23029,3008
23029,29942
23029,29777
23029,27190
23029,23567
23029,23521
23029,23466
23029,23378
23029,23144
1662,9982
1662,9045
1662,8575
1662,79759
1662,79727
1662,79661
1662,6727
1662,6431
1662,6430
1662,6223
1662,6204
1662,6194
1662,6175
1662,6147
1662,6143
1662,6139
1662,6137
1662,6135
1662,6132
1662,6130
1662,6124
1662,6122
1662,55646
1662,4869
1662,4113
1662,3921
1662,341567
1662,3008
1662,29777
1662,23567
1662,23521
1662,23144
117246,9982
117246,9045
117246,8575
117246,84298
117246,83759
117246,8336
117246,79759
117246,79727
117246,79661
117246,6838
117246,6727
117246,6431
117246,6430
117246,6426
117246,6223
117246,6202
117246,6194
117246,6189
117246,6175
117246,6168
117246,6158
117246,6156
117246,6147
117246,6143
117246,6142
117246,6139
117246,6137
117246,6135
117246,6132
117246,6130
117246,6124
117246,6122
117246,58491
117246,57109
117246,56829
117246,55646
117246,54487
117246,4869
117246,4736
117246,4113
117246,341567
117246,3024
117246,3008
117246,29997
117246,29942
117246,29777
117246,27190
117246,23567
117246,23521
117246,23466
117246,23378
117246,23144
117246,146310
10969,8575
10969,79727
10969,79661
10969,6838
10969,6727
