node1,node2
1207,6635
1207,6628
1207,6187
1207,6138
1207,54433
1207,27258
1207,25804
1207,23543
1207,23136
1207,2037
1207,2036
118472,80311
118472,55374
118472,51690
118472,25804
93643,9546
7407,8061
7407,80325
57175,84940
23637,81559
23637,7434
23637,7286
23637,51019
23637,3221
23637,26088
23637,25804
23603,9567
23603,84940
23603,57175
23467,4885
23467,4884
23467,3309
23467,31
23467,29911
23467,26232
23272,2512
11151,9911
11151,9910
11151,93643
11151,84940
11151,84231
11151,7407
11151,57175
11151,55081
11151,282809
11151,25886
11151,23637
11151,23603
11151,23467
11151,23272
11151,1936
11151,128346
8454,93611
8454,92703
84233,93436
84233,8995
4259,55697
23113,9820
23113,9616
23113,90317
23113,84129
23113,7157
23113,51560
23113,388561
79960,84289
27154,84289
27154,64769
23774,84289
23774,79654
23774,64769
23338,84289
23338,64769
23338,54556
23338,51147
11143,9767
11143,84289
11143,79960
11143,64769
11143,27154
11143,23774
11143,23338
83983,84364
6794,92335
6794,730211
6725,90417
6725,84908
6725,730211
6259,8744
6259,81533
6259,80381
6199,79959
6199,730211
6197,81559
6196,9718
51776,64919
369,64175
3645,3716
3551,8517
269,9789
269,6197
269,5140
269,51337
269,3716
269,3326
269,3320
269,29941
255239,55662
255239,3326
255239,3320
2534,6197
2534,3320
140901,730211
140901,7024
140901,55664
140901,51496
140901,339448
140901,3326
140901,3320
140901,3312
140901,253143
1147,8517
1147,5669
1147,2289
11137,6138
11137,6130
7253,7846
56934,84262
56934,57658
51726,9475
51726,80224
51726,7846
51726,7277
51726,6388
51726,53918
55846,9681
3831,89953
3831,79874
3831,7205
3831,66008
3831,64837
3831,5634
26136,64689
26136,54925
23334,55846
144577,55846
11133,8518
11133,55846
11133,55250
11133,55140
11133,3831
11133,26232
11133,26136
11133,255104
11133,254427
11133,23334
11133,144577
6789,9770
6789,9217
6789,84643
6788,9770
6788,9217
6788,9013
6788,8945
6788,84643
6788,7692
55201,9217
55201,58485
4131,4291
29922,64748
29922,4007
83540,8459
79003,8459
79003,79980
57082,79980
57082,57405
2580,9532
2580,3312
2580,2882
11129,9931
11129,9698
11129,342371
11129,29105
11129,2580
11321,9533
11321,84172
11321,8409
11321,81488
11321,79871
11321,661
11321,58490
11321,55718
11321,55703
11321,55011
11321,54707
11321,5441
11321,5439
11321,5436
11321,5435
11321,5434
11321,5433
11321,5432
11321,5431
11321,5430
11321,51728
11321,51184
11321,51082
11321,4005
11321,27297
11321,26015
11321,25885
11321,171568
22920,9371
22920,3797
127253,6653
127253,2729
11127,9371
11127,9258
11127,26128
11127,22920
11127,127253
11127,11336
3655,977
3655,8702
3655,8000
3655,6440
3655,5727
3655,5445
3655,3956
26505,9450
26505,8073
26505,7803
26505,5727
26505,55515
26505,54622
26505,3122
26505,29121
26505,283870
220323,9450
220323,91653
220323,57152
220323,5156
220323,387911
220323,3671
220323,283870
220323,27163
220323,25963
220323,2277
220323,2215
11124,9338
11124,79039
11124,51142
11124,3312
11124,168620
11123,9588
11123,5534
11123,5533
11123,5532
11123,5530
56255,9466
56255,7305
8945,997
8945,994
8945,993
1112,8945
1112,5990
1112,5989
1112,23291
1112,1643
516,84197
201266,958
201266,93377
201266,80380
201266,79037
201266,6693
201266,6504
201266,6482
201266,345757
201266,29126
201266,29121
201266,284359
9204,978
8887,92369
8541,91978
582,585
582,583
51035,9747
51035,83892
51035,55031
196074,970
196074,84861
196074,79863
196074,27074
112724,5444
112724,51710
112724,51226
112724,4239
112724,2548
112724,248
112724,112849
84984,9857
7408,9567
7408,90353
5518,9857
5518,9792
5518,9592
5518,8994
5518,8541
5518,85369
5518,8500
5518,81563
5518,80342
5518,8030
5518,80143
5518,78994
5518,7871
5518,6801
5518,653404
5518,57464
5518,56256
5518,55917
5518,55844
5518,55656
5518,5531
5518,5529
5518,5528
5518,5527
5518,5526
5518,5525
5518,5523
5518,5522
5518,5521
5518,5520
5516,9989
5516,9857
5516,9792
5516,9592
5516,85369
5516,8500
5516,83992
5516,8030
5516,80143
5516,78994
5516,7871
5516,6801
5516,57464
5516,56256
5516,55917
5516,55844
5516,5531
5516,5529
5516,5528
5516,5527
5516,5525
5516,5522
5516,5521
5516,5520
5516,5519
5516,5518
55012,84984
55012,5518
11116,9857
11116,84984
11116,84934
11116,7408
11116,5518
11116,5516
11116,55012
11116,11158
11113,30851
55657,80204
11112,55657
1111,9338
1111,84329
92856,9982
90957,9982
8602,9982
8531,9982
8531,90326
84946,9982
84319,9982
84298,9045
84298,8575
79171,9092
79080,8575
79080,84365
79080,8336
79080,79727
79080,79661
79050,9982
79050,84330
79050,8336
79050,79727
6741,9733
6741,79727
6741,79661
6741,6835
64763,9904
64763,89890
64763,8575
64763,85437
64763,84365
64763,84078
64763,83759
64763,80742
64763,79759
64763,79727
64763,79661
64763,7818
64763,6838
64763,65993
64763,64969
64763,64965
64763,64951
64763,64949
64745,80742
64745,79661
64745,65993
64745,64960
64745,64949
6229,8924
6229,8575
6229,84461
6229,84240
6229,81839
6229,79759
6229,79727
6229,79661
6229,6838
6229,64949
6229,6430
6229,6426
6218,8336
6218,79727
6218,79661
6218,6838
6218,6431
6207,9982
6207,9904
6207,8575
6207,84946
6207,84872
6207,84294
6207,80742
6207,79759
6207,79727
6207,6838
6207,65095
6207,6431
6207,6430
6207,6223
6207,6217
6193,8822
6193,8336
6193,79759
6193,79727
6193,79661
6193,6431
6193,6223
6193,6204
6193,6202
6193,6194
6188,9982
6188,90326
6188,8822
6188,84365
6188,84298
6188,8336
6188,80742
6188,79759
6188,79727
6188,79661
6188,64763
6188,6431
6188,6430
6188,6426
6188,6229
6188,6223
6188,6217
6188,6208
6188,6204
6188,6202
6188,6194
6188,6189
57696,6223
57696,6204
57696,6122
57050,9982
57050,84365
57050,83759
57050,79661
57050,6431
57050,6426
57050,6223
57050,6204
57050,6187
57050,6175
57050,6160
57050,6147
57050,6137
57050,6135
51808,9136
51808,83759
51808,79760
51808,79727
51808,6629
51808,6627
51808,6625
51808,5939
4343,8575
4343,8336
4343,80742
4343,79727
4343,79661
4343,6838
4343,6431
4343,6430
4343,6223
4343,6194
4343,6137
4343,5939
4343,54502
4343,54487
400506,9982
400506,9045
400506,8575
400506,84365
400506,84298
400506,84154
400506,83759
400506,8336
400506,79661
400506,6431
400506,6426
400506,6223
400506,6204
400506,6202
400506,6194
400506,6187
400506,6175
400506,6156
400506,6147
400506,6143
400506,6142
400506,6139
400506,6137
400506,6135
400506,6134
400506,6132
400506,6130
400506,6124
400506,6122
400506,56829
400506,54487
400506,4869
400506,4113
3010,79727
3010,65095
3010,65005
3010,6426
3010,6229
3010,6223
3010,6204
3010,6187
3010,6160
3010,6130
3010,6122
3010,55646
3010,51642
3010,51574
3010,4904
3010,3014
29080,79670
29080,6223
29080,6202
29080,6166
29080,6142
29080,6130
29080,6122
29080,54930
29080,341567
27107,8336
27107,79759
27107,79727
27107,6223
27107,6217
27107,6204
27107,6187
27107,6175
27107,6160
27107,6156
27107,6143
27107,6137
27107,6135
27107,6132
27107,6122
27107,4113
27107,3921
27107,341567
27107,3014
27107,3008
27107,29942
26574,9982
26574,8575
26574,8336
26574,79954
26574,79759
26574,79661
26574,6838
26574,6727
26574,6223
26574,6204
26574,6202
26574,6194
26574,6189
26574,6187
26574,6175
26574,6160
26574,6143
26574,6137
26574,6124
26574,6122
26574,55226
26574,54487
26574,4113
26574,3921
26574,3008
26574,29777
23223,9982
23223,84365
23223,8336
23223,80742
23223,79759
23223,79727
23223,79661
23223,705
23223,6838
23223,6431
23223,6223
23223,6217
23223,6208
23223,6207
23223,6204
23223,6202
23223,6194
23223,6189
23223,6187
23223,6160
23223,6147
23223,6143
23223,6139
23223,6124
23223,6122
23223,55720
23223,51142
23223,3921
23223,388524
23223,341567
23223,3024
23223,3010
23223,3008
23223,29942
23223,29777
23223,23567
23223,23378
1616,8602
1616,85437
1616,84629
1616,84444
1616,83852
1616,8370
1616,8358
1616,8294
1616,8028
1616,79159
1616,79080
1616,7874
1616,692312
1616,65095
1616,6385
1616,6223
1616,6217
1616,57337
1616,56980
1616,54819
1616,546
1616,51574
1616,51121
1616,2817
1616,27338
1616,25942
1616,23524
1616,23394
1616,23126
135295,6733
135295,51069
135295,29896
56998,7084
5599,5601
54566,817
54566,6838
54566,6194
54566,54819
5045,92370
5045,57488
5045,5270
322,8924
322,85360
322,351
322,334
23568,403
23568,402
23568,29105
1265,3312
1265,1266
114299,288
11098,346689
11098,197131
11098,1289
11097,8575
11097,84881
11097,8480
11097,6175
11097,6137
11097,6122
11097,138199
5929,9739
5929,9070
5929,8085
5929,7403
5929,6168
30827,5929
11091,9739
11091,9070
11091,84108
11091,5929
11091,55689
11091,54554
11091,51562
11091,473
11091,30827
11091,1822
11091,112869
1109,8644
79573,9427
79573,84569
79573,79630
3140,9450
3140,910
3140,909
3140,55515
3140,54577
3140,5445
3140,338328
28972,9789
28972,90701
28972,79037
28972,65078
28972,60559
28972,54210
23505,84569
23505,79630
23505,5727
23505,5156
23505,4069
23505,3568
23505,338328
23505,283870
23505,26232
23505,2563
11083,8473
11083,3054
9127,9529
4142,84803
285237,9532
285237,3306
285237,3303
25809,91978
25809,84276
25809,79096
25809,55296
25809,54839
25809,25941
25809,25831
25771,64746
23170,51260
23170,3337
51222,9219
51222,9112
51222,8932
51222,8099
51222,5931
51222,5928
51222,57504
51222,57459
51222,55527
51222,54815
51222,53615
202915,9197
202915,857
202915,55735
202915,445
202915,23408
1235,9950
1235,91012
1235,90522
1235,90231
1235,88455
1235,81502
1235,80727
1235,6522
1235,57130
1235,55005
1235,54872
1235,5420
1235,51752
1235,515
1235,491
1235,479
1235,3032
1235,25963
1235,25844
1235,2530
4163,9462
4163,81493
4163,57692
4163,55272
4163,54820
4163,5187
4163,51421
4163,4793
23588,9245
23588,8453
23588,8065
23588,6923
23588,55829
23588,55705
23588,53635
11078,9217
11078,84940
11078,79036
11078,54785
11078,4163
11078,23588
54800,5998
11076,79269
11076,54800
3925,50861
84908,9425
51,9230
51,91653
51,84908
51,79876
51,64342
11072,84908
11072,51
85509,9219
85509,9112
8099,9219
8099,9112
8099,8932
8099,85509
57459,9219
57459,9112
57459,8932
57459,85509
57459,8099
57459,64919
57459,5931
57459,5928
57459,57504
57459,57473
11066,8233
11066,6635
753,83737
54602,83737
286676,83737
286676,4734
286676,3416
23111,83737
79869,9513
11060,80204
11059,753
11059,55092
11059,54602
11059,348013
11059,286676
11059,23111
11052,79869
11052,23210
11052,11060
11052,11059
11051,11052
5717,91409
5717,90637
5717,90557
5717,80212
5717,64946
5717,573
5717,5719
5717,5718
5714,91409
5714,90557
5714,80212
5714,5719
5714,5718
5714,5716
5709,9861
5709,91409
5709,90557
5709,80227
5709,80212
5709,573
5709,5719
5709,5718
5709,5717
5709,5716
5709,5714
5709,5713
5709,5711
5709,5710
5708,91409
5708,80212
5708,573
5708,5719
5708,5718
5708,5716
5708,5713
5708,5711
5708,5710
5707,91409
5707,90557
5707,80212
5707,573
5707,5719
5707,5718
5707,5716
5707,5713
5707,5711
5707,5710
5706,91409
5706,90557
5706,80212
5706,573
5706,5719
5706,5718
5706,5716
5706,5715
5706,5711
5706,5710
5704,9861
5704,91409
5704,90557
5704,80227
5704,80212
5704,5719
5704,5718
5704,5717
5704,5716
5704,5714
5704,5713
5704,5711
5704,5710
5704,5709
5704,5708
5704,5707
5704,5706
5704,5705
5701,91409
5701,90557
5701,84461
5701,80227
5701,80212
5701,5719
5701,5718
5701,5716
5701,5713
5701,5711
5701,5710
5701,5708
5701,5705
5701,5704
5701,5702
5700,9861
5700,91409
5700,90557
5700,80227
5700,80212
5700,573
5700,5719
5700,5718
5700,5716
5700,5713
5700,5711
5700,5710
5700,5709
5700,5708
5700,5707
5700,5705
5700,5704
5700,5702
5700,5701
81533,944
81533,910
81533,90273
6443,909
6443,8740
6443,8600
6443,79867
6443,653166
51295,976
51295,89845
51295,84908
51295,84885
51295,7434
51295,728
51295,55863
51295,55844
51295,5521
51295,5518
51295,54539
51295,51300
51103,976
51103,7433
51103,7386
51103,55863
51103,55844
51103,5521
51103,5518
51103,54539
51103,51300
51103,51295
338,6869
338,56894
338,550
2564,9789
2564,26608
2564,26580
22859,84885
22859,7379
22859,388633
22859,29121
22859,23769
22859,23555
221496,976
221496,84885
221496,55630
221496,491
221496,489
221496,444
221496,23555
124565,9450
124565,84709
124565,57552
124565,3122
124565,3117
124565,3113
124565,29121
124565,27163
124565,26253
124565,2548
84220,91409
84220,90557
727851,90557
727851,80342
5905,7329
5903,80342
5903,7329
5901,9787
5901,84220
5901,8021
5901,7329
5901,727851
5901,5905
5901,5903
5901,5902
567,910
567,84220
567,7329
567,5905
567,5903
23306,84220
23306,7329
23306,7103
23306,5905
23306,5903
23306,5901
23306,567
23306,353174
23306,284369
23306,27076
1104,9787
1104,84220
1104,7329
1104,727851
1104,5905
1104,5903
1104,5902
1104,5901
1104,567
1104,51203
1104,400966
1104,3840
1104,3839
1104,3837
1104,23306
51132,6297
11035,51132
5868,5878
5868,5875
11031,89122
11031,5910
11031,5876
11031,5875
11031,5868
11031,2665
11031,2664
11031,1122
11031,1121
55527,92667
55527,9249
55527,8453
55527,84498
55527,81488
55527,79869
55527,79016
55527,6923
55527,6921
55527,656
55527,55626
11030,55527
11030,348093
11030,23543
11024,11026
3678,9450
3678,51074
3678,5000
3678,3964
3678,3958
3678,3956
3678,3688
29126,9562
29126,80279
29126,5000
284415,9950
284415,57510
284415,57130
284415,5000
284415,3958
11021,9152
11021,80380
11021,3678
11021,29126
11021,284415
11021,2664
11021,11118
90410,92104
8100,92104
80173,92104
79989,92104
64792,92104
64792,90410
64792,8100
64792,80173
64792,79989
57560,92104
57560,64792
56912,92104
56912,80173
56912,64792
51668,64792
51098,92104
51098,64792
51098,55081
28981,92104
28981,80173
28981,64792
28981,56912
28981,55081
26160,92104
26160,64792
26160,55081
26146,92104
26146,64792
26146,55081
23059,92104
23059,64792
23059,55081
150737,9931
150737,92104
150737,90410
150737,8100
150737,80173
150737,79989
150737,6491
150737,64792
150737,57560
150737,56912
150737,55081
150737,51098
150737,3312
150737,28981
150737,26160
150737,26146
150737,23354
150737,23059
11020,92104
11020,90410
11020,8100
11020,80173
11020,79989
11020,64792
11020,57560
11020,56912
11020,55081
11020,51668
11020,51098
11020,355
11020,28981
11020,26160
11020,26146
11020,23059
11020,150737
2653,92667
11019,2653
55776,8775
55776,617
5594,80146
5594,6197
5594,6195
5594,5899
5594,5801
5594,5595
11017,9410
11017,6635
11017,5594
8061,9453
571,8655
571,81610
571,7975
571,64839
55509,84247
55509,7407
55509,57120
55509,571
3726,9586
3726,8061
3726,7375
3726,64326
3726,57120
3726,55509
3726,54820
3726,4925
2354,90007
2354,83931
2354,64326
2354,3727
2354,3726
2354,3725
11015,93377
55554,84790
55554,80267
55554,79934
55554,7846
55554,7277
55554,57190
55554,55622
11014,9391
11014,55554
11014,116254
55723,9874
55723,8968
55723,8520
55723,84529
55723,8370
55723,8358
55723,8294
55723,8208
55723,79711
55723,7290
55723,5931
55723,5928
25842,9924
25842,9874
25842,8968
25842,8520
25842,84529
25842,8370
25842,8358
25842,8294
25842,79711
25842,7290
25842,5931
25842,5928
25842,55183
25842,4678
25842,4176
25842,4175
25842,4173
25842,4171
25842,3021
25842,29855
54918,976
54918,970
54918,93377
54918,7433
54918,6442
54918,57823
11010,54918
490,939
490,93377
490,8459
490,8228
490,682
490,654346
490,57089
64062,79039
11004,64062
11004,4108
11004,112869
599,637
55898,79784
55697,9896
55697,8459
55697,79188
55697,7103
55559,93323
55559,90809
55559,84233
55559,79441
55559,57213
54629,54884
3257,79016
3257,55626
11001,93436
11001,84885
11001,79888
11001,79669
11001,7277
11001,6609
11001,599
11001,55898
11001,5589
11001,55697
11001,55630
11001,55559
11001,54629
11001,3257
11001,27013
11001,26953
11001,23555
11001,149371
83795,8733
645104,9777
645104,79143
645104,7353
645104,7314
203260,9554
203260,90353
203260,8879
203260,80204
203260,6721
203260,662
203260,57130
203260,55325
203260,55253
203260,54953
203260,54901
203260,54867
203260,54795
203260,53407
203260,5338
203260,5311
203260,5007
203260,23256
203260,22820
11000,84885
11000,83795
11000,79669
11000,645104
11000,59271
11000,56132
11000,51092
11000,41
11000,252839
11000,203260
64328,970
64328,958
64328,93377
64328,8459
64328,682
64210,9391
64210,758
63892,958
63892,93377
57510,970
57510,958
57510,8987
57510,7434
57510,7039
57510,6442
57510,5899
57510,58191
57510,5817
57117,84709
55127,970
55127,958
55127,93377
55127,9217
55127,84709
55127,8459
55127,7434
55127,7379
55127,682
55127,6504
55127,56674
26173,970
26173,93377
26173,84709
26173,6948
26173,682
26173,360
26173,345757
26173,286530
26173,2840
26173,27020
26031,9218
26031,9217
26031,7542
26031,57157
26031,3824
26031,29997
26031,29844
26031,29777
23214,958
114880,9218
114880,9217
114880,84330
114880,3824
114880,29997
113174,970
113174,968
113174,958
113174,939
113174,93377
113174,8459
113174,7542
113174,6693
113174,57665
113174,5733
113174,55248
113174,54940
113174,51645
113174,51435
113174,51161
113174,51097
113174,345757
113174,29126
113174,284369
113174,2840
113174,26229
113174,23632
113174,23584
113174,22938
113174,1947
113174,153579
113174,118881
10994,9391
10994,8893
10994,64328
10994,64223
10994,64210
10994,63892
10994,5875
10994,57704
10994,57510
10994,57117
10994,56270
10994,55127
10994,26173
10994,26031
10994,25839
10994,23534
10994,23214
10994,1800
10994,114880
10994,113174
51277,79786
51277,79632
85457,9575
401152,8560
401152,79956
10985,958
10985,93377
10985,682
10985,401152
10985,3598
10985,27020
10985,2357
10985,11318
10982,3312
10982,3306
10982,22924
10982,22919
2665,9367
2665,9363
2665,84932
2665,81876
2665,5878
2665,5868
2665,5867
2665,5864
2665,53917
2665,51560
2665,339122
1122,9367
1122,9230
1122,8766
1122,84932
1122,81876
1122,5878
1122,5875
1122,5874
1122,5873
1122,5868
1122,5867
1122,5864
1122,55647
1122,53917
1122,51560
1122,51209
1122,339122
1122,338382
1122,27314
1122,25837
1121,9367
1121,9363
1121,9230
1121,8766
1121,84932
1121,83452
1121,81876
1121,5878
1121,5875
1121,5874
1121,5873
1121,5868
1121,5867
1121,5864
1121,55647
1121,53917
1121,51762
1121,51560
1121,51209
1121,339122
1121,338382
1121,27314
1121,25837
10981,5875
10981,2665
10981,2664
10981,23682
10981,1122
10981,1121
80311,9350
80311,8452
80311,81544
54793,91433
23532,9318
23532,8270
23532,81890
23532,55317
23532,54811
116138,9908
116138,9318
116138,9100
116138,8533
116138,8453
116138,8315
116138,8189
116138,64708
116138,56896
116138,4738
116138,4337
116138,23386
116138,23277
116138,221937
116138,138716
116138,131474
10979,91833
79042,80746
55602,80742
283989,9949
283989,80746
116461,80746
10978,80746
10978,79042
10978,55602
10978,51585
10978,283989
10978,116461
84164,9325
51008,9325
51008,84164
221120,9325
221120,84164
221120,51008
63940,90353
63940,7534
63940,7533
63940,7532
63940,7531
63940,7529
57568,84892
57568,84445
57568,7534
57568,7533
57568,7532
57568,7529
57568,6494
55095,7533
55095,7532
55095,7531
55095,7529
3983,7534
3983,7533
3983,7532
3983,7529
3983,55327
3983,4836
2810,9679
2810,7534
2810,7533
2810,7532
2810,7529
2810,342527
2810,30850
25937,8945
25937,8463
25937,7533
25937,7532
25937,7529
25937,7005
25937,7004
25937,7003
23034,8139
23034,7534
23034,7533
23034,7532
23034,7531
23034,3636
2039,91039
2039,7533
2039,7531
2039,7529
90522,976
65078,9789
65078,6646
5998,81689
5998,79065
5998,7572
5549,64374
5549,55844
23219,9815
23219,9580
23219,9459
23219,9456
23219,9454
23219,8874
23219,84231
23219,80864
23219,7186
23219,7185
23219,6500
23219,6320
23219,57458
23219,5062
23219,5058
23219,30011
23219,28964
23219,286343
23219,282809
23219,27436
6923,9306
6923,92369
6923,84727
6923,7428
6921,92369
6921,9021
6921,84727
6921,7428
57799,9616
57799,81689
57799,8065
57799,6923
57799,6921
57799,5876
10966,9616
10966,81689
10966,8065
10966,6923
10966,6921
10966,5876
10966,57799
55687,9361
55687,91369
55687,84790
55687,84262
55687,7846
55687,57184
55687,56922
150275,3326
150275,3323
150275,3320
150275,3312
150275,3308
150275,3306
150275,3304
10961,3423
64946,8045
3681,84790
3681,51361
10960,64946
10960,56928
10960,388633
10960,3681
10960,27348
54732,9388
54732,64377
54732,56928
51014,9928
51014,8548
51014,84881
51014,64689
51014,55800
51014,55676
51014,54732
50999,9388
50999,80279
50999,65992
50999,64377
50999,54732
23423,56928
222068,91978
222068,64377
222068,56928
222068,55800
222068,54732
222068,51014
222068,50999
222068,489
222068,26232
222068,26003
222068,22795
10972,9388
10972,80279
10972,7095
10972,64377
10972,56851
10972,54732
10972,51014
10972,50999
10972,2804
10972,23423
10972,11018
10959,9388
10959,80279
10959,64377
10959,56928
10959,54732
10959,51014
10959,50999
10959,404217
10959,2804
10959,23423
10959,23065
10959,222068
10959,11018
10959,10972
6400,9976
6400,8703
6400,80020
6400,79794
6400,79630
6400,7078
6400,6609
6400,64377
6400,64174
6013,9860
6013,9254
6013,6653
4885,92667
4885,5595
4885,5594
4885,54820
3568,80781
3568,80020
3568,79937
3568,6443
3568,5817
3568,55761
3568,54480
3568,3915
3568,3913
3568,3679
30010,8803
30010,79937
30010,6670
30010,64848
30010,6400
30010,5889
30010,57720
30010,3482
1774,9789
1774,9349
1774,79174
1774,7184
1774,64374
1774,6400
1774,55761
1774,55757
1774,3643
1774,3480
1774,3309
1774,23505
1774,23478
11248,84790
11248,7846
11248,7277
11248,64788
11248,55871
11248,51684
11248,220323
84168,9563
4153,55687
329,9507
329,79444
329,7186
329,7185
329,64900
329,6320
329,56616
329,55093
329,4055
329,331
23753,9450
23753,93145
23753,8702
23753,80020
23753,79937
23753,649
23753,51726
23753,3309
23753,3119
23753,2999
121506,1915
6839,84301
6839,79892
56157,9337
56157,9125
56157,6603
56157,57472
158787,9337
158787,9125
158787,85456
158787,79596
158787,57472
158787,55571
158787,4849
158787,4848
158787,29883
158787,25904
158787,246175
158787,23019
158787,2274
10950,56157
10950,55571
10950,4849
10950,25904
10950,2512
10950,246175
10950,158787
10950,115795
57795,821
57795,7846
57795,7277
57795,64788
57795,64786
8943,9725
1176,9725
1176,8943
1176,8546
1176,8120
1176,79699
1176,55750
1176,26985
1176,26001
10947,8943
10947,8546
10947,23136
10947,1176
1909,9144
1909,84803
1909,6610
1909,57510
1909,4580
10945,7434
10945,7433
10945,7095
10945,1909
10945,187
339287,84148
10943,339287
10935,5052
10935,4976
93621,9643
79728,9817
79728,9643
675,79728
5931,9219
5931,9112
5931,90316
5931,8932
5931,8819
5931,8726
5931,8520
5931,84312
5931,8294
5931,8099
5931,79685
5931,79595
5931,64919
5931,64426
57798,5931
57798,5927
56946,57798
55317,9907
55317,91056
55317,8533
55317,80208
55317,55745
347918,9643
347918,8242
347918,55257
10929,6430
10929,1198
10929,1196
8030,9989
8030,9762
2874,9612
2874,9611
2874,93974
2874,9265
2874,90665
2874,8841
2874,8541
2874,8500
2874,79718
2874,6907
2874,5594
2874,29123
84619,9129
144097,474343
144097,169981
139886,80204
139886,54876
10926,84717
8396,84717
79576,9722
6878,6883
6877,6883
6874,6883
6732,9982
6732,8575
6732,6733
6602,9275
6602,9274
6602,86
6602,8289
6602,8193
6602,8110
6602,6605
6602,6603
6429,84872
6429,6431
6429,6430
54665,9982
54665,9045
54665,8575
54665,79727
54665,79661
54665,6838
54665,6431
54665,6426
54665,6223
54665,6204
54665,6202
54665,6194
54665,6187
54665,6175
54665,6160
54665,6137
54665,6132
54665,6130
54665,6122
54665,54819
51631,9406
51631,708
51631,6426
51631,63893
51631,55692
51631,5411
23131,6431
22827,9295
22827,6741
22827,6738
22827,6733
22827,6732
22827,55621
22827,29896
22827,23524
22827,23210
222194,9982
222194,8575
222194,79759
222194,79727
222194,6194
222194,6175
222194,6137
222194,54819
222194,54665
222194,4113
222194,3024
222194,23521
2036,84629
2036,81839
2036,7532
2036,7531
2036,5411
2036,4007
2036,23524
2036,23136
2036,22985
2036,2037
140890,9982
140890,9406
140890,79727
140890,6431
140890,6426
140890,6223
140890,6204
140890,6194
140890,3024
140890,23567
140890,23210
140890,22827
8451,9318
8451,8533
8450,9616
8450,9318
8450,8533
80204,9510
80204,85366
80204,80764
55827,9318
55827,9210
55827,796
55827,765
55827,7371
55827,7101
55827,6727
51239,9318
51239,9039
51239,8883
51239,8533
51239,8450
51239,64708
317719,9318
317719,8533
317719,8452
317719,64708
317719,51138
317719,50813
317719,3312
25793,9491
25793,9318
25793,8454
25793,6837
25793,6500
25793,64708
25793,5698
25793,5695
25793,5692
25793,5691
25793,5690
25793,5686
25793,5683
25793,51138
25793,399818
25793,2873
25793,26190
1642,80344
1642,56969
1642,55070
1642,51514
1642,50717
1642,3993
1642,347442
1642,2873
1642,285429
1642,26133
1642,23038
1642,1643
150678,9318
150678,8533
150678,2873
122769,9318
122769,8533
122769,2873
122769,2512
115290,9397
115290,9318
115290,8533
115290,8454
115290,6500
115290,64708
115290,51138
115290,50813
115290,4836
115290,3329
115290,2873
115290,26190
54531,9425
54531,84129
54531,79813
54531,58525
170626,89970
170626,84146
170626,79813
170626,58525
170626,254042
10919,9502
10919,54531
10919,3065
10919,3015
10919,255626
10919,170626
10919,128312
54940,91949
54940,653437
54940,55157
51142,9967
51142,9774
51142,8621
51142,8568
51142,8531
51142,80829
51142,79699
51142,7916
51142,79159
51142,79039
51142,79009
51142,708
51142,64434
51142,64062
51142,58509
51142,57466
51142,573
51142,55907
51142,55692
51142,55274
51142,55249
51142,55182
51142,55147
51142,54439
4676,8525
4676,8336
4676,6166
4676,6141
4676,56969
4673,8969
4673,8525
4673,8336
4673,63893
4673,6166
4673,6157
4673,6152
4673,6147
4673,6141
4673,6139
4673,6138
4673,57669
4673,56969
4673,55188
4673,54998
4673,51491
4673,4676
2778,708
2778,55188
2778,54940
2778,54331
2778,51566
2778,2790
2778,2787
2778,2783
2778,2782
2774,2778
23495,81887
23495,80829
23495,79269
23495,708
23495,64062
23495,57510
23495,55692
23495,3930
10916,81887
10916,79039
10916,708
10916,64434
10916,55188
10916,54940
10916,51142
10916,50674
10916,4676
10916,4673
10916,3930
10916,2778
10916,2774
10916,23495
10916,168620
4216,60
4216,59
10912,4216
55222,60
55222,59
283237,83989
283237,81545
283237,6502
283237,6500
283237,5910
283237,54509
283237,3988
283237,3326
283237,3320
283237,3312
10910,55222
10910,376132
10910,283237
10910,23513
10910,127495
59271,9517
56132,9349
56132,57717
56132,57655
56132,56133
55194,9517
55194,84978
55194,79877
55194,780
55194,7444
55194,57655
55194,57130
55194,55253
10908,84868
10908,79669
10908,6786
10908,6383
10908,59271
10908,56132
10908,55194
10908,3117
10908,3113
10908,112609
10906,389123
8995,976
8995,91304
10905,8995
10905,56650
10903,91369
10903,3312
10901,25777
85021,9829
85021,9185
58513,84251
58513,6453
54749,79169
54749,65993
22848,85021
2060,84251
2060,81493
2060,58513
2060,57405
161,90416
161,84251
161,79719
161,58513
161,55707
161,163
160,90416
160,84251
160,79719
160,58513
160,55707
160,163
1175,90416
1175,84251
1175,79719
1175,6453
1175,58513
1175,55707
1175,22848
1175,2060
1175,163
1175,162
1175,161
1175,160
1173,90416
1173,85021
1173,84251
1173,6453
1173,58513
1173,5830
1173,57658
1173,55707
1173,55589
1173,5195
1173,5187
1173,50618
1173,4201
1173,23243
1173,22848
1173,2060
1173,163
1173,162
1173,161
1173,160
1173,1408
1173,1175
10900,85021
10900,58513
10900,57448
10900,55589
10900,54749
10900,22848
10900,2060
10900,163
10900,162
10900,161
10900,160
10900,154661
10900,1175
10900,1173
10900,10928
109,84885
109,57037
109,3958
81608,8974
51692,90025
5033,8292
5033,81628
23210,9879
23210,984
23210,9584
23210,94104
