@id,n,r,id_type,gene_id,NCBI_id
2688,NOC2L,uniprot:Q9Y3T9,uniprot,Q9Y3T9,26155
2689,GNPAT,uniprot:O15228,uniprot,O15228,8443
2690,ADAM10,uniprot:O14672,uniprot,O14672,102
2691,MMUT,uniprot:P22033,uniprot,P22033,4594
2692,ARRB1,uniprot:P49407-2,uniprot,P49407-2,uniprot_P49407-2
2693,ABHD16A,uniprot:O95870,uniprot,O95870,7920
2694,PRIM1,uniprot:P49642,uniprot,P49642,5557
2695,CTBP2,uniprot:P56545-2,uniprot,P56545-2,uniprot_P56545-2
2696,RAC1,uniprot:P63000,uniprot,P63000,5879
2697,RAB8A,uniprot:P61006,uniprot,P61006,4218
2698,POLR2H,uniprot:P52434,uniprot,P52434,5437
2699,BET1,uniprot:O15155,uniprot,O15155,10282
2700,PRPS2,uniprot:P11908,uniprot,P11908,5634
2701,ATP6V1F,uniprot:Q16864-2,uniprot,Q16864-2,uniprot_Q16864-2
2702,RRAGA,uniprot:Q7L523,uniprot,Q7L523,10670
2703,B4GALT5,uniprot:O43286,uniprot,O43286,9334
2704,SMG7,uniprot:Q92540-2,uniprot,Q92540-2,uniprot_Q92540-2
2705,PPP1R13L,uniprot:Q8WUF5,uniprot,Q8WUF5,10848
2706,SMARCE1,uniprot:Q969G3-2,uniprot,Q969G3-2,uniprot_Q969G3-2
2707,SURF6,uniprot:O75683,uniprot,O75683,6838
2708,GATD1,uniprot:Q8NB37,uniprot,Q8NB37,347862
2709,VAMP8,uniprot:Q9BV40,uniprot,Q9BV40,8673
2710,PMPCA,uniprot:Q10713,uniprot,Q10713,23203
2711,RTN4,uniprot:Q9NQC3,uniprot,Q9NQC3,57142
2712,ANO6,uniprot:Q4KMQ2-3,uniprot,Q4KMQ2-3,uniprot_Q4KMQ2-3
2713,APOBEC3F,uniprot:Q8IUX4,uniprot,Q8IUX4,200316
2714,PEF1,uniprot:Q9UBV8,uniprot,Q9UBV8,553115
2715,CNOT7,uniprot:Q9UIV1,uniprot,Q9UIV1,29883
2716,COG6,uniprot:Q9Y2V7,uniprot,Q9Y2V7,57511
2717,MAGED1,uniprot:Q9Y5V3,uniprot,Q9Y5V3,9500
