@id,n,r,id_type,gene_id,NCBI_id
2304,NCKAP1,uniprot:Q9Y2A7,uniprot,Q9Y2A7,10787
2305,WASHC3,uniprot:Q9Y3C0,uniprot,Q9Y3C0,51019
2306,NOP58,uniprot:Q9Y2X3,uniprot,Q9Y2X3,51602
2307,SPCS1,uniprot:Q9Y6A9,uniprot,Q9Y6A9,28972
2308,POM121C,uniprot:A8CG34,uniprot,A8CG34,uniprot_A8CG34
2309,IPO5,uniprot:O00410,uniprot,O00410,3843
2310,EIF2D,uniprot:P41214,uniprot,P41214,1939
2311,LDHB,uniprot:P07195,uniprot,P07195,3945
2312,PTPN1,uniprot:P18031,uniprot,P18031,5770
2313,GTF2H2,uniprot:Q13888,uniprot,Q13888,2966
2314,TRIP10,uniprot:Q15642-2,uniprot,Q15642-2,uniprot_Q15642-2
2315,HSP90AB4P,uniprot:Q58FF6,uniprot,Q58FF6,uniprot_Q58FF6
2316,NAA35,uniprot:Q5VZE5,uniprot,Q5VZE5,60560
2317,ATPAF2,uniprot:Q8N5M1,uniprot,Q8N5M1,91647
2318,DOCK2,uniprot:Q92608,uniprot,Q92608,1794
2319,FAM136A,uniprot:Q96C01,uniprot,Q96C01,84908
2320,FYTTD1,uniprot:Q96QD9,uniprot,Q96QD9,84248
2321,ATP1B3,uniprot:P54709,uniprot,P54709,483
2322,C2orf49,uniprot:Q9BVC5,uniprot,Q9BVC5,79074
2323,UBE2O,uniprot:Q9C0C9,uniprot,Q9C0C9,63893
2324,DYNLT1,uniprot:P63172,uniprot,P63172,6993
2325,SLC4A1AP,uniprot:Q9BWU0,uniprot,Q9BWU0,22950
2326,ARL1,uniprot:P40616,uniprot,P40616,400
2327,TAF6,uniprot:P49848,uniprot,P49848,6878
2328,ACOT13,uniprot:Q9NPJ3,uniprot,Q9NPJ3,55856
2329,NBN,uniprot:O60934,uniprot,O60934,4683
2330,MPP6,uniprot:Q9NZW5,uniprot,Q9NZW5,51678
2331,POLR2D,uniprot:O15514,uniprot,O15514,5433
2332,TUBGCP4,uniprot:Q9UGJ1-2,uniprot,Q9UGJ1-2,uniprot_Q9UGJ1-2
2333,ANKFY1,uniprot:Q9P2R3,uniprot,Q9P2R3,51479
2334,VPS51,uniprot:Q9UID3,uniprot,Q9UID3,738
2335,SAMM50,uniprot:Q9Y512,uniprot,Q9Y512,25813
2336,POLR3A,uniprot:O14802,uniprot,O14802,11128
2337,PRPSAP2,uniprot:O60256,uniprot,O60256,5636
2338,RAD23B,uniprot:P54727,uniprot,P54727,5887
2339,AMPD2,uniprot:Q01433,uniprot,Q01433,271
2340,BAX,uniprot:Q07812-2,uniprot,Q07812-2,uniprot_Q07812-2
2341,UBE2A,uniprot:P49459,uniprot,P49459,7319
2342,ZRANB2,uniprot:O95218-2,uniprot,O95218-2,uniprot_O95218-2
2343,SPOUT1,uniprot:Q5T280,uniprot,Q5T280,51490
2344,USP34,uniprot:Q70CQ2,uniprot,Q70CQ2,9736
2345,SUPT6H,uniprot:Q7KZ85,uniprot,Q7KZ85,6830
2346,NELFE,uniprot:P18615,uniprot,P18615,7936
2347,CCAR1,uniprot:Q8IX12-2,uniprot,Q8IX12-2,uniprot_Q8IX12-2
2348,DAGLB,uniprot:Q8NCG7,uniprot,Q8NCG7,221955
2349,CSK,uniprot:P41240,uniprot,P41240,1445
2350,FBXO22,uniprot:Q8NEZ5,uniprot,Q8NEZ5,26263
2351,PPP2R5E,uniprot:Q16537-2,uniprot,Q16537-2,uniprot_Q16537-2
2352,NEK9,uniprot:Q8TD19,uniprot,Q8TD19,91754
2353,ERGIC1,uniprot:Q969X5,uniprot,Q969X5,57222
2354,RNF31,uniprot:Q96EP0,uniprot,Q96EP0,55072
2355,VPS8,uniprot:Q8N3P4-3,uniprot,Q8N3P4-3,uniprot_Q8N3P4-3
2356,VMP1,uniprot:Q96GC9,uniprot,Q96GC9,81671
2357,NUDCD1,uniprot:Q96RS6,uniprot,Q96RS6,84955
2358,HPRT1,uniprot:P00492,uniprot,P00492,3251
2359,DPH2,uniprot:Q9BQC3,uniprot,Q9BQC3,1802
2360,RABEP2,uniprot:Q9H5N1,uniprot,Q9H5N1,79874
2361,PSTPIP2,uniprot:Q9H939,uniprot,Q9H939,9050
2362,ATAD3A,uniprot:Q9NVI7-2,uniprot,Q9NVI7-2,uniprot_Q9NVI7-2
2363,TFAM,uniprot:Q00059,uniprot,Q00059,7019
2364,NHP2,uniprot:Q9NX24,uniprot,Q9NX24,55651
2365,CSTF3,uniprot:Q12996,uniprot,Q12996,1479
2366,LYAR,uniprot:Q9NX58,uniprot,Q9NX58,55646
2367,CHCHD3,uniprot:Q9NX63,uniprot,Q9NX63,54927
2368,SPN,uniprot:P16150,uniprot,P16150,6693
2369,PISD,uniprot:Q9UG56,uniprot,Q9UG56,23761
2370,NOB1,uniprot:Q9ULX3,uniprot,Q9ULX3,28987
2371,NFU1,uniprot:Q9UMS0,uniprot,Q9UMS0,27247
2372,SRP19,uniprot:P09132,uniprot,P09132,6728
2373,MMAA,uniprot:Q8IVH4,uniprot,Q8IVH4,166785
2374,WASF2,uniprot:Q9Y6W5,uniprot,Q9Y6W5,10163
2375,PPP1R12A,uniprot:O14974,uniprot,O14974,4659
2376,JCHAIN,uniprot:P01591,uniprot,P01591,3512
2377,SNAP23,uniprot:O00161,uniprot,O00161,8773
2378,PCBD1,uniprot:P61457,uniprot,P61457,5092
2379,ISG15,uniprot:P05161,uniprot,P05161,9636
2380,SMS,uniprot:P52788,uniprot,P52788,6611
2381,LRCH4,uniprot:O75427,uniprot,O75427,4034
2382,PPIP5K2,uniprot:O43314-2,uniprot,O43314-2,uniprot_O43314-2
2383,PRPF38A,uniprot:Q8NAV1,uniprot,Q8NAV1,84950
2384,PREX1,uniprot:Q8TCU6,uniprot,Q8TCU6,57580
2385,MAIP1,uniprot:Q8WWC4,uniprot,Q8WWC4,79568
2386,PSMF1,uniprot:Q92530,uniprot,Q92530,9491
2387,SPATA5,uniprot:Q8NB90,uniprot,Q8NB90,166378
2388,PHF3,uniprot:Q92576-2,uniprot,Q92576-2,uniprot_Q92576-2
2389,BRD2,uniprot:P25440,uniprot,P25440,6046
2390,PPP3CA,uniprot:Q08209-2,uniprot,Q08209-2,uniprot_Q08209-2
2391,FAM120B,uniprot:Q96EK7,uniprot,Q96EK7,84498
2392,PRUNE1,uniprot:Q86TP1,uniprot,Q86TP1,58497
2393,FAF2,uniprot:Q96CS3,uniprot,Q96CS3,23197
2394,GEMIN7,uniprot:Q9H840,uniprot,Q9H840,79760
2395,PDP1,uniprot:Q9P0J1,uniprot,Q9P0J1,54704
2396,GNG12,uniprot:Q9UBI6,uniprot,Q9UBI6,55970
2397,OTUD6B,uniprot:Q8N6M0,uniprot,Q8N6M0,51633
2398,POLDIP2,uniprot:Q9Y2S7,uniprot,Q9Y2S7,26073
2399,ARL2BP,uniprot:Q9Y2Y0-2,uniprot,Q9Y2Y0-2,uniprot_Q9Y2Y0-2
2400,ATP6V1E1,uniprot:P36543,uniprot,P36543,529
2401,STXBP2,uniprot:Q15833,uniprot,Q15833,6813
2402,VAMP3,uniprot:Q15836,uniprot,Q15836,9341
2403,RPP38,uniprot:P78345,uniprot,P78345,10557
2404,PCK2,uniprot:Q16822,uniprot,Q16822,5106
2405,CLEC16A,uniprot:Q2KHT3,uniprot,Q2KHT3,23274
2406,SETD3,uniprot:Q86TU7,uniprot,Q86TU7,84193
2407,DCP1B,uniprot:Q8IZD4,uniprot,Q8IZD4,196513
2408,LRRK1,uniprot:Q38SD2,uniprot,Q38SD2,79705
2409,BRIX1,uniprot:Q8TDN6,uniprot,Q8TDN6,55299
2410,PLRG1,uniprot:O43660,uniprot,O43660,5356
2411,INTS12,uniprot:Q96CB8,uniprot,Q96CB8,57117
2412,CYFIP2,uniprot:Q96F07-2,uniprot,Q96F07-2,uniprot_Q96F07-2
2413,ARAP1,uniprot:Q96P48-3,uniprot,Q96P48-3,uniprot_Q96P48-3
2414,SEC62,uniprot:Q99442,uniprot,Q99442,7095
2415,MOB1A,uniprot:Q9H8S9,uniprot,Q9H8S9,55233
2416,JPT2,uniprot:Q9H910,uniprot,Q9H910,90861
2417,NMNAT1,uniprot:Q9HAN9,uniprot,Q9HAN9,64802
2418,RANGRF,uniprot:Q9HD47,uniprot,Q9HD47,29098
2419,DNAJB11,uniprot:Q9UBS4,uniprot,Q9UBS4,51726
2420,EMC10,uniprot:Q5UCC4-2,uniprot,Q5UCC4-2,uniprot_Q5UCC4-2
2421,CNOT11,uniprot:Q9UKZ1,uniprot,Q9UKZ1,55571
2422,CRYBG1,uniprot:Q9Y4K1,uniprot,Q9Y4K1,202
2423,APOBEC3C,uniprot:Q9NRW3,uniprot,Q9NRW3,27350
2424,SAR1B,uniprot:Q9Y6B6,uniprot,Q9Y6B6,51128
2425,MBD3,uniprot:O95983,uniprot,O95983,53615
2426,ESD,uniprot:P10768,uniprot,P10768,2098
2427,PYGL,uniprot:P06737,uniprot,P06737,5836
2428,KIF11,uniprot:P52732,uniprot,P52732,3832
2429,EXOSC10,uniprot:Q01780,uniprot,Q01780,5394
2430,FLOT2,uniprot:Q14254,uniprot,Q14254,2319
2431,FLOT1,uniprot:O75955,uniprot,O75955,10211
2432,CYTH1,uniprot:Q15438-2,uniprot,Q15438-2,uniprot_Q15438-2
2433,TPP2,uniprot:P29144,uniprot,P29144,7174
2434,ZYX,uniprot:Q15942,uniprot,Q15942,7791
2435,IGHMBP2,uniprot:P38935,uniprot,P38935,3508
2436,TOR1AIP1,uniprot:Q5JTV8-3,uniprot,Q5JTV8-3,uniprot_Q5JTV8-3
2437,HEATR3,uniprot:Q7Z4Q2,uniprot,Q7Z4Q2,55027
2438,MMGT1,uniprot:Q8N4V1,uniprot,Q8N4V1,93380
2439,PDCD6IP,uniprot:Q8WUM4,uniprot,Q8WUM4,10015
2440,NUDCD2,uniprot:Q8WVJ2,uniprot,Q8WVJ2,134492
2441,UBR2,uniprot:Q8IWV8-4,uniprot,Q8IWV8-4,uniprot_Q8IWV8-4
2442,FARS2,uniprot:O95363,uniprot,O95363,10667
2443,TCF25,uniprot:Q9BQ70,uniprot,Q9BQ70,22980
2444,MRPL57,uniprot:Q9BQC6,uniprot,Q9BQC6,78988
2445,CCDC86,uniprot:Q9H6F5,uniprot,Q9H6F5,79080
2446,UBE2T,uniprot:Q9NPD8,uniprot,Q9NPD8,29089
2447,ACTR10,uniprot:Q9NZ32,uniprot,Q9NZ32,55860
2448,EIF3K,uniprot:Q9UBQ5,uniprot,Q9UBQ5,27335
2449,NOP56,uniprot:O00567,uniprot,O00567,10528
2450,ME2,uniprot:P23368,uniprot,P23368,4200
2451,GMFG,uniprot:O60234,uniprot,O60234,9535
2452,BCKDHA,uniprot:P12694,uniprot,P12694,593
2453,DTYMK,uniprot:P23919,uniprot,P23919,1841
2454,NDC80,uniprot:O14777,uniprot,O14777,10403
2455,S100A11,uniprot:P31949,uniprot,P31949,6282
2456,DKC1,uniprot:O60832,uniprot,O60832,1736
2457,NSUN2,uniprot:Q08J23,uniprot,Q08J23,54888
2458,SUB1,uniprot:P53999,uniprot,P53999,10923
2459,APOOL,uniprot:Q6UXV4,uniprot,Q6UXV4,139322
2460,MFN2,uniprot:O95140,uniprot,O95140,9927
2461,AP1S2,uniprot:P56377,uniprot,P56377,8905
2462,TOMM34,uniprot:Q15785,uniprot,Q15785,10953
2463,C12orf29,uniprot:Q8N999,uniprot,Q8N999,91298
2464,PPP4R3B,uniprot:Q5MIZ7-2,uniprot,Q5MIZ7-2,uniprot_Q5MIZ7-2
2465,ARHGEF1,uniprot:Q92888,uniprot,Q92888,9138
2466,TARS2,uniprot:Q9BW92,uniprot,Q9BW92,80222
2467,WDR61,uniprot:Q9GZS3,uniprot,Q9GZS3,80349
2468,ISCU,uniprot:Q9H1K1,uniprot,Q9H1K1,23479
2469,RPRD1B,uniprot:Q9NQG5,uniprot,Q9NQG5,58490
2470,CLN6,uniprot:Q9NWW5,uniprot,Q9NWW5,54982
2471,TACC1,uniprot:O75410,uniprot,O75410,6867
2472,IMMT,uniprot:Q16891-2,uniprot,Q16891-2,uniprot_Q16891-2
2473,ELAC2,uniprot:Q9BQ52,uniprot,Q9BQ52,60528
2474,CDYL,uniprot:Q9Y232-2,uniprot,Q9Y232-2,uniprot_Q9Y232-2
2475,PNPO,uniprot:Q9NVS9,uniprot,Q9NVS9,55163
2476,KDM3A,uniprot:Q9Y4C1,uniprot,Q9Y4C1,55818
2477,APRT,uniprot:P07741,uniprot,P07741,353
2478,COX17,uniprot:Q14061,uniprot,Q14061,10063
2479,CLINT1,uniprot:Q14677-3,uniprot,Q14677-3,uniprot_Q14677-3
2480,SF3A2,uniprot:Q15428,uniprot,Q15428,8175
2481,ATP6AP1,uniprot:Q15904,uniprot,Q15904,537
2482,TOR1A,uniprot:O14656,uniprot,O14656,1861
2483,MAD2L1,uniprot:Q13257,uniprot,Q13257,4085
2484,UGP2,uniprot:Q16851-2,uniprot,Q16851-2,uniprot_Q16851-2
2485,GSS,uniprot:P48637,uniprot,P48637,2937
2486,DIS3L2,uniprot:Q8IYB7,uniprot,Q8IYB7,129563
2487,NUP35,uniprot:Q8NFH5,uniprot,Q8NFH5,129401
2488,UBA3,uniprot:Q8TBC4,uniprot,Q8TBC4,9039
2489,USP13,uniprot:Q92995,uniprot,Q92995,8975
2490,HERC2,uniprot:O95714,uniprot,O95714,8924
2491,FAHD2A,uniprot:Q96GK7,uniprot,Q96GK7,51011
2492,PARK7,uniprot:Q99497,uniprot,Q99497,11315
2493,MRPS31,uniprot:Q92665,uniprot,Q92665,10240
2494,SCPEP1,uniprot:Q9HB40,uniprot,Q9HB40,59342
2495,PRCP,uniprot:P42785,uniprot,P42785,5547
2496,ZFYVE1,uniprot:Q9HBF4,uniprot,Q9HBF4,53349
2497,ATP1A1,uniprot:P05023-4,uniprot,P05023-4,uniprot_P05023-4
2498,LIMD1,uniprot:Q9UGP4,uniprot,Q9UGP4,8994
2499,EXOC3,uniprot:O60645-3,uniprot,O60645-3,uniprot_O60645-3
2500,COG5,uniprot:Q9UP83-2,uniprot,Q9UP83-2,uniprot_Q9UP83-2
2501,RP2,uniprot:O75695,uniprot,O75695,6102
2502,DENND4B,uniprot:O75064,uniprot,O75064,9909
2503,HINT1,uniprot:P49773,uniprot,P49773,3094
2504,EFR3A,uniprot:Q14156,uniprot,Q14156,23167
2505,ABCC1,uniprot:P33527,uniprot,P33527,4363
2506,MEN1,uniprot:O00255-2,uniprot,O00255-2,uniprot_O00255-2
2507,GAPVD1,uniprot:Q14C86-2,uniprot,Q14C86-2,uniprot_Q14C86-2
2508,MRPL10,uniprot:Q7Z7H8,uniprot,Q7Z7H8,124995
2509,MRPL21,uniprot:Q7Z2W9,uniprot,Q7Z2W9,219927
2510,RPUSD2,uniprot:Q8IZ73,uniprot,Q8IZ73,27079
2511,EIF1AD,uniprot:Q8N9N8,uniprot,Q8N9N8,84285
2512,RDH13,uniprot:Q8NBN7,uniprot,Q8NBN7,112724
2513,PPIG,uniprot:Q13427,uniprot,Q13427,9360
2514,CNOT9,uniprot:Q92600,uniprot,Q92600,9125
2515,PTCD3,uniprot:Q96EY7,uniprot,Q96EY7,55037
2516,HAUS5,uniprot:O94927,uniprot,O94927,23354
2517,MRPL53,uniprot:Q96EL3,uniprot,Q96EL3,116540
2518,TRABD,uniprot:Q9H4I3,uniprot,Q9H4I3,80305
2519,ALG2,uniprot:Q9H553,uniprot,Q9H553,85365
2520,SCAF1,uniprot:Q9H7N4,uniprot,Q9H7N4,58506
2521,OPA1,uniprot:O60313-2,uniprot,O60313-2,uniprot_O60313-2
2522,SP140L,uniprot:Q9H930,uniprot,Q9H930,93349
2523,RIC1,uniprot:Q4ADV7,uniprot,Q4ADV7,57589
2524,MRM3,uniprot:Q9HC36,uniprot,Q9HC36,55178
2525,NUDT9,uniprot:Q9BW91-2,uniprot,Q9BW91-2,uniprot_Q9BW91-2
2526,ZW10,uniprot:O43264,uniprot,O43264,9183
2527,NUP210,uniprot:Q8TEM1,uniprot,Q8TEM1,23225
2528,SMG5,uniprot:Q9UPR3,uniprot,Q9UPR3,23381
2529,DIS3,uniprot:Q9Y2L1,uniprot,Q9Y2L1,22894
2530,YARS2,uniprot:Q9Y2Z4,uniprot,Q9Y2Z4,51067
2531,UCHL5,uniprot:Q9Y5K5,uniprot,Q9Y5K5,51377
2532,DENR,uniprot:O43583,uniprot,O43583,8562
2533,MT-ATP8,uniprot:P03928,uniprot,P03928,4509
2534,HLA-B,uniprot:P30480,uniprot,P30480,uniprot_P30480
2535,ADAR,uniprot:P55265-4,uniprot,P55265-4,uniprot_P55265-4
2536,DHODH,uniprot:Q02127,uniprot,Q02127,1723
2537,MAP4K2,uniprot:Q12851-2,uniprot,Q12851-2,uniprot_Q12851-2
2538,PRC1,uniprot:O43663,uniprot,O43663,9055
2539,RHEB,uniprot:Q15382,uniprot,Q15382,6009
2540,MYLK,uniprot:Q15746,uniprot,Q15746,4638
2541,CAMK1,uniprot:Q14012,uniprot,Q14012,8536
2542,CALU,uniprot:O43852,uniprot,O43852,813
2543,NOM1,uniprot:Q5C9Z4,uniprot,Q5C9Z4,64434
2544,GEMIN5,uniprot:Q8TEQ6,uniprot,Q8TEQ6,25929
2545,GTF3C2,uniprot:Q8WUA4,uniprot,Q8WUA4,2976
2546,BANF1,uniprot:O75531,uniprot,O75531,8815
2547,CCDC43,uniprot:Q96MW1,uniprot,Q96MW1,124808
2548,STRBP,uniprot:Q96SI9,uniprot,Q96SI9,55342
2549,UHRF1,uniprot:Q96T88-2,uniprot,Q96T88-2,uniprot_Q96T88-2
2550,PCLAF,uniprot:Q15004,uniprot,Q15004,9768
2551,YTHDC1,uniprot:Q96MU7,uniprot,Q96MU7,91746
2552,DHX36,uniprot:Q9H2U1,uniprot,Q9H2U1,170506
2553,DOHH,uniprot:Q9BU89,uniprot,Q9BU89,83475
2554,DPH5,uniprot:Q9H2P9,uniprot,Q9H2P9,51611
2555,POLE4,uniprot:Q9NR33,uniprot,Q9NR33,56655
2556,AAAS,uniprot:Q9NRG9,uniprot,Q9NRG9,8086
2557,VAPB,uniprot:O95292,uniprot,O95292,9217
2558,C6orf203,uniprot:Q9P0P8,uniprot,Q9P0P8,51250
2559,LARS,uniprot:Q9P2J5,uniprot,Q9P2J5,51520
2560,TCF20,uniprot:Q9UGU0,uniprot,Q9UGU0,6942
2561,ENOPH1,uniprot:Q9UHY7,uniprot,Q9UHY7,58478
2562,EVL,uniprot:Q9UI08,uniprot,Q9UI08,51466
2563,EEF1E1,uniprot:O43324,uniprot,O43324,9521
2564,INTS11,uniprot:Q5TA45,uniprot,Q5TA45,54973
2565,CHKB,uniprot:Q9Y259,uniprot,Q9Y259,1120
2566,MED16,uniprot:Q9Y2X0-2,uniprot,Q9Y2X0-2,uniprot_Q9Y2X0-2
2567,BAG3,uniprot:O95817,uniprot,O95817,9531
2568,RAP2C,uniprot:Q9Y3L5,uniprot,Q9Y3L5,57826
2569,uniprot:O95336,uniprot:O95336,uniprot,O95336,25796
2570,CUX1,uniprot:P39880-3,uniprot,P39880-3,uniprot_P39880-3
2571,FH,uniprot:P07954-2,uniprot,P07954-2,uniprot_P07954-2
2572,DSTN,uniprot:P60981,uniprot,P60981,11034
2573,ATP2C1,uniprot:P98194-4,uniprot,P98194-4,uniprot_P98194-4
2574,HSD17B11,uniprot:Q8NBQ5,uniprot,Q8NBQ5,51170
2575,KLHDC4,uniprot:Q8TBB5,uniprot,Q8TBB5,54758
2576,LIMK1,uniprot:P53667-4,uniprot,P53667-4,uniprot_P53667-4
2577,UEVLD,uniprot:Q8IX04-6,uniprot,Q8IX04-6,uniprot_Q8IX04-6
2578,CHMP4A,uniprot:Q9BY43,uniprot,Q9BY43,29082
2579,ABAT,uniprot:P80404,uniprot,P80404,18
2580,RRAGC,uniprot:Q9HB90,uniprot,Q9HB90,64121
2581,NME4,uniprot:O00746,uniprot,O00746,4833
2582,STAU2,uniprot:Q9NUL3-2,uniprot,Q9NUL3-2,uniprot_Q9NUL3-2
2583,VTI1B,uniprot:Q9UEU0,uniprot,Q9UEU0,10490
2584,CD99,uniprot:P14209,uniprot,P14209,4267
2585,CHAF1A,uniprot:Q13111,uniprot,Q13111,10036
2586,TRAPPC8,uniprot:Q9Y2L5,uniprot,Q9Y2L5,22878
2587,FAM192A,uniprot:Q9GZU8,uniprot,Q9GZU8,80011
2588,TMX2,uniprot:Q9Y320,uniprot,Q9Y320,51075
2589,OCIAD1,uniprot:Q9NX40,uniprot,Q9NX40,54940
2590,ATP6V1D,uniprot:Q9Y5K8,uniprot,Q9Y5K8,51382
2591,TMEM167A,uniprot:Q8TBQ9,uniprot,Q8TBQ9,153339
2592,ALG5,uniprot:Q9Y673,uniprot,Q9Y673,29880
2593,NCOA3,uniprot:Q9Y6Q9-5,uniprot,Q9Y6Q9-5,uniprot_Q9Y6Q9-5
2594,SPAG7,uniprot:O75391,uniprot,O75391,9552
2595,FERMT3,uniprot:Q86UX7-2,uniprot,Q86UX7-2,uniprot_Q86UX7-2
2596,FRYL,uniprot:O94915,uniprot,O94915,285527
2597,CLTC,uniprot:Q00610-2,uniprot,Q00610-2,uniprot_Q00610-2
2598,NSUN4,uniprot:Q96CB9,uniprot,Q96CB9,387338
2599,ODR4,uniprot:Q5SWX8,uniprot,Q5SWX8,54953
2600,GGACT,uniprot:Q9BVM4,uniprot,Q9BVM4,87769
2601,DDA1,uniprot:Q9BW61,uniprot,Q9BW61,79016
2602,TMX1,uniprot:Q9H3N1,uniprot,Q9H3N1,81542
2603,MCRIP1,uniprot:C9JLW8,uniprot,C9JLW8,348262
2604,LUC7L,uniprot:Q9NQ29,uniprot,Q9NQ29,55692
2605,ERLEC1,uniprot:Q96DZ1,uniprot,Q96DZ1,27248
2606,ANAPC2,uniprot:Q9UJX6,uniprot,Q9UJX6,29882
2607,ANKRD50,uniprot:Q9ULJ7,uniprot,Q9ULJ7,57182
2608,PRMT6,uniprot:Q96LA8,uniprot,Q96LA8,55170
2609,REXO2,uniprot:Q9Y3B8,uniprot,Q9Y3B8,25996
2610,ATE1,uniprot:O95260-2,uniprot,O95260-2,uniprot_O95260-2
2611,PRKCSH,uniprot:P14314-2,uniprot,P14314-2,uniprot_P14314-2
2612,AIFM1,uniprot:O95831,uniprot,O95831,9131
2613,ANXA4,uniprot:P09525,uniprot,P09525,307
2614,RAB11A,uniprot:P62491,uniprot,P62491,8766
2615,CAMSAP2,uniprot:Q08AD1-3,uniprot,Q08AD1-3,uniprot_Q08AD1-3
2616,UBE2V1,uniprot:Q13404,uniprot,Q13404,387522
2617,PNP,uniprot:P00491,uniprot,P00491,4860
2618,PAXIP1,uniprot:Q6ZW49,uniprot,Q6ZW49,22976
2619,IDE,uniprot:P14735,uniprot,P14735,3416
2620,SEC31A,uniprot:O94979,uniprot,O94979,22872
2621,SUMF1,uniprot:Q8NBK3-5,uniprot,Q8NBK3-5,uniprot_Q8NBK3-5
2622,ABCF1,uniprot:Q8NE71,uniprot,Q8NE71,23
2623,BRI3BP,uniprot:Q8WY22,uniprot,Q8WY22,140707
2624,THOC6,uniprot:Q86W42,uniprot,Q86W42,79228
2625,CASP2,uniprot:P42575,uniprot,P42575,835
2626,TMEM209,uniprot:Q96SK2-2,uniprot,Q96SK2-2,uniprot_Q96SK2-2
2627,WDR55,uniprot:Q9H6Y2,uniprot,Q9H6Y2,54853
2628,BIRC6,uniprot:Q9NR09,uniprot,Q9NR09,57448
2629,CMTM6,uniprot:Q9NX76,uniprot,Q9NX76,54918
2630,WDR44,uniprot:Q5JSH3,uniprot,Q5JSH3,54521
2631,COMT,uniprot:P21964-2,uniprot,P21964-2,uniprot_P21964-2
2632,FADD,uniprot:Q13158,uniprot,Q13158,8772
2633,WIPI2,uniprot:Q9Y4P8-4,uniprot,Q9Y4P8-4,uniprot_Q9Y4P8-4
2634,GOT2,uniprot:P00505,uniprot,P00505,2806
2635,ROCK1,uniprot:Q13464,uniprot,Q13464,6093
2636,SMNDC1,uniprot:O75940,uniprot,O75940,10285
2637,IAH1,uniprot:Q2TAA2,uniprot,Q2TAA2,285148
2638,MAPK3,uniprot:P27361,uniprot,P27361,5595
2639,USP39,uniprot:Q53GS9,uniprot,Q53GS9,10713
2640,FAM83H,uniprot:Q6ZRV2,uniprot,Q6ZRV2,286077
2641,TRAPPC5,uniprot:Q8IUR0,uniprot,Q8IUR0,126003
2642,RNF40,uniprot:O75150,uniprot,O75150,9810
2643,uniprot:Q8WTW3,uniprot:Q8WTW3,uniprot,Q8WTW3,9382
2644,PLIN2,uniprot:Q99541,uniprot,Q99541,123
2645,ACBD6,uniprot:Q9BR61,uniprot,Q9BR61,84320
2646,URM1,uniprot:Q9BTM9,uniprot,Q9BTM9,81605
2647,RPAP1,uniprot:Q9BWH6,uniprot,Q9BWH6,26015
2648,CPD,uniprot:O75976,uniprot,O75976,1362
2649,TAF2,uniprot:Q6P1X5,uniprot,Q6P1X5,6873
2650,INIP,uniprot:Q9NRY2,uniprot,Q9NRY2,58493
2651,THUMPD3,uniprot:Q9BV44,uniprot,Q9BV44,25917
2652,THYN1,uniprot:Q9P016,uniprot,Q9P016,29087
2653,IPO11,uniprot:Q9UI26,uniprot,Q9UI26,51194
2654,VDAC3,uniprot:Q9Y277,uniprot,Q9Y277,7419
2655,NOLC1,uniprot:Q14978-2,uniprot,Q14978-2,uniprot_Q14978-2
2656,RBM7,uniprot:Q9Y580,uniprot,Q9Y580,10179
2657,RNASET2,uniprot:O00584,uniprot,O00584,8635
2658,PHF2,uniprot:O75151,uniprot,O75151,5253
2659,CSRP1,uniprot:P21291,uniprot,P21291,1465
2660,MPI,uniprot:P34949,uniprot,P34949,4351
2661,ACYP1,uniprot:P07311,uniprot,P07311,97
2662,SPR,uniprot:P35270,uniprot,P35270,6697
2663,MRPS5,uniprot:P82675,uniprot,P82675,64969
2664,CD47,uniprot:Q08722,uniprot,Q08722,961
2665,STRN3,uniprot:Q13033-2,uniprot,Q13033-2,uniprot_Q13033-2
2666,MYO1C,uniprot:O00159,uniprot,O00159,4641
2667,SURF1,uniprot:Q15526,uniprot,Q15526,6834
2668,NRF1,uniprot:Q16656,uniprot,Q16656,4899
2669,TSC2,uniprot:P49815-4,uniprot,P49815-4,uniprot_P49815-4
2670,ISG20,uniprot:Q96AZ6,uniprot,Q96AZ6,3669
2671,FBXO30,uniprot:Q8TB52,uniprot,Q8TB52,84085
2672,RNF25,uniprot:Q96BH1,uniprot,Q96BH1,64320
2673,MYD88,uniprot:Q99836,uniprot,Q99836,4615
2674,YIPF4,uniprot:Q9BSR8,uniprot,Q9BSR8,84272
2675,DCTN5,uniprot:Q9BTE1,uniprot,Q9BTE1,84516
2676,UBE2G2,uniprot:P60604,uniprot,P60604,7327
2677,PITPNB,uniprot:P48739,uniprot,P48739,23760
2678,ACBD3,uniprot:Q9H3P7,uniprot,Q9H3P7,64746
2679,XPO5,uniprot:Q9HAV4,uniprot,Q9HAV4,57510
2680,MTPAP,uniprot:Q9NVV4-2,uniprot,Q9NVV4-2,uniprot_Q9NVV4-2
2681,MFN1,uniprot:Q8IWA4,uniprot,Q8IWA4,55669
2682,CPSF4,uniprot:O95639-2,uniprot,O95639-2,uniprot_O95639-2
2683,NRBP1,uniprot:Q9UHY1,uniprot,Q9UHY1,29959
2684,ENO2,uniprot:P09104,uniprot,P09104,2026
2685,EXD2,uniprot:Q9NVH0,uniprot,Q9NVH0,55218
2686,LRCH1,uniprot:Q9Y2L9-2,uniprot,Q9Y2L9-2,uniprot_Q9Y2L9-2
2687,ELP3,uniprot:Q9H9T3,uniprot,Q9H9T3,55140
