@id,n,r,id_type,gene_id,NCBI_id
0,ARF5,uniprot:P84085,uniprot,P84085,381
1,SPTBN2,uniprot:O15020,uniprot,O15020,6712
2,KIF13B,uniprot:Q9NQT8,uniprot,Q9NQT8,23303
3,AP1B1,uniprot:Q10567,uniprot,Q10567,162
4,KIF21A,uniprot:Q7Z4S6,uniprot,Q7Z4S6,55605
5,TMED7,uniprot:Q9Y3B3,uniprot,Q9Y3B3,100302736
6,ARFGAP1,uniprot:Q8N6T3,uniprot,Q8N6T3,55738
7,ANK2,uniprot:Q01484,uniprot,Q01484,287
8,KLC1,uniprot:Q07866,uniprot,Q07866,3831
9,COPZ2,uniprot:Q9P299,uniprot,Q9P299,51226
10,KIF15,uniprot:Q9NS87,uniprot,Q9NS87,56992
11,DCTN5,uniprot:Q9BTE1,uniprot,Q9BTE1,84516
12,KIF2B,uniprot:Q8N4N8,uniprot,Q8N4N8,84643
13,KIF16B,uniprot:Q96L93,uniprot,Q96L93,55614
14,KIF25,uniprot:Q9UIL4,uniprot,Q9UIL4,3834
15,KDELR2,uniprot:P33947,uniprot,P33947,11014
16,RAB1B,uniprot:Q9H0U4,uniprot,Q9H0U4,81876
17,TMED10,uniprot:P49755,uniprot,P49755,10972
18,KIF3B,uniprot:O15066,uniprot,O15066,9371
19,RACGAP1,uniprot:Q9H0H5,uniprot,Q9H0H5,29127
20,SPTBN4,uniprot:Q9H254,uniprot,Q9H254,57731
21,GBF1,uniprot:Q92538,uniprot,Q92538,8729
22,DYNC1I2,uniprot:Q13409,uniprot,Q13409,1781
23,INS,uniprot:P01308,uniprot,P01308,3630
24,CYTH3,uniprot:O43739,uniprot,O43739,9265
25,CAPZB,uniprot:P47756,uniprot,P47756,832
26,RAB11FIP3,uniprot:O75154,uniprot,O75154,9727
27,ACAP2,uniprot:Q15057,uniprot,Q15057,23527
28,KIF3C,uniprot:O14782,uniprot,O14782,3797
29,DYNC1LI1,uniprot:Q9Y6G9,uniprot,Q9Y6G9,51143
30,KIFAP3,uniprot:Q92845,uniprot,Q92845,22920
31,COPA,uniprot:P53621,uniprot,P53621,1314
32,YKT6,uniprot:O15498,uniprot,O15498,10652
33,COPB1,uniprot:P53618,uniprot,P53618,1315
34,IQSEC1,uniprot:Q6DN90,uniprot,Q6DN90,9922
35,KIF20A,uniprot:O95235,uniprot,O95235,10112
36,SURF4,uniprot:O15260,uniprot,O15260,6836
37,GGA1,uniprot:Q9UJY5,uniprot,Q9UJY5,26088
38,CDC5L,uniprot:Q99459,uniprot,Q99459,988
39,DYNC1I1,uniprot:O14576,uniprot,O14576,1780
40,RAB1A,uniprot:P62820,uniprot,P62820,5861
41,ACTR1A,uniprot:P61163,uniprot,P61163,10121
42,CAPZA2,uniprot:P47755,uniprot,P47755,830
43,CAPZA1,uniprot:P52907,uniprot,P52907,829
44,CD59,uniprot:P13987,uniprot,P13987,966
45,SPTBN5,uniprot:Q9NRC6,uniprot,Q9NRC6,51332
46,FOLR1,uniprot:P15328,uniprot,P15328,2348
47,USO1,uniprot:O60763,uniprot,O60763,8615
48,CENPE,uniprot:Q02224,uniprot,Q02224,1062
49,KIFC1,uniprot:Q9BW19,uniprot,Q9BW19,3833
50,KIF9,uniprot:Q9HAQ2,uniprot,Q9HAQ2,64147
51,KIF4A,uniprot:O95239,uniprot,O95239,24137
52,KIF27,uniprot:Q86VH2,uniprot,Q86VH2,55582
53,ARF1,uniprot:P84077,uniprot,P84077,375
54,ARF3,uniprot:P61204,uniprot,P61204,377
55,KLC2,uniprot:Q9H0B6,uniprot,Q9H0B6,64837
56,KIF21B,uniprot:O75037,uniprot,O75037,23046
57,DCTN4,uniprot:Q9UJW0,uniprot,Q9UJW0,51164
58,KIF6,uniprot:Q6ZMV9,uniprot,Q6ZMV9,221458
59,KIF18B,uniprot:Q86Y91,uniprot,Q86Y91,146909
60,KIF1A,uniprot:Q12756,uniprot,Q12756,547
61,KIF26A,uniprot:Q9ULI4,uniprot,Q9ULI4,26153
62,KIF5A,uniprot:Q12840,uniprot,Q12840,3798
63,TMED3,uniprot:Q9Y3Q3,uniprot,Q9Y3Q3,23423
64,ACTR10,uniprot:Q9NZ32,uniprot,Q9NZ32,55860
65,KIF20B,uniprot:Q96Q89,uniprot,Q96Q89,9585
66,DYNC1LI2,uniprot:O43237,uniprot,O43237,1783
67,ARFIP2,uniprot:P53365,uniprot,P53365,23647
68,TMED9,uniprot:Q9BVK6,uniprot,Q9BVK6,54732
69,ANK1,uniprot:P16157,uniprot,P16157,286
70,ARF4,uniprot:P18085,uniprot,P18085,378
71,ASAP2,uniprot:O43150,uniprot,O43150,8853
72,CD55,uniprot:P08174,uniprot,P08174,1604
73,SPTAN1,uniprot:Q13813,uniprot,Q13813,6709
74,RAB11A,uniprot:P62491,uniprot,P62491,8766
75,KIF4B,uniprot:Q2VIQ3,uniprot,Q2VIQ3,285643
76,KIF18A,uniprot:Q8NI77,uniprot,Q8NI77,81930
77,KLC3,uniprot:Q6P597,uniprot,Q6P597,147700
78,DCTN3,uniprot:O75935,uniprot,O75935,11258
79,KIF19,uniprot:Q2TAC6,uniprot,Q2TAC6,124602
80,KIF23,uniprot:Q02241,uniprot,Q02241,9493
81,BET1,uniprot:O15155,uniprot,O15155,10282
82,KDELR1,uniprot:P24390,uniprot,P24390,10945
83,ANK3,uniprot:Q12955,uniprot,Q12955,288
84,DYNC1H1,uniprot:Q14204,uniprot,Q14204,1778
85,SPTBN1,uniprot:Q01082,uniprot,Q01082,6711
86,KIF5B,uniprot:P33176,uniprot,P33176,3799
87,COPB2,uniprot:P35606,uniprot,P35606,9276
88,DCTN6,uniprot:O00399,uniprot,O00399,10671
89,ASAP1,uniprot:Q9ULH1,uniprot,Q9ULH1,50807
90,DCTN2,uniprot:Q13561,uniprot,Q13561,10540
91,KIF11,uniprot:P52732,uniprot,P52732,3832
92,TMED2,uniprot:Q15363,uniprot,Q15363,10959
93,CYTH1,uniprot:Q15438,uniprot,Q15438,9267
94,KIF2C,uniprot:Q99661,uniprot,Q99661,11004
95,ARCN1,uniprot:P48444,uniprot,P48444,372
96,KIF1C,uniprot:O43896,uniprot,O43896,10749
97,DYNLL2,uniprot:Q96FJ2,uniprot,Q96FJ2,140735
98,KIF1B,uniprot:O60333,uniprot,O60333,23095
99,SPTB,uniprot:P11277,uniprot,P11277,6710
100,COPG2,uniprot:Q9UBF2,uniprot,Q9UBF2,26958
101,KIFC2,uniprot:Q96AC6,uniprot,Q96AC6,90990
102,COPG1,uniprot:Q9Y678,uniprot,Q9Y678,22820
103,ARFIP1,uniprot:P53367,uniprot,P53367,27236
104,KIF26B,uniprot:Q2KJY2,uniprot,Q2KJY2,55083
105,CAPZA3,uniprot:Q96KX2,uniprot,Q96KX2,93661
106,ACAP1,uniprot:Q15027,uniprot,Q15027,9744
107,RAB11FIP4,uniprot:Q86YS3,uniprot,Q86YS3,84440
108,DYNLL1,uniprot:P63167,uniprot,P63167,8655
109,ARFGAP2,uniprot:Q8N6H7,uniprot,Q8N6H7,84364
110,KIF2A,uniprot:O00139,uniprot,O00139,3796
111,KIF22,uniprot:Q14807,uniprot,Q14807,3835
112,KIF12,uniprot:Q96FN5,uniprot,Q96FN5,113220
113,SEC22B,uniprot:O75396,uniprot,O75396,9554
114,KLC4,uniprot:Q9NSK0,uniprot,Q9NSK0,89953
115,ARFGAP3,uniprot:Q9NP61,uniprot,Q9NP61,26286
116,ETFA,uniprot:P13804,uniprot,P13804,2108
117,KDELR3,uniprot:O43731,uniprot,O43731,11015
118,SPTA1,uniprot:P02549,uniprot,P02549,6708
119,AP1G1,uniprot:O43747,uniprot,O43747,164
120,KIF3A,uniprot:Q9Y496,uniprot,Q9Y496,11127
121,COPZ1,uniprot:P61923,uniprot,P61923,22818
122,COPE,uniprot:O14579,uniprot,O14579,11316
123,DCTN1,uniprot:Q14203,uniprot,Q14203,1639
124,M6PR,uniprot:P20645,uniprot,P20645,4074
125,LDLRAP1,uniprot:Q5SW96,uniprot,Q5SW96,26119
126,SH3GL2,uniprot:Q99962,uniprot,Q99962,6456
127,STX10,uniprot:O60499,uniprot,O60499,8677
128,GCC2,uniprot:Q8IWJ2,uniprot,Q8IWJ2,9648
129,SYNJ2,uniprot:O15056,uniprot,O15056,8871
130,APOB,uniprot:P04114,uniprot,P04114,338
131,HIP1R,uniprot:O75146,uniprot,O75146,9026
132,FNBP1L,uniprot:Q5T0N5,uniprot,Q5T0N5,54874
133,WASL,uniprot:O00401,uniprot,O00401,8976
134,AP2A1,uniprot:O95782,uniprot,O95782,160
135,NSF,uniprot:P46459,uniprot,P46459,4905
136,RAB5B,uniprot:P61020,uniprot,P61020,5869
137,IGF2,uniprot:P01344,uniprot,P01344,3481
138,SYT8,uniprot:Q8NBV8,uniprot,Q8NBV8,90019
139,CTSZ,uniprot:Q9UBR2,uniprot,Q9UBR2,1522
140,CD3G,uniprot:P09693,uniprot,P09693,917
141,AP2B1,uniprot:P63010,uniprot,P63010,163
142,UBC,uniprot:P0CG48,uniprot,P0CG48,7316
143,SYT2,uniprot:Q8N9I0,uniprot,Q8N9I0,127833
144,ITSN2,uniprot:Q9NZM3,uniprot,Q9NZM3,50618
145,EPS15L1,uniprot:Q9UBC2,uniprot,Q9UBC2,58513
146,PACSIN1,uniprot:Q9BY11,uniprot,Q9BY11,29993
147,CD4,uniprot:P01730,uniprot,P01730,920
148,AP1M2,uniprot:Q9Y6Q5,uniprot,Q9Y6Q5,10053
149,SYNJ1,uniprot:O43426,uniprot,O43426,8867
150,RAB9B,uniprot:Q9NP90,uniprot,Q9NP90,51209
151,AMPH,uniprot:P49418,uniprot,P49418,273
152,VPS51,uniprot:Q9UID3,uniprot,Q9UID3,738
153,UBQLN2,uniprot:Q9UHD9,uniprot,Q9UHD9,29978
154,STAM2,uniprot:O75886,uniprot,O75886,10254
155,ARPC5,uniprot:O15511,uniprot,O15511,10092
156,TACR1,uniprot:P25103,uniprot,P25103,6869
157,IL7R,uniprot:P16871,uniprot,P16871,3575
158,DAB2,uniprot:P98082,uniprot,P98082,1601
159,REPS2,uniprot:Q8NFH8,uniprot,Q8NFH8,9185
160,STAM,uniprot:Q92783,uniprot,Q92783,8027
161,STON1,uniprot:Q9Y6Q2,uniprot,Q9Y6Q2,286749
162,RAB5C,uniprot:P51148,uniprot,P51148,5878
163,CFTR,uniprot:P13569,uniprot,P13569,1080
164,SNX18,uniprot:Q96RF0,uniprot,Q96RF0,112574
165,SYT9,uniprot:Q86SS6,uniprot,Q86SS6,143425
166,FNBP1,uniprot:Q96RU3,uniprot,Q96RU3,23048
167,KIF13A,uniprot:Q9H1H9,uniprot,Q9H1H9,63971
168,AP1S1,uniprot:P61966,uniprot,P61966,1174
169,SLC18A3,uniprot:Q16572,uniprot,Q16572,6572
170,AVP,uniprot:P01185,uniprot,P01185,551
171,DVL2,uniprot:O14641,uniprot,O14641,1856
172,BIN1,uniprot:O00499,uniprot,O00499,274
173,NAPG,uniprot:Q99747,uniprot,Q99747,8774
174,TRIP10,uniprot:Q15642,uniprot,Q15642,9322
175,LRP2,uniprot:P98164,uniprot,P98164,4036
176,CBL,uniprot:P22681,uniprot,P22681,867
177,SH3KBP1,uniprot:Q96B97,uniprot,Q96B97,30011
178,ADRB2,uniprot:P07550,uniprot,P07550,154
179,AP1S2,uniprot:P56377,uniprot,P56377,8905
180,SYT11,uniprot:Q9BT88,uniprot,Q9BT88,23208
181,GAK,uniprot:O14976,uniprot,O14976,2580
182,VPS54,uniprot:Q9P1Q0,uniprot,Q9P1Q0,51542
183,REPS1,uniprot:Q96D71,uniprot,Q96D71,85021
184,GNS,uniprot:P15586,uniprot,P15586,2799
185,NECAP1,uniprot:Q8NC96,uniprot,Q8NC96,25977
186,STX16,uniprot:O14662,uniprot,O14662,8675
187,IGF2R,uniprot:P11717,uniprot,P11717,3482
188,FCHO1,uniprot:O14526,uniprot,O14526,23149
189,EGFR,uniprot:P00533,uniprot,P00533,1956
190,TFRC,uniprot:P02786,uniprot,P02786,7037
191,AP2S1,uniprot:P53680,uniprot,P53680,1175
192,CLTC,uniprot:Q00610,uniprot,Q00610,1213
193,EPS15,uniprot:P42566,uniprot,P42566,2060
194,SNX9,uniprot:Q9Y5X1,uniprot,Q9Y5X1,51429
195,VTI1A,uniprot:Q96AJ9,uniprot,Q96AJ9,143187
196,TF,uniprot:P02787,uniprot,P02787,7018
197,GGA2,uniprot:Q9UJY4,uniprot,Q9UJY4,23062
198,VPS53,uniprot:Q5VIR6,uniprot,Q5VIR6,55275
199,PICALM,uniprot:Q13492,uniprot,Q13492,8301
200,PIK3C2A,uniprot:O00443,uniprot,O00443,5286
201,AVPR2,uniprot:P30518,uniprot,P30518,554
202,LDLR,uniprot:P01130,uniprot,P01130,3949
203,VAMP7,uniprot:P51809,uniprot,P51809,6845
204,WNT5A,uniprot:P41221,uniprot,P41221,7474
205,NAPB,uniprot:Q9H115,uniprot,Q9H115,63908
206,RAB5A,uniprot:P20339,uniprot,P20339,5868
207,AP2M1,uniprot:Q96CW1,uniprot,Q96CW1,1173
208,RABEPK,uniprot:Q7Z6M1,uniprot,Q7Z6M1,10244
209,DNM3,uniprot:Q9UQ16,uniprot,Q9UQ16,26052
210,RHOBTB3,uniprot:O94955,uniprot,O94955,22836
211,SYT1,uniprot:P21579,uniprot,P21579,6857
212,OCRL,uniprot:Q01968,uniprot,Q01968,4952
213,VAMP8,uniprot:Q9BV40,uniprot,Q9BV40,8673
214,ITSN1,uniprot:Q15811,uniprot,Q15811,6453
215,UBB,uniprot:P0CG47,uniprot,P0CG47,7314
216,ARPC1A,uniprot:Q92747,uniprot,Q92747,10552
217,CLTA,uniprot:P09496,uniprot,P09496,1211
218,HGS,uniprot:O14964,uniprot,O14964,9146
219,UBA52,uniprot:P62987,uniprot,P62987,7311
220,VAMP3,uniprot:Q15836,uniprot,Q15836,9341
221,DNM2,uniprot:P50570,uniprot,P50570,1785
222,AP2A2,uniprot:O94973,uniprot,O94973,161
223,EPN1,uniprot:Q9Y6I3,uniprot,Q9Y6I3,29924
224,AAK1,uniprot:Q2M2I8,uniprot,Q2M2I8,22848
225,VPS52,uniprot:Q8N1B4,uniprot,Q8N1B4,6293
226,STON2,uniprot:Q8WXE9,uniprot,Q8WXE9,85439
227,FZD4,uniprot:Q9ULV1,uniprot,Q9ULV1,8322
228,CD3D,uniprot:P04234,uniprot,P04234,915
229,CHRM2,uniprot:P08172,uniprot,P08172,1129
230,HIP1,uniprot:O00291,uniprot,O00291,3092
231,PACSIN3,uniprot:Q9UKS6,uniprot,Q9UKS6,29763
232,EPN2,uniprot:O95208,uniprot,O95208,22905
233,VAMP4,uniprot:O75379,uniprot,O75379,8674
234,EGF,uniprot:P01133,uniprot,P01133,1950
235,ACTR3,uniprot:P61158,uniprot,P61158,10096
236,KIAA0319,uniprot:Q5VV43,uniprot,Q5VV43,9856
237,SH3GL1,uniprot:Q99961,uniprot,Q99961,6455
238,ACTR2,uniprot:P61160,uniprot,P61160,10097
239,NAPA,uniprot:P54920,uniprot,P54920,8775
240,SGIP1,uniprot:Q9BQI5,uniprot,Q9BQI5,84251
241,SNAP91,uniprot:O60641,uniprot,O60641,9892
242,SH3GL3,uniprot:Q99963,uniprot,Q99963,6457
243,ARRB2,uniprot:P32121,uniprot,P32121,409
244,GAPVD1,uniprot:Q14C86,uniprot,Q14C86,26130
245,RPS27A,uniprot:P62979,uniprot,P62979,6233
246,SLC2A8,uniprot:Q9NY64,uniprot,Q9NY64,29988
247,ARRB1,uniprot:P49407,uniprot,P49407,408
248,ARPC2,uniprot:O15144,uniprot,O15144,10109
249,HSPA8,uniprot:P11142,uniprot,P11142,3312
250,TXNDC5,uniprot:Q8NBS9,uniprot,Q8NBS9,81567
251,DNM1,uniprot:Q05193,uniprot,Q05193,1759
252,RAB9A,uniprot:P51151,uniprot,P51151,9367
253,DNASE2,uniprot:O00115,uniprot,O00115,1777
254,AGFG1,uniprot:P52594,uniprot,P52594,3267
255,VAMP2,uniprot:P63027,uniprot,P63027,6844
256,PLIN3,uniprot:O60664,uniprot,O60664,10226
257,PGRMC1,uniprot:O00264,uniprot,O00264,10857
258,FCHO2,uniprot:Q0JRZ9,uniprot,Q0JRZ9,115548
259,CLTB,uniprot:P09497,uniprot,P09497,1212
260,TGOLN2,uniprot:O43493,uniprot,O43493,10618
261,AP1M1,uniprot:Q9BXS5,uniprot,Q9BXS5,8907
262,CTTN,uniprot:H0YCD9,uniprot,H0YCD9,2017
263,NECAP2,uniprot:Q9NVZ3,uniprot,Q9NVZ3,55707
264,PACSIN2,uniprot:Q9UNF0,uniprot,Q9UNF0,11252
265,AP1S3,uniprot:Q96PC3,uniprot,Q96PC3,130340
266,ARPC4,uniprot:P59998,uniprot,P59998,10093
267,ARPC3,uniprot:O15145,uniprot,O15145,10094
268,CLTCL1,uniprot:P53675,uniprot,P53675,8218
269,SCARB2,uniprot:Q14108,uniprot,Q14108,950
270,DNAJC6,uniprot:O75061,uniprot,O75061,9829
271,AGTR1,uniprot:P30556,uniprot,P30556,185
272,FKBP4,uniprot:Q02790,uniprot,Q02790,2288
273,NR3C2,uniprot:P08235,uniprot,P08235,4306
274,NRIP1,uniprot:P48552,uniprot,P48552,8204
275,HSF1,uniprot:Q00613,uniprot,Q00613,3297
276,NR3C1,uniprot:P04150,uniprot,P04150,2908
277,S100A1,uniprot:P23297,uniprot,P23297,6271
278,AHSA1,uniprot:O95433,uniprot,O95433,10598
279,PPP5C,uniprot:P53041,uniprot,P53041,5536
280,ESR1,uniprot:P03372,uniprot,P03372,2099
281,GLMN,uniprot:Q92990,uniprot,Q92990,11146
282,GATA3,uniprot:P23771,uniprot,P23771,2625
283,PHLPP1,uniprot:O60346,uniprot,O60346,23239
284,FKBP5,uniprot:Q13451,uniprot,Q13451,2289
285,HSPA1A,uniprot:P0DMV8,uniprot,P0DMV8,3303
286,PPID,uniprot:Q08752,uniprot,Q08752,5481
287,HSPA2,uniprot:P54652,uniprot,P54652,3306
288,MAPK1,uniprot:P28482,uniprot,P28482,5594
289,PTGES3,uniprot:Q15185,uniprot,Q15185,10728
290,ATOX1,uniprot:O00244,uniprot,O00244,475
291,TLE3,uniprot:Q04726,uniprot,Q04726,7090
292,HSPA4,uniprot:P34932,uniprot,P34932,3308
293,HSP90AA1,uniprot:P07900,uniprot,P07900,3320
294,HSP90AB1,uniprot:P08238,uniprot,P08238,3326
295,NCOA3,uniprot:Q9Y6Q9,uniprot,Q9Y6Q9,8202
296,STIP1,uniprot:P31948,uniprot,P31948,10963
297,MTOR,uniprot:P42345,uniprot,P42345,2475
298,EP300,uniprot:Q09472,uniprot,Q09472,2033
299,FOXA1,uniprot:P55317,uniprot,P55317,3169
300,HSPA1L,uniprot:P34931,uniprot,P34931,3305
301,ESR2,uniprot:Q92731,uniprot,Q92731,2100
302,AKT1,uniprot:P31749,uniprot,P31749,207
303,PHYH,uniprot:O14832,uniprot,O14832,5264
304,PGR,uniprot:P06401,uniprot,P06401,5241
305,MAPK3,uniprot:P27361,uniprot,P27361,5595
306,AR,uniprot:P10275,uniprot,P10275,367
307,CLCA1,uniprot:A8K7I4,uniprot,A8K7I4,1179
308,HSPA1B,hgnc:HSPA1B,hgnc,HSPA1B,3304
309,CYP26B1,uniprot:Q9NR63,uniprot,Q9NR63,56603
310,CYP3A4,uniprot:P08684,uniprot,P08684,1576
311,RARS,uniprot:P54136,uniprot,P54136,5917
312,CYP2S1,uniprot:Q96SQ9,uniprot,Q96SQ9,29785
313,CYP26A1,uniprot:O43174,uniprot,O43174,1592
314,CYP2A6,uniprot:P11509,uniprot,P11509,1548
315,CYP3A5,uniprot:P20815,uniprot,P20815,1577
316,CYP2C9,uniprot:P11712,uniprot,P11712,1559
317,CYP2B6,uniprot:P20813,uniprot,P20813,1555
318,STRA8,uniprot:Q7Z7C7,uniprot,Q7Z7C7,346673
319,ALDH1A2,uniprot:O94788,uniprot,O94788,8854
320,CYP1A2,uniprot:P05177,uniprot,P05177,1544
321,ALDH1A3,uniprot:P47895,uniprot,P47895,220
322,AOX1,uniprot:Q06278,uniprot,Q06278,316
323,CYP1A1,uniprot:P04798,uniprot,P04798,1543
324,CYP3A7,uniprot:P24462,uniprot,P24462,100861540
325,ALDH1A1,uniprot:P00352,uniprot,P00352,216
326,CYP2C8,uniprot:P10632,uniprot,P10632,1558
327,NANOS2,uniprot:P60321,uniprot,P60321,339345
328,CYP2C18,uniprot:P33260,uniprot,P33260,1562
329,CYP26C1,uniprot:Q6V0L0,uniprot,Q6V0L0,340665
330,CRABP1,uniprot:P29762,uniprot,P29762,1381
331,CYP4A11,uniprot:Q02928,uniprot,Q02928,1579
332,NDUFAF7,uniprot:Q7L592,uniprot,Q7L592,55471
333,NDUFA1,uniprot:O15239,uniprot,O15239,4694
334,MT-ND1,uniprot:P03886,uniprot,P03886,4535
335,NDUFA7,uniprot:O95182,uniprot,O95182,4701
336,METTL20,uniprot:Q8IXQ9,uniprot,Q8IXQ9,254013
337,NDUFS5,uniprot:O43920,uniprot,O43920,4725
338,NDUFB7,uniprot:P17568,uniprot,P17568,4713
339,NDUFA10,uniprot:O95299,uniprot,O95299,4705
340,ECSIT,uniprot:Q9BQ95,uniprot,Q9BQ95,51295
341,NDUFS7,uniprot:O75251,uniprot,O75251,374291
342,NDUFA5,uniprot:Q16718,uniprot,Q16718,4698
343,NDUFS2,uniprot:O75306,uniprot,O75306,4720
344,NDUFS3,uniprot:O75489,uniprot,O75489,4722
345,NDUFA12,uniprot:Q9UI09,uniprot,Q9UI09,55967
346,NDUFA8,uniprot:P51970,uniprot,P51970,4702
347,MT-ND4,uniprot:P03905,uniprot,P03905,4538
348,NDUFA13,uniprot:Q9P0J0,uniprot,Q9P0J0,51079
349,NDUFA3,uniprot:O95167,uniprot,O95167,4696
350,NDUFS8,uniprot:O00217,uniprot,O00217,4728
351,MT-ND2,uniprot:P03891,uniprot,P03891,4536
352,NDUFB6,uniprot:O95139,uniprot,O95139,4712
353,NDUFS1,uniprot:P28331,uniprot,P28331,4719
354,NDUFV2,uniprot:P19404,uniprot,P19404,4729
355,NDUFB9,uniprot:Q9Y6M9,uniprot,Q9Y6M9,4715
356,NDUFAF2,uniprot:Q8N183,uniprot,Q8N183,91942
357,MT-ND5,uniprot:P03915,uniprot,P03915,4540
358,NDUFC1,uniprot:O43677,uniprot,O43677,4717
359,NDUFS4,uniprot:O43181,uniprot,O43181,4724
360,NDUFA9,uniprot:Q16795,uniprot,Q16795,4704
361,NDUFB2,uniprot:O95178,uniprot,O95178,4708
362,NDUFB4,uniprot:O95168,uniprot,O95168,4710
363,NDUFB1,uniprot:O75438,uniprot,O75438,4707
364,FOXRED1,uniprot:Q96CU9,uniprot,Q96CU9,55572
365,NDUFV3,uniprot:P56181,uniprot,P56181,4731
366,NDUFB8,uniprot:O95169,uniprot,O95169,4714
367,NDUFB11,uniprot:Q9NX14,uniprot,Q9NX14,54539
368,NDUFA2,uniprot:O43678,uniprot,O43678,4695
369,NUBPL,uniprot:Q8TB37,uniprot,Q8TB37,80224
370,NDUFB5,uniprot:O43674,uniprot,O43674,4711
371,NDUFAF6,uniprot:Q330K2,uniprot,Q330K2,137682
372,TIMMDC1,uniprot:Q9NPL8,uniprot,Q9NPL8,51300
373,METTL10,uniprot:Q5JPI9,uniprot,Q5JPI9,399818
374,NDUFB10,uniprot:O96000,uniprot,O96000,4716
375,NDUFAF3,uniprot:Q9BU61,uniprot,Q9BU61,25915
376,NDUFA6,uniprot:P56556,uniprot,P56556,4700
377,NDUFC2,uniprot:O95298,uniprot,O95298,4718
378,NDUFS6,uniprot:O75380,uniprot,O75380,4726
379,NDUFAB1,uniprot:O14561,uniprot,O14561,4706
380,MT-ND6,uniprot:P03923,uniprot,P03923,4541
381,MT-ND3,uniprot:P03897,uniprot,P03897,4537
382,TMEM126B,uniprot:Q8IUX1,uniprot,Q8IUX1,55863
383,METTL13,uniprot:Q8N6R0,uniprot,Q8N6R0,51603
384,NDUFV1,uniprot:P49821,uniprot,P49821,4723
385,NDUFA11,uniprot:Q86Y39,uniprot,Q86Y39,126328
386,NSUN3,uniprot:Q9H649,uniprot,Q9H649,63899
387,METTL12,uniprot:A8MUP2,uniprot,A8MUP2,751071
388,NDUFB3,uniprot:O43676,uniprot,O43676,4709
389,ACAD9,uniprot:Q9H845,uniprot,Q9H845,28976
390,MTRF1L,uniprot:Q9UGC7,uniprot,Q9UGC7,54516
391,NDUFAF5,uniprot:Q5TEU4,uniprot,Q5TEU4,79133
392,NDUFAF4,uniprot:Q9P032,uniprot,Q9P032,29078
393,NDUFAF1,uniprot:Q9Y375,uniprot,Q9Y375,51103
394,FUCA2,uniprot:Q9BTY2,uniprot,Q9BTY2,2519
395,MPO,uniprot:P05164,uniprot,P05164,4353
396,HSP90B1,uniprot:P14625,uniprot,P14625,7184
397,P4HB,uniprot:P07237,uniprot,P07237,5034
398,ARSA,uniprot:P15289,uniprot,P15289,410
399,DSN1,uniprot:Q9H410,uniprot,Q9H410,79980
400,RETN,uniprot:Q9HD89,uniprot,Q9HD89,56729
401,FSTL3,uniprot:O95633,uniprot,O95633,10272
402,PDIA6,uniprot:Q15084,uniprot,Q15084,10130
403,VAT1,uniprot:Q99536,uniprot,Q99536,10493
404,AGA,uniprot:P20933,uniprot,P20933,175
405,CECR1,uniprot:Q9NZK5,uniprot,Q9NZK5,51816
406,HMHA1,uniprot:Q92619,uniprot,Q92619,23526
407,TNC,uniprot:P24821,uniprot,P24821,3371
408,AFP,uniprot:P02771,uniprot,P02771,174
409,GDI2,uniprot:P50395,uniprot,P50395,2665
410,CP,uniprot:P00450,uniprot,P00450,1356
411,MSLN,uniprot:Q13421,uniprot,Q13421,10232
412,ARG1,uniprot:P05089,uniprot,P05089,383
413,ELANE,uniprot:P08246,uniprot,P08246,1991
414,CALU,uniprot:O43852,uniprot,O43852,813
415,ANO8,uniprot:Q9HCE9,uniprot,Q9HCE9,57719
416,MAN2B1,uniprot:O00754,uniprot,O00754,4125
417,AMELX,uniprot:Q99217,uniprot,Q99217,265
418,MFGE8,uniprot:Q08431,uniprot,Q08431,4240
419,GAS6,uniprot:Q14393,uniprot,Q14393,2621
420,CHRDL1,uniprot:Q9BU40,uniprot,Q9BU40,91851
421,PA2G4,uniprot:Q9UQ80,uniprot,Q9UQ80,5036
422,CHGB,uniprot:P05060,uniprot,P05060,1114
423,CYB5R3,uniprot:P00387,uniprot,P00387,1727
424,MXRA8,uniprot:Q9BRK3,uniprot,Q9BRK3,54587
425,NAPRT,uniprot:Q6XQN6,uniprot,Q6XQN6,93100
426,GUSB,uniprot:P08236,uniprot,P08236,2990
427,PLAC8,uniprot:Q9NZF1,uniprot,Q9NZF1,51316
428,RCN1,uniprot:Q15293,uniprot,Q15293,5954
429,FAM20C,uniprot:Q8IXL6,uniprot,Q8IXL6,56975
430,SDC2,uniprot:P34741,uniprot,P34741,6383
431,RNASET2,uniprot:O00584,uniprot,O00584,8635
432,CST3,uniprot:P01034,uniprot,P01034,1471
433,GCA,uniprot:P28676,uniprot,P28676,25801
434,SCG3,uniprot:Q8WXD2,uniprot,Q8WXD2,29106
435,FRK,uniprot:P42685,uniprot,P42685,2444
436,SDCBP,uniprot:O00560,uniprot,O00560,6386
437,STC2,uniprot:O76061,uniprot,O76061,8614
438,PRKCD,uniprot:Q05655,uniprot,Q05655,5580
439,VGF,uniprot:O15240,uniprot,O15240,7425
440,FBN1,uniprot:P35555,uniprot,P35555,2200
441,MFI2,uniprot:P08582,uniprot,P08582,4241
442,MEPE,uniprot:Q9NQ76,uniprot,Q9NQ76,56955
443,FSTL1,uniprot:Q12841,uniprot,Q12841,11167
