@id,n,NCBI_id
3078,STON2,85439
3079,SLC25A15,10166
3080,SUCLG1,8802
3081,LMAN1,3998
3082,C6orf89,221477
3083,TFG,10342
3084,PRUNE1,58497
3085,TGIF1,7050
3086,PMM2,5373
3087,HIST1H4I,8294
3088,FKBP2,2286
3089,TWNK,56652
3090,HKDC1,80201
3091,PPP4C,5531
3092,LARP1,23367
3093,WDR3,10885
3094,TUBB4A,10382
3095,AKAP8,10270
3096,BAK1,578
3097,ACTA1,58
3098,ATP2A2,488
3099,ATP2A3,489
3100,NOP2,4839
3101,PUM3,9933
3102,WDR43,23160
3103,XPO5,57510
3104,CCT2,10576
3105,CCT5,22948
3106,AHSA1,10598
3107,PAM16,51025
3108,TIMM10,26519
3109,CNGB1,1258
3110,PTBP1,5725
3111,UCK2,7371
3112,BLM,641
3113,GDI2,2665
3114,SFI1,9814
3115,DNAJC2,27000
3116,PPTC7,160760
3117,MYBBP1A,10514
3118,GFPT1,2673
3119,GFPT2,9945
3120,EIF4A1,1973
3121,EIF4A2,1974
3122,NUTF2,10204
3123,PKLR,5313
3124,ATG101,60673
3125,PRDX5,25824
3126,FAM86B1,85002
3127,SAR1A,56681
3128,ALG12,79087
3129,NOL6,65083
3130,UPRT,139596
3131,UBIAD1,29914
3132,AK2,204
3133,ATP1A4,480
3134,ATP1A2,477
3135,ATP1A1,476
3136,MARS,4141
3137,SARS2,54938
3138,EEF1A2,1917
3139,MCRS1,10445
3140,LARS2,23395
3141,ACOD1,730249
3142,RDH8,50700
3143,ATP13A1,57130
3144,DDX18,8886
3145,PSMC4,5704
3146,NOLC1,9221
3147,E2F4,1874
3148,CALU,813
3149,FUT4,2526
3150,SLC1A5,6510
3151,EEF2,1938
3152,BZW2,28969
3153,MAT1A,4143
3154,PES1,23481
3155,PYCR1,5831
3156,GNL3,26354
3157,GNL2,29889
3158,TUBA3C,7278
3159,TUBA3E,112714
3160,EIF3B,8662
3161,CNPY2,10330
3162,MRPL36,64979
3163,EIF2B5,8893
3164,IMPA2,3613
3165,SNU13,4809
3166,ATP5MC1,516
3167,ACTB,60
3168,ALG8,79053
3169,ALG2,85365
3170,ZNF593,51042
3171,BCKDK,10295
3172,BTF3L4,91408
3173,RUVBL1,8607
3174,B3GNTL1,146712
3175,FTSJ3,117246
3176,DDX55,57696
3177,RAB43,339122
3178,RRBP1,6238
3179,PKM,5315
3180,TPT1,7178
3181,CSK,1445
3182,BOP1,23246
3183,MTHFD1,4522
3184,COMTD1,118881
3185,COX18,285521
3186,TMEM214,54867
3187,HDAC1,3065
3188,SLC35C1,55343
3189,PUS1,80324
3190,PUS7,54517
3191,RRS1,23212
3192,CARS,833
3193,GMPPA,29926
3194,GMPPB,29925
3195,GCN1,10985
3196,ENO2,2026
3197,ENO3,2027
3198,SND1,27044
3199,DUT,1854
3200,RXYLT1,10329
3201,NAT10,55226
3202,DLST,1743
3203,TCP1,6950
3204,PRDX4,10549
3205,PRKAA2,5563
3206,SLC5A6,8884
3207,SLC25A21,89874
3208,BID,637
3209,PFKP,5214
3210,HSPD1,3329
3211,PFKM,5213
3212,PFKL,5211
3213,MTX1,4580
3214,GNB4,59345
3215,NANS,54187
3216,EIF5A,1984
3217,CCT6A,908
3218,MAT2A,4144
3219,ATP10A,57194
3220,ATP10D,57205
3221,OSTC,58505
3222,RER1,11079
3223,MGAT5,4249
3224,MLX,6945
3225,DDX21,9188
3226,DDX27,55661
3227,ABCC1,4363
3228,ITPA,3704
3229,TARS,6897
3230,ATP6V1C2,245973
3231,TIMM44,10469
3232,TOMM40,10452
3233,ACTG2,72
3234,MLEC,9761
3235,TACO1,51204
3236,POLR3E,55718
3237,ATP2C2,9914
3238,TXNDC5,81567
3239,TAGLN3,29114
3240,IARS,3376
3241,SLC25A5,292
3242,SLC25A4,291
3243,SHMT1,6470
3244,NME4,4833
3245,DNAJA3,9093
3246,RMRP,6023
3247,NME2,4831
3248,NME3,4832
3249,KPNA6,23633
3250,KPNA5,3841
3251,RUNX1,861
3252,FKBP1A,2280
3253,SHC1,6464
3254,RRP9,9136
3255,PPRC1,23082
3256,NOP14,8602
3257,TNFRSF12A,51330
3258,PITPNB,23760
3259,PPM1G,5496
3260,ABCF3,55324
3261,ABCF2,10061
3262,PODXL,5420
3263,YARS,8565
3264,B4GALT2,8704
3265,CHEK2,11200
3266,B4GALT7,11285
3267,CLUH,23277
3268,UMPS,7372
3269,TUBB8,347688
3270,TUBB6,84617
3271,TUBB3,10381
3272,MRPL4,51073
3273,SLC3A2,6520
3274,MOGS,7841
3275,ZPR1,8882
3276,CDC14A,8556
3277,MYDGF,56005
3278,HMOX2,3163
3279,ACTC1,70
3280,CTDP1,9150
3281,UTP4,84916
3282,DNAAF5,54919
3283,CTPS1,1503
3284,FOSL1,8061
3285,PSMA7,5688
3286,DPM2,8818
3287,UGGT1,56886
3288,HMGCS1,3157
3289,HMGCS2,3158
3290,ACACA,31
3291,ACACB,32
3292,RABEPK,10244
3293,SRMS,6725
3294,PUDP,8226
3295,GMEB2,26205
3296,EBNA1BP2,10969
3297,UCHL3,7347
3298,TSTA3,7264
3299,WDR12,55759
3300,PPIF,10105
3301,SLC35D1,23169
3302,PPID,5481
3303,PPIA,5478
3304,ATP11C,286410
3305,MDH2,4191
3306,MPDU1,9526
3307,NIP7,51388
3308,DAD1,1603
3309,DPH2,1802
3310,EIF4E2,9470
3311,HOOK2,29911
3312,COPG1,22820
3313,ACY3,91703
3314,GTPBP4,23560
3315,NOC3L,64318
3316,SEC61A1,29927
3317,CKAP4,10970
3318,DOLK,22845
3319,NME1-NME2,654364
3320,LYPLA2,11313
3321,DHX15,1665
3322,S100A11,6282
3323,UGP2,7360
3324,ATP2B4,493
3325,CIAPIN1,57019
3326,GOT2,2806
3327,PFAS,5198
3328,RAB5IF,55969
3329,P4HB,5034
3330,HOOK1,51361
3331,MRPS2,51116
3332,COG5,10466
3333,LSG1,55341
3334,ATP2B1,490
3335,DOHH,83475
3336,PA2G4,5036
3337,FDPS,2224
3338,CCDC86,79080
3339,ATP8B3,148229
3340,ATP8B2,57198
3341,SUMO3,6612
3342,KDELR2,11014
3343,ATP5F1C,509
3344,HSP90B2P,7190
3345,TUBA1B,10376
3346,TMEM186,25880
3347,SLC35A2,7355
3348,NPEPPS,9520
3349,TOP2A,7153
3350,GNPNAT1,64841
3351,IL4R,3566
3352,BRIX1,55299
3353,PGM5,5239
3354,ATP8B4,79895
3355,PGM1,5236
3356,PGM2,55276
3357,PAK1IP1,55003
3358,JMJD6,23210
3359,STT3A,3703
3360,ACO2,50
3361,FAM57A,79850
3362,SEC23B,10483
3363,MPI,4351
3364,POMT2,29954
3365,TUBA8,51807
3366,NOM1,64434
3367,ATP5F1B,506
3368,OGFOD1,55239
3369,TRMT6,51605
3370,GPN2,54707
3371,ALDH18A1,5832
3372,NIFK,84365
3373,HDLBP,3069
3374,SEC11C,90701
3375,ATP12A,479
3376,ARFGEF2,10564
3377,ADK,132
3378,METTL1,4234
3379,PPAN,56342
3380,MRTO4,51154
3381,BYSL,705
3382,KCTD5,54442
3383,RRM2,6241
3384,SEC31A,22872
3385,IDH3A,3419
3386,PAPSS2,9060
3387,TATDN2,9797
3388,PDIA5,10954
3389,CFL1,1072
3390,TMX2,51075
3391,SNRPB,6628
3392,LRRC59,55379
3393,DNM1L,10059
3394,STK19,8859
3395,MGST3,4259
3396,NISCH,11188
3397,CCS,9973
3398,NELFE,7936
3399,PPIL2,23759
3400,PGAP2,27315
3401,RARA,5914
3402,EP300,2033
3403,SNHG28,284677
3404,FANCA,2175
3405,TBC1D22A,25771
3406,CSNK1E,1454
3407,CNPY3,10695
3408,CD151,977
3409,TRIM28,10155
3410,SLC25A1,6576
3411,PCYT2,5833
3412,RANGAP1,5905
3413,TWF2,11344
3414,NUCB1,4924
3415,PTPN18,26469
3416,PLD3,23646
3417,KAT5,10524
3418,MLST8,64223
3419,FKBP1B,2281
3420,HSD3B2,3284
3421,TRIP6,7205
3422,FBF1,85302
3423,ZNF395,55893
3424,FAHD2A,51011
3425,CPT1A,1374
3426,PDXK,8566
3427,UROS,7390
3428,ACAA1,30
3429,UROD,7389
3430,TST,7263
3431,CHKB,1120
3432,XRCC6,2547
3433,SREBF2,6721
3434,HEPHL1,341208
3435,DDR2,4921
3436,ALAD,210
3437,GPAA1,8733
3438,IRGQ,126298
3439,DALRD3,55152
3440,MPST,4357
3441,ERP29,10961
3442,SAMM50,25813
3443,POLR2E,5434
3444,KAT6B,23522
3445,POLR2I,5438
3446,IRF3,3661
3447,TECR,9524
3448,GALK1,2584
3449,LRRC15,131578
3450,MSRB2,22921
3451,DDA1,79016
3452,ABHD17A,81926
3453,HDAC5,10014
3454,PI4KA,5297
3455,NAGA,4668
3456,NIT1,4817
3457,POLG,5428
3458,RBKS,64080
3459,ACADS,35
3460,ARF5,381
3461,AKR7A2,8574
3462,CUEDC2,79004
3463,DNAJB2,3300
3464,ATP5F1A,498
3465,CBY1,25776
3466,MAPK3,5595
3467,DSG4,147409
3468,GALT,2592
3469,GNB5,10681
3470,TXN2,25828
3471,STK25,10494
3472,SLC27A4,10999
3473,UCKL1,54963
3474,ZSCAN26,7741
3475,SPSB3,90864
3476,VSIG8,391123
3477,RETREG2,79137
3478,GSTK1,373156
3479,PPIE,10450
3480,PRKD2,25865
3481,RBSN,64145
3482,COX5B,1329
3483,PPP6R2,9701
3484,AACS,65985
3485,OVOL3,728361
3486,PIN1,5300
3487,AANAT,15
3488,GCHFR,2644
3489,NDUFS1,4719
3490,HAGH,3029
3491,TCF25,22980
3492,IMPDH2,3615
3493,HMGCL,3155
3494,ILVBL,10994
3495,POTEE,445582
3496,PIGA,5277
3497,ALDH3B1,221
3498,TTLL1,25809
3499,ISYNA1,51477
3500,CRYL1,51084
3501,QRICH1,54870
3502,NDUFS8,4728
3503,SGSM3,27352
3504,DUSP14,11072
3505,E2F3,1871
3506,CABIN1,23523
3507,PEMT,10400
3508,HEMK1,51409
3509,OTC,5009
3510,PMVK,10654
3511,SUN2,25777
3512,NDUFS3,4722
3513,ACTR1B,10120
3514,NDUFS7,374291
3515,SDHA,6389
3516,ATP6V0E2,155066
3517,ASS1,445
3518,DUOXA1,90527
3519,AGA,175
3520,RAD51B,5890
3521,SUMO2,6613
3522,MAN2C1,4123
3523,IFNG,3458
3524,PTGR1,22949
3525,BCAT1,586
3526,ABLIM1,3983
3527,TMEM184A,202915
3528,CYP3A5,1577
3529,CNDP2,55748
3530,ORM2,5005
3531,PARP12,64761
3532,EIF2S1,1965
3533,SERPINE2,5270
3534,APOE,348
3535,TTR,7276
3536,PEPD,5184
3537,PAICS,10606
3538,GDF15,9518
3539,UAP1,6675
3540,NMRAL1,57407
3541,ALDH8A1,64577
3542,VEGFA,7422
3543,PPARA,5465
3544,SULT4A1,25830
3545,GLYATL1,92292
3546,KRT17,3872
3547,SELENBP1,8991
3548,SLC22A6,9356
3549,GPX2,2877
3550,GIT1,28964
3551,GIT2,9815
3552,SORT1,6272
3553,FLNC,2318
3554,SLC22A8,9376
3555,SESN2,83667
3556,RET,5979
3557,SLC2A10,81031
3558,FH,2271
3559,VSIG2,23584
3560,HTRA2,27429
3561,MDK,4192
3562,SCLT1,132320
3563,ASPG,374569
3564,ASPA,443
3565,ACAT1,38
3566,GGH,8836
3567,KIF21B,23046
3568,MVD,4597
3569,F2,2147
3570,CNTN1,1272
3571,TRIOBP,11078
3572,PIPOX,51268
3573,GSTZ1,2954
3574,SLC17A3,10786
3575,TINAGL1,64129
3576,MT2A,4502
3577,UGT2B7,7364
3578,G6PC,2538
3579,EGFR,1956
3580,BHMT2,23743
3581,ABAT,18
3582,BIN3,55909
3583,AQP3,360
3584,AASS,10157
3585,DPYS,1807
3586,ACAA2,10449
3587,GCDH,2639
3588,SLC25A2,83884
3589,RPGRIP1L,23322
3590,PSMC3,5702
3591,ALDH3B2,222
3592,NANOS2,339345
3593,CD48,962
3594,FBN1,2200
3595,STS,412
3596,HGD,3081
3597,CRAT,1384
3598,CFH,3075
3599,CFI,3426
3600,GJB1,2705
3601,FUT3,2525
3602,CAMK2N1,55450
3603,PCK2,5106
3604,PCK1,5105
3605,NQO2,4835
3606,AGXT2,64902
3607,CYP3A7,1551
3608,PYCR3,65263
3609,PYCR2,29920
3610,SLC25A13,10165
3611,EHHADH,1962
3612,KLF5,688
3613,FGFR3,2261
3614,LAD1,3898
3615,IFITM1,8519
3616,CENPK,64105
3617,ASNSD1,54529
3618,TNFRSF21,27242
3619,PALM,5064
3620,SSH3,54961
3621,HOGA1,112817
3622,WDTC1,23038
3623,ALDH1L1,10840
3624,SLC2A2,6514
3625,SPINK1,6690
3626,VLDLR,7436
3627,NANOS1,340719
3628,SPTAN1,6709
3629,PROS1,5627
3630,LAMC1,3915
3631,ATP7B,540
3632,MYCN,4613
3633,MT1X,4501
3634,NBL1,4681
3635,PALMD,54873
3636,NUPR1,26471
3637,IGFBP3,3486
3638,AGMAT,79814
3639,ADSSL1,122622
3640,CA10,56934
3641,SDSL,113675
3642,MTHFD2,10797
3643,EPHX1,2052
3644,TMSB10,9168
3645,PPA2,27068
3646,PPA1,5464
3647,FABP1,2168
3648,QPRT,23475
3649,USF1,7391
3650,ETFA,2108
3651,MTOR,2475
3652,CLU,1191
3653,RACK1,10399
3654,KNG1,3827
3655,ALDH2,217
3656,CDK1,983
3657,CDK2,1017
3658,CDK3,1018
3659,NAGPA,51172
3660,LCN2,3934
3661,PHB2,11331
3662,USP4,7375
3663,PRDX1,5052
3664,DDX11,1663
3665,PM20D1,148811
3666,STIP1,10963
3667,CDC42EP1,11135
3668,TNFRSF11A,8792
3669,ACMSD,130013
3670,LATS1,9113
3671,CCNB2,9133
3672,DDX24,57062
3673,ARHGAP32,9743
3674,C4BPB,725
3675,TUFM,7284
3676,CKB,1152
3677,TPBG,7162
3678,TPI1,7167
3679,PAH,5053
3680,FURIN,5045
3681,CALM3,808
3682,ACSM1,116285
3683,ACSM3,6296
3684,PRODH,5625
3685,ACSM4,341392
3686,ACSM6,142827
3687,FGFR2,2263
3688,ASRGL1,80150
3689,ERBB2,2064
3690,ERBB3,2065
3691,CTSB,1508
3692,ACSM2A,123876
3693,ACSM2B,348158
3694,SLC25A20,788
3695,RPL18,6141
3696,GMPS,8833
3697,CPB2,1361
3698,KPNA2,3838
3699,FBP1,2203
3700,ENAH,55740
3701,PDZK1IP1,10158
3702,NDRG1,10397
3703,ITGB4,3691
3704,HSPH1,10808
3705,NONO,4841
3706,GLDC,2731
3707,XDH,7498
3708,ECH1,1891
3709,SCNN1A,6337
3710,ANXA11,311
3711,GBP2,2634
3712,ACSF2,80221
3713,PTPN1,5770
3714,LCT,3938
3715,ANG,283
3716,EIF4EBP1,1978
3717,BCR,613
3718,ADI1,55256
3719,BHMT,635
3720,ZER1,10444
3721,FHL2,2274
3722,KRT6B,3854
3723,LY6E,4061
3724,EFNA1,1942
3725,SRR,63826
3726,PRKAA1,5562
3727,ALDH7A1,501
3728,LGALS3,3958
3729,ALDH4A1,8659
3730,FSCN1,6624
3731,LGALS4,3960
3732,PLXNA3,55558
3733,AGXT,189
3734,ASNS,440
3735,RARRES1,5918
3736,PLG,5340
3737,S100P,6286
3738,MPRIP,23164
3739,INSR,3643
3740,ALDH1A2,8854
3741,KYNU,8942
3742,CBS,875
3743,TFAP2C,7022
3744,RPL17,6139
3745,ACY1,95
3746,AADAT,51166
3747,SIGIRR,59307
3748,SERPINA1,5265
3749,SUCLG2,8801
3750,IDH3B,3420
3751,HPN,3249
3752,ALDOB,229
3753,HPGDS,27306
3754,HPD,3242
3755,PSAT1,29968
3756,PDK2,5164
3757,PDK4,5166
3758,ABCC3,8714
3759,GSR,2936
3760,DARS,1615
3761,DOLPP1,57171
3762,AFG3L2,10939
3763,DMGDH,29958
3764,PLIN1,5346
3765,NHLRC2,374354
3766,WWC1,23286
3767,KHK,3795
3768,CAPN1,823
3769,PIR,8544
3770,IREB2,3658
3771,DDX3Y,8653
3772,VWA8,23078
3773,BAMBI,25805
3774,POLR2D,5433
3775,CYREN,78996
3776,CSPG4,1464
3777,TERF2,7014
3778,STC2,8614
3779,SLC7A9,11136
3780,SLC7A7,9056
3781,SLC7A5,8140
3782,AKR1A1,10327
3783,AOPEP,84909
3784,NAGS,162417
3785,NEBL,10529
3786,TMPRSS11D,9407
3787,SIRT3,23410
3788,EFEMP2,30008
3789,SGTB,54557
3790,ACO1,48
3791,HOPX,84525
3792,TNFAIP8,25816
3793,SDC1,6382
3794,ARG2,384
3795,ECI2,10455
3796,GGT1,2678
3797,AIFM1,9131
3798,IL17RC,84818
3799,GAD1,2571
3800,GAD2,2572
3801,BAIAP2L1,55971
3802,TES,26136
3803,TSKU,25987
3804,MTHFR,4524
3805,SLC13A1,6561
3806,SLC13A3,64849
3807,PBLD,64081
3808,FES,2242
3809,SERPINF2,5345
3810,ADM,133
3811,STAU1,6780
3812,RGS14,10636
3813,PSPH,5723
3814,STEAP3,55240
3815,TBC1D16,125058
3816,KARS,3735
3817,SLC7A11,23657
3818,ELF3,1999
3819,TXN,7295
3820,SERPINA3,12
3821,CRABP2,1382
3822,PTPRF,5792
3823,CDR2,1039
3824,NDN,4692
3825,MLH1,4292
3826,GMPR2,51292
3827,PLS1,5357
3828,TDO2,6999
3829,PDIA6,10130
3830,GPC1,2817
3831,ALDH6A1,4329
3832,ALDH1B1,219
3833,MTAP,4507
3834,DAZAP1,26528
3835,AARS,16
3836,LOC101060399,
3837,CREB3L1,90993
3838,ATF5,22809
3839,ATF4,468
3840,FOLR1,2348
3841,LINC00671,388387
3842,KRTAP12-2,353323
3843,ADAMTSL4,54507
3844,FHIT,2272
3845,SRC,6714
3846,AMPD3,272
3847,AMPD1,270
3848,MGMT,4255
3849,AMPD2,271
3850,DNMT3A,1788
3851,REL,5966
3852,FDXR,2232
3853,SMARCA4,6597
3854,HINT2,84681
3855,HINT3,135114
3856,RARB,5915
3857,ERBB4,2066
3858,FOXM1,2305
3859,DNMT1,1786
3860,THRB,7068
3861,APTX,54840
3862,DNMT3B,1789
3863,ENTPD3,956
3864,RPS23,6228
3865,ENTPD1,953
3866,WWOX,51741
3867,RABL2A,11159
3868,ENTPD8,377841
3869,SH3GL2,6456
3870,AK1,203
3871,AK7,122481
3872,AK5,26289
3873,AK4,205
3874,PTPRD,5789
3875,HSPE1,3336
3876,SFRP1,6422
3877,ARHGAP19,84986
3878,SPX,80763
3879,CTRC,11330
3880,SPINT3,10816
3881,NTNG2,84628
3882,MPP3,4356
3883,SLC12A5,57468
3884,SCN4A,6329
3885,PRKRA,8575
3886,THPO,7066
3887,HTR6,3362
3888,GPR27,2850
3889,DBH,1621
3890,RNF186,54546
3891,CSHL1,1444
3892,HGFAC,3083
3893,TSHB,7252
3894,TNNT2,7139
3895,SLC11A1,6556
3896,PRLH,51052
3897,GGTLC1,92086
3898,OXT,5020
3899,LBX1,10660
3900,PSG4,5672
3901,FGF1,2246
3902,A1CF,29974
3903,MYH15,22989
3904,GABRR1,2569
3905,SCN10A,6336
3906,STXBP6,29091
3907,SEMG1,6406
3908,FZD4,8322
3909,LGALS14,56891
3910,RHBG,57127
3911,CDKL2,8999
3912,CST8,10047
3913,GML,2765
3914,OR51E2,81285
3915,CHRNA6,8973
3916,MAS1,4142
3917,GPR37L1,9283
3918,IFNA7,3444
3919,RALYL,138046
3920,ABCA4,24
3921,KCNC1,3746
3922,PITX3,5309
3923,PARM1,25849
3924,GCNT4,51301
3925,PGC,5225
3926,TM4SF5,9032
3927,DEFA5,1670
3928,PROP1,5626
3929,TG,7038
3930,KCNJ10,3766
3931,UCP1,7350
3932,PHOX2B,8929
3933,ZNF709,163051
3934,FOXQ1,94234
3935,UBD,10537
3936,PPP5D1,100506012
3937,CAMK1G,57172
3938,BRPF3,27154
3939,CAMK1,8536
3940,ARF6,382
3941,TAF9B,51616
3942,RCVRN,5957
3943,ILKAP,80895
3944,INSRR,3645
3945,TTC13,79573
3946,LRRC56,115399
3947,ZNF708,7562
3948,ZNF66,7617
3949,ZNF791,163049
3950,ZNF77,58492
3951,ZNF383,163087
3952,ZNF382,84911
3953,ZNF354B,117608
3954,ZNF700,90592
3955,MAP3K7,6885
3956,ZNF264,9422
3957,ZNF782,158431
3958,ZNF267,10308
3959,ZNF587B,100293516
3960,ZFP69,339559
3961,ZNF471,57573
3962,ZNF470,388566
3963,ZNF184,7738
3964,ZNF268,10795
3965,CTTNBP2,83992
3966,ZNF667,63934
3967,ZNF45,7596
3968,ZNF44,51710
3969,ZNF404,342908
3970,ZNF680,340252
3971,ZNF681,148213
3972,CENPCP1,1061
3973,LRRC2,79442
3974,MYSM1,114803
3975,ZNF764,92595
3976,ZNF284,342909
3977,ZNF677,342926
3978,ZNF675,171392
3979,ZNF674,641339
3980,ZNF440,126070
3981,CLK4,57396
3982,ZNF442,79973
3983,ZNF841,284371
3984,ZNF845,91664
3985,ZNF679,168417
3986,ZNF273,10793
3987,TTC14,151613
3988,ZNF569,148266
3989,ZNF568,374900
3990,ZNF567,163081
3991,HDAC10,83933
3992,ZNF565,147929
3993,ZNF37A,7587
3994,ZNF563,147837
3995,ZNF562,54811
3996,ZNF560,147741
3997,ZNF699,374879
3998,ZNF214,7761
3999,ZNF195,7748
4000,ZNF283,284349
4001,ZNF57,126295
4002,ZFP90,146198
4003,RBAK,57786
4004,ZNF599,148103
4005,ZNF606,80095
4006,ZNF607,84775
4007,ZNF454,285676
4008,USP47,55031
4009,ZNF585A,199704
4010,ANKS3,124401
4011,ZNF669,79862
4012,ZNF347,84671
4013,ZNF765,91661
4014,ZNF875,284459
4015,ZNF510,22869
4016,ZNF766,90321
4017,ZNF517,340385
4018,ZNF514,84874
4019,ZFP28,140612
4020,EGR1,1958
4021,ZNF227,7770
4022,ZNF25,219749
4023,ZNF823,55552
4024,ZNF583,147949
4025,ZNF584,201514
4026,ZNF587,84914
4027,RBM12B,389677
4028,ZNF879,345462
4029,ZNF829,374899
4030,ZNF610,162963
4031,ZNF613,79898
4032,ZNF564,163050
4033,ZNF614,80110
4034,ZNF616,90317
4035,ZNF619,285267
4036,ZNF426,79088
4037,TTC32,130502
4038,ZNF425,155054
4039,ZNF420,147923
4040,GUCA1A,2978
4041,ZNF429,353088
4042,ZNF337,26152
4043,MAP3K1,4214
4044,ZNF23,7571
4045,ZNF331,55422
4046,ZNF235,9310
4047,ZNF233,353355
4048,ZNF34,80778
4049,ZNF30,90075
4050,ZNF836,162962
4051,ZNF175,7728
4052,MGAM,8972
4053,ZNF354A,6940
4054,ZNF534,147658
4055,ZNF530,348327
4056,ZNF571,51276
4057,ZNF624,57547
4058,ZNF627,199692
4059,ZNF621,285268
4060,ZNF749,388567
4061,ZNF623,9831
4062,ZNF436,80818
4063,ZNF431,170959
4064,ZNF433,163059
4065,ZNF432,9668
4066,ZNF92,168374
4067,BRWD1,54014
4068,ZNF439,90594
4069,ZFP1,162239
4070,ZIM3,114026
4071,GABPB1,2553
4072,ZNF324,25799
4073,TSSK4,283629
4074,WDR20,91833
4075,ZNF473,25888
4076,ZNF689,115509
4077,ZNF527,84503
4078,ZNF480,147657
4079,ZNF529,57711
4080,ZNF155,7711
4081,ZNF484,83744
4082,ZNF665,79788
4083,ZFP37,7539
4084,ZNF33B,7582
4085,ZNF33A,7581
4086,ZNF132,7691
4087,ZNF133,7692
4088,ZNF311,282890
4089,ZNF317,57693
4090,ZNF251,90987
4091,ZNF250,58500
4092,ZNF253,56242
4093,ZNF254,9534
4094,ZNF257,113835
4095,ZNF256,10172
4096,ZNF493,284443
4097,ZNF492,57615
4098,ZNF490,57474
4099,ZNF813,126017
4100,ZNF780B,163131
4101,ZNF17,7565
4102,ZNF12,7559
4103,ZNF814,730051
4104,ZNF7,7553
4105,ZNF14,7561
4106,ZNF726,730087
4107,ZNF684,127396
4108,ZNF557,79230
4109,ZNF554,115196
4110,ZNF555,148254
4111,ZNF649,65251
4112,ZNF416,55659
4113,ZNF662,389114
4114,ZNF792,126375
4115,ZNF93,81931
4116,ORC2,4999
4117,ZNF324B,388569
4118,ZNF208,7757
4119,MCM9,254394
4120,ZNF461,92283
4121,ZNF154,7710
4122,RHPN2,85415
4123,ZNF714,148206
4124,ZNF98,148198
4125,RHOBTB3,22836
4126,ZNF860,344787
4127,ZNF99,7652
4128,ZNF468,90333
4129,ZNF790,388536
4130,ZNF91,7644
4131,ZNF543,125919
4132,ZNF793,390927
4133,ZNF460,10794
4134,ZNF506,440515
4135,ZNF549,256051
4136,ZNF548,147694
4137,PPWD1,23398
4138,ZFP14,57677
4139,USP28,57646
4140,TBPL1,9519
4141,TBP,6908
4142,GP1BA,2811
4143,ACTRT3,84517
4144,ZNF559,84527
4145,TTBK2,146057
4146,PGA3,643834
4147,EPC2,26122
4148,KANK3,256949
4149,ZNF878,729747
4150,NID2,22795
4151,CPE,1363
4152,P4HA2,8974
4153,CPZ,8532
4154,MFAP4,4239
4155,GPR183,1880
4156,WWTR1,25937
4157,THY1,7070
4158,TACSTD2,4070
4159,GATA6,2627
4160,COL15A1,1306
4161,MFAP5,8076
4162,COLEC12,81035
4163,ANGPTL2,23452
4164,EMCN,51705
4165,ITGA1,3672
4166,ITGA5,3678
4167,COL3A1,1281
4168,SERPINE1,5054
4169,ALPK2,115701
4170,COL4A2,1284
4171,VEGFC,7424
4172,CHST3,9469
4173,ZEB1,6935
4174,ZNF423,23090
4175,GPX8,493869
4176,VWF,7450
4177,MYH10,4628
4178,DLK1,8788
4179,HTRA1,5654
4180,TLL2,7093
4181,PTX3,5806
4182,SPARC,6678
4183,TFPI,7035
4184,PARVA,55742
4185,LAMA1,284217
4186,LAMA2,3908
4187,LAMA4,3910
4188,MCAM,4162
4189,LEPR,3953
4190,ADGRL4,64123
4191,NREP,9315
4192,MXRA5,25878
4193,MTCL1,23255
4194,CXXC1,30827
4195,MME,4311
4196,CTHRC1,115908
4197,CALCRL,10203
4198,SPARCL1,8404
4199,AFAP1,60312
4200,TWIST1,7291
4201,TM4SF1,4071
4202,SULF1,23213
4203,LMCD1,29995
4204,SLIT3,6586
4205,DEFA1A3,613253
4206,JAG1,182
4207,PDZD2,23037
4208,SPON1,10418
4209,ITGB5,3693
4210,LTBP3,4054
4211,LTBP1,4052
4212,FBN2,2201
4213,CA12,771
4214,IL33,90865
4215,SOS1,6654
4216,NRP1,8829
4217,NELL2,4753
4218,BNC2,54796
4219,CILP,8483
4220,ANK2,287
4221,COL11A1,1301
4222,DAB2,1601
4223,FBLN1,2192
4224,FBLN5,10516
4225,EHD2,30846
4226,ADAMTS5,11096
4227,ADAMTS1,9510
4228,GNG11,2791
4229,FOXF1,2294
4230,FOXF2,2295
4231,PLXND1,23129
4232,CDH5,1003
4233,CRISPLD2,83716
4234,SNAI2,6591
4235,FN1,2335
4236,VIM,7431
4237,KCNH8,131096
4238,CAVIN3,112464
4239,CAVIN1,284119
4240,LAMB1,3912
4241,ADAMTSL3,57188
4242,COPZ2,51226
4243,LCE1A,353131
4244,ANXA6,309
4245,NID1,4811
4246,ANGPT2,285
4247,ITGBL1,9358
4248,TMEM45A,55076
4249,IGF2,3481
4250,DPYSL3,1809
4251,PRSS23,11098
4252,IGFBP2,3485
4253,IGFBP6,3489
4254,IGFBP7,3490
4255,IGFBP4,3487
4256,IGFBP5,3488
4257,COL16A1,1307
4258,GJA1,2697
4259,CD93,22918
4260,PCDH17,27253
4261,GAS1,2619
4262,PCDH18,54510
4263,ANKRD13D,338692
4264,FILIP1L,11259
4265,PDGFRL,5157
4266,SPRY1,10252
4267,TRPC1,7220
4268,NUAK1,9891
4269,HAS2,3037
4270,COL5A2,1290
4271,COL5A3,50509
4272,SUSD4,55061
4273,TRAM2,9697
4274,HOXA9,3205
