@id,n,NCBI_id
15887,SWT1,54823
15888,KRT82,3888
15889,GPR142,350383
15890,GPR82,27197
15891,GPR139,124274
15892,MT-ND4L,
15893,LY6G5C,80741
15894,AGMO,392636
15895,IFNK,56832
15896,IFNE,338376
15897,IFNL1,282618
15898,IFNL2,282616
15899,IFNL3,282617
15900,IL17D,53342
15901,IL20,50604
15902,SFTA3,253970
15903,SFTPA1,653509
15904,CCL18,6362
15905,PTRH1,138428
15906,ATPAF1,64756
15907,EEF1AKMT1,221143
15908,AC135178.2,
15909,OGFOD3,79701
15910,MANBAL,63905
15911,C1orf43,25912
15912,FAM118B,79607
15913,CCRL2,9034
15914,VNN1,8876
15915,MILR1,284021
15916,EGFLAM,133584
15917,ENOX2,10495
15918,ST7L,54879
15919,CA3,761
15920,SYBU,55638
15921,PPP1R9A,55607
15922,SLC24A5,283652
15923,XK,7504
15924,N4BP2L1,90634
15925,CHADL,150356
15926,ANKRD55,79722
15927,FMO5,2330
15928,KCNJ12,3768
15929,RCC1L,81554
15930,USP32P2,220594
15931,AL360181.3,
15932,TXNDC8,255220
15933,C10orf67,256815
15934,TAS1R1,80835
15935,SDHAF1,644096
15936,SNHG32,50854
15937,CDNF,441549
15938,TMEM247,388946
15939,C18orf63,644041
15940,SNX32,254122
15941,KLHL26,55295
15942,FAM156B,727866
15943,FAM156A,29057
15944,CCDC196,440184
15945,SNX20,124460
15946,FAM81A,145773
15947,GAS2L2,246176
15948,PRPF40B,25766
15949,LYSMD1,388695
15950,JRK,8629
15951,EXOC3L1,283849
15952,FAM13C,220965
15953,CEP57L1,285753
15954,LSP1P3,729862
15955,CEP95,90799
15956,AARD,441376
15957,HABP4,22927
15958,C2orf80,389073
15959,PRND,23627
15960,GTSF1,121355
15961,DEFB119,245932
15962,AXDND1,126859
15963,KLHL15,80311
15964,LENG8,114823
15965,PSORS1C1,170679
15966,CCDC179,100500938
15967,DMRTA2,63950
15968,SNORC,389084
15969,TFF3,7033
15970,ZNF852,285346
15971,ADGRG4,139378
15972,WNT7A,7476
15973,RPRML,388394
15974,GXYLT1,283464
15975,LYPD1,116372
15976,ANKRD9,122416
15977,NEURL2,140825
15978,MICALL2,79778
15979,RRAGD,58528
15980,NDRG4,65009
15981,ELMOD1,55531
15982,PABPN1L,390748
15983,CELF6,60677
15984,CD101,9398
15985,BCL2L2-PABPN1,100529063
15986,AP002990.1,
15987,LIN28B,389421
15988,RTL4,340595
15989,AC245033.1,
15990,KIR2DS2,100132285
15991,GPR89B,51463
15992,LRRC28,123355
15993,H3F3AP6,644914
15994,SFXN2,118980
15995,AP002373.1,
15996,SBNO1,55206
15997,FCRL5,83416
15998,SMIM20,389203
15999,SH3PXD2B,285590
16000,AL355916.3,
16001,MAPK15,225689
16002,CBSL,102724560
16003,HAS3,3038
16004,SCML2,10389
16005,ACKR4,51554
16006,MT1E,4493
16007,HACD1,9200
16008,KIF26B,55083
16009,SBK2,646643
16010,SLC12A8,84561
16011,SPDYC,387778
16012,CSNK2A3,283106
16013,MSS51,118490
16014,GANC,2595
16015,ZSWIM8,23053
16016,KLHL29,114818
16017,SLC25A30,253512
16018,KCTD21,283219
16019,IGLL3P,91353
16020,PARP9,83666
16021,BPIFB1,92747
16022,KIAA1324,57535
16023,SCGB2A1,4246
16024,PDE6B,5158
16025,SDE2,163859
16026,C3orf38,285237
16027,PPP1R15B,84919
16028,KIAA1586,57691
16029,DNAJC25,548645
16030,RNF43,54894
16031,VHLL,391104
16032,LRRC10,376132
16033,FAHD2B,151313
16034,CILP2,148113
16035,PCDHB7,56129
16036,PCDHAC1,56135
16037,GPR63,81491
16038,HARBI1,283254
16039,ALKBH3,221120
16040,NFE4,58160
16041,FRMD7,90167
16042,LSM11,134353
16043,TADA1,117143
16044,SUPT3H,8464
16045,USP17L1,401447
16046,MEDAG,84935
16047,RIPOR3,140876
16048,TBX18,9096
16049,EIF4E3,317649
16050,RNASEK,440400
16051,VILL,50853
16052,FAM3D,131177
16053,NUDT22,84304
16054,CNFN,84518
16055,GRAMD1A,57655
16056,HSP90AA5P,730211
16057,LZIC,84328
16058,MTBP,27085
16059,ZSCAN25,221785
16060,XRRA1,143570
16061,PARP6,56965
16062,DTX1,1840
16063,SPRY3,10251
16064,KRTAP2-4,85294
16065,C17orf50,146853
16066,CCDC125,202243
16067,SNRPD2P1,119358
16068,HSP90AB3P,3327
16069,HSP90AB4P,664618
16070,H2BFWT,158983
16071,NR2E3,10002
16072,ZNF589,51385
16073,LOC100996709,100996709
16074,F8A1,8263
16075,P3H4,10609
16076,AC093155.3,
16077,VCX2,51480
16078,FRMD1,79981
16079,CA8,767
16080,PKD1L3,342372
16081,TMEM88,92162
16082,CLVS1,157807
16083,HEXD,284004
16084,SLC27A1,376497
16085,KIAA0355,9710
16086,ZHX3,23051
16087,TNNI3K,51086
16088,HMGB3P1,128872
16089,OR8U1,219417
16090,GLDN,342035
16091,UNC80,285175
16092,OR2L13,284521
16093,ZPLD1,131368
16094,SSX5,6758
16095,SSX1,6756
16096,SSX2B,727837
16097,EID3,493861
16098,MAGEB3,4114
16099,C19orf84,147646
16100,MAGEB16,139604
16101,MAGEA9B,728269
16102,DNAH11,8701
16103,LRRC38,126755
16104,OCM2,4951
16105,CALHM6,441168
16106,ARPC4-TTLL3,100526693
16107,TOR1AIP2,163590
16108,KIAA1211,57482
16109,STYXL1,51657
16110,CPM,1368
16111,SLC17A8,246213
16112,BAIAP2L2,80115
16113,C11orf86,254439
16114,MS4A7,58475
16115,LRRC66,339977
16116,MT4,84560
16117,LCN6,158062
16118,LCN12,286256
16119,LCN9,392399
16120,LCN8,138307
16121,WFDC10A,140832
16122,LCN10,414332
16123,SERHL,94009
16124,ZFYVE28,57732
16125,RAET1G,353091
16126,KLRC4-KLRK1,100528032
16127,RAET1L,154064
16128,MICA,100507436
16129,KIAA0391,9692
16130,THEM4,117145
16131,RCAN3,11123
16132,TRABD2A,129293
16133,PIGZ,80235
16134,RIPPLY1,92129
16135,CCDC183,84960
16136,SLC22A17,51310
16137,IGSF21,84966
16138,PLEKHG1,57480
16139,FAM45A,404636
16140,OR52N4,390072
16141,OR1L8,138881
16142,OR52N5,390075
16143,OR52N2,390077
16144,TIGD3,220359
16145,ENPP6,133121
16146,CMPK2,129607
16147,GNPDA2,132789
16148,OR52N1,79473
16149,CCDC82,79780
16150,UNC93A,54346
16151,SBSN,374897
16152,KRT79,338785
16153,NKPD1,284353
16154,FCRLA,84824
16155,PPIAL4A,653505
16156,CCDC97,90324
16157,PPIAL4C,653598
16158,PPIAL4G,644591
16159,KRTAP6-3,337968
16160,KRT80,144501
16161,C9orf106,414318
16162,SLC25A18,83733
16163,CSKMT,751071
16164,RHOXF2,84528
16165,CDY2A,9426
16166,CDYL2,124359
16167,CDY2B,203611
16168,ECHDC3,79746
16169,AC008982.1,
16170,CDY1B,253175
16171,SOHLH1,402381
16172,SEMA3B,7869
16173,FAM160B1,57700
16174,OR5F1,338674
16175,IRGM,345611
16176,HGSNAT,138050
16177,CALHM1,255022
16178,TTYH1,57348
16179,FAM171A2,284069
16180,GRAPL,400581
16181,NDFIP2,54602
16182,PPARGC1B,133522
16183,SH2B2,10603
16184,PTPA,5524
16185,TGM6,343641
16186,CEACAM3,1084
16187,ARHGEF28,64283
16188,SPRR2A,6700
16189,ARL17B,100506084
16190,ARL17A,51326
16191,ACBD7,414149
16192,STAP2,55620
16193,C1QL4,338761
16194,ZNF658B,401509
16195,SRCIN1,80725
16196,ANKRD18A,253650
16197,MTHFD2L,441024
16198,B4GALNT2,124872
16199,POFUT1,23509
16200,LRRC18,474354
16201,ISLR2,57611
16202,ZBTB12,221527
16203,RPS6KL1,83694
16204,STKLD1,169436
16205,SPATA25,128497
16206,PLEKHG4,25894
16207,KLHDC1,122773
16208,BLOC1S4,55330
16209,EFCAB9,285588
16210,C12orf57,113246
16211,CAPN12,147968
16212,SPATA21,374955
16213,SYCP2,10388
16214,MYOM3,127294
16215,ADPRHL1,113622
16216,KLHL31,401265
16217,LMOD3,56203
16218,LMOD2,442721
16219,CCDC150,284992
16220,AZIN2,113451
16221,MPV17L2,84769
16222,POTED,317754
16223,PDE6C,5146
16224,VASH1,22846
16225,WDFY4,57705
16226,KIAA1549,57670
16227,LGALS9C,654346
16228,LGALS9B,284194
16229,LGALS12,85329
16230,PTGFRN,5738
16231,C1orf159,54991
16232,TMEM182,130827
16233,MFSD4A,148808
16234,LGALS16,148003
16235,MT1H,4496
16236,B3GALT2,8707
16237,MIA,8190
16238,PNLIPRP2,5408
16239,KLHL8,57563
16240,MGST1,4257
16241,CEACAM7,1087
16242,SLC22A18AS,5003
16243,APOBEC3A,200315
16244,CCL4,6351
16245,RTL10,79680
16246,GGNBP1,449520
16247,GKN2,200504
16248,EPGN,255324
16249,ASIC5,51802
16250,L3MBTL2,83746
16251,KRT72,140807
16252,RBFOX3,146713
16253,IPCEF1,26034
16254,ESPNL,339768
16255,NUDT8,254552
16256,THAP6,152815
16257,RAB11FIP3,9727
16258,AGAP7P,653268
16259,FCHSD1,89848
16260,PLEKHA3,65977
16261,CFAP47,286464
16262,SMCR8,140775
16263,TLNRD1,59274
16264,DDX11L8,100302090
16265,METRNL,284207
16266,LYNX1,66004
16267,CERCAM,51148
16268,TEX101,83639
16269,MT1HL1,645745
16270,LARGE2,120071
16271,PSCA,8000
16272,LYPD2,137797
16273,KRT28,162605
16274,KRT39,390792
16275,KRT71,112802
16276,KRT73,319101
16277,KRT84,3890
16278,KRT26,353288
16279,KCNK13,56659
16280,KCNT2,343450
16281,SLCO3A1,28232
16282,SLC22A10,387775
16283,SLC22A25,387601
16284,SLCO1B3,28234
16285,SLC16A14,151473
16286,LRRC26,389816
16287,VSTM2A,222008
16288,PQLC1,80148
16289,WASHC1,100287171
16290,LOXL4,84171
16291,GPAT2,150763
16292,AGPAT4,56895
16293,HAGHL,84264
16294,LRRC29,26231
16295,LRRC69,100130742
16296,LRRC20,55222
16297,LRRC30,339291
16298,HYAL4,23553
16299,A4GNT,51146
16300,GALNT9,50614
16301,RBM14-RBM4,100526737
16302,DBNDD1,79007
16303,ENTPD5,957
16304,SEMA6B,10501
16305,CRB3,92359
16306,GIPC2,54810
16307,GIPC3,126326
16308,PKHD1,5314
16309,ATAD3C,219293
16310,CERS1,10715
16311,HHATL,57467
16312,AHRR,57491
16313,ANKRD36BP1,84832
16314,BCL2L15,440603
16315,SLC2A7,155184
16316,ALG1L,200810
16317,PIGY,84992
16318,PIGX,54965
16319,SLC36A4,120103
16320,PCTP,58488
16321,TBC1D3,729873
16322,DHRS7,51635
16323,ENPP5,59084
16324,ENPP3,5169
16325,ELOVL4,6785
16326,TXNRD2,10587
16327,CLDN8,9073
16328,ARSD,414
16329,NIPAL2,79815
16330,VTCN1,79679
16331,PLEKHS1,79949
16332,CST1,1469
16333,CST4,1472
16334,PFKFB2,5208
16335,DYRK3,8444
16336,ZNF18,7566
16337,GZF1,64412
16338,SLC25A38,54977
16339,PHLPP2,23035
16340,FAM43A,131583
16341,C9orf153,389766
16342,TMEM254,80195
16343,CCNQ,92002
16344,IGFN1,91156
16345,CELA2A,63036
16346,SERPINE3,647174
16347,BORCS5,118426
16348,TMEM65,157378
16349,BEND3,57673
16350,ZNF496,84838
16351,ARSH,347527
16352,ZNF391,346157
16353,RSPO4,343637
16354,CATSPERZ,25858
16355,ZNF366,167465
16356,CES5A,221223
16357,GLIS1,148979
16358,PDILT,204474
16359,ZNF319,57567
16360,CLEC2A,387836
16361,SLC37A3,84255
16362,WNT9A,7483
16363,SRRM4,84530
16364,DCAF12L1,139170
16365,PCDHB12,56124
16366,C2orf78,388960
16367,POTEC,388468
16368,KIFC2,90990
16369,USP42,84132
16370,CRIPAK,
16371,ADA2,51816
16372,KIAA1257,57501
16373,C12orf56,115749
16374,CCDC177,56936
16375,FUZ,80199
16376,NRBP2,340371
16377,C8orf44-SGK3,100533105
16378,NME2P1,283458
16379,GOLGA7B,401647
16380,TAPT1,202018
16381,FOXRED2,80020
16382,SLC25A25,114789
16383,LVRN,206338
16384,ERAP2,64167
16385,TRHDE,29953
16386,TEX261,113419
16387,SLC52A1,55065
16388,RDH13,112724
16389,MIEF2,125170
16390,PI16,221476
16391,MSH5-SAPCD1,100532732
16392,GSTA5,221357
16393,NHLRC4,283948
16394,CMIP,80790
16395,SH3TC1,54436
16396,C8orf76,84933
16397,SPNS2,124976
16398,PROM2,150696
16399,OR11G2,390439
16400,DCST1,149095
16401,FAR2,55711
16402,MANEAL,149175
16403,ZDBF2,57683
16404,CCDC102A,92922
16405,FAM199X,139231
16406,SLC39A13,91252
16407,AC006538.2,
16408,GLIPR1L2,144321
16409,GLIPR1L1,256710
16410,PDZD8,118987
16411,TNRC6C,57690
16412,TC2N,123036
16413,TUBE1,51175
16414,RPP14,11102
16415,CSDC2,27254
16416,TMSB4Y,9087
16417,PHLDB1,23187
16418,RGS9BP,388531
16419,PCDHB3,56132
16420,ACOT1,641371
16421,RNF214,257160
16422,LCMT2,9836
16423,GAREM2,150946
16424,PRRT4,401399
16425,RTL1,388015
16426,LEKR1,389170
16427,SOGA3,387104
16428,SCUBE2,57758
16429,FAM149A,25854
16430,CRLF1,9244
16431,LINGO4,339398
16432,TBC1D24,57465
16433,EMC3,55831
16434,ZNF177,7730
16435,RTBDN,83546
16436,BPIFB2,80341
16437,BPIFB4,149954
16438,IZUMO1R,390243
16439,C2CD2,25966
16440,NYAP1,222950
16441,NYAP2,57624
16442,RCSD1,92241
16443,REP15,387849
16444,AC093525.2,
16445,TBC1D8,11138
16446,MTX3,345778
16447,OR9Q2,219957
16448,RSPO2,340419
16449,RTL6,84247
16450,CHAC1,79094
16451,TEDC1,283643
16452,TNFSF12-TNFSF13,407977
16453,SEMA4B,10509
16454,SLCO4C1,353189
16455,AC011604.2,
16456,ELOVL7,79993
16457,CERS4,79603
16458,CERS5,91012
16459,CERS3,204219
16460,SRD5A3,79644
16461,RIIAD1,284485
16462,PURB,5814
16463,CHIC1,53344
16464,LRRC61,65999
16465,PKHD1L1,93035
16466,SLC49A3,84179
16467,CHRDL2,25884
16468,PPP1R14C,81706
16469,NXPH4,11247
16470,GSTCD,79807
16471,C12orf60,144608
16472,WFIKKN1,117166
16473,DACT2,168002
16474,RHBDL2,54933
16475,CCBE1,147372
16476,MMP23A,8511
16477,POGLUT3,143888
16478,POGLUT2,79070
16479,DCAF4,26094
16480,KAT14,57325
16481,OR5R1,219479
16482,RNF222,643904
16483,ZNF608,57507
16484,EEF1AKMT2,399818
16485,FAM133A,286499
16486,ANKLE1,126549
16487,NAIF1,203245
16488,NEXMIF,340533
16489,SNX22,79856
16490,NXNL1,115861
16491,MYOM2,9172
16492,HSP90AB2P,391634
16493,SIRPD,128646
16494,ANXA8L1,728113
16495,MMS22L,253714
16496,CDAN1,146059
16497,H2AFB2,474381
16498,C15orf41,84529
16499,C18orf54,162681
16500,GOLGA8J,653073
16501,NDUFAF6,137682
16502,MT-ND1,
16503,GOLGA8G,283768
16504,CCDC58,131076
16505,DNAJC14,85406
16506,GOLGA8B,440270
16507,C8orf44,56260
16508,SPRR2E,6704
16509,MAB21L3,126868
16510,CT45A10,102723631
16511,SLC24A4,123041
16512,CCDC191,57577
16513,PITPNC1,26207
16514,RSPO3,84870
16515,RAPH1,65059
16516,DEDD2,162989
16517,TMEM176A,55365
16518,COQ10A,93058
16519,TERC,7012
16520,BOLA2B,654483
16521,TSPY3,728137
16522,HFM1,164045
16523,DCAF4L1,285429
16524,ESX1,80712
16525,DND1,373863
16526,KIAA1210,57481
16527,WFDC6,140870
16528,AC012184.2,
16529,TMIGD3,57413
16530,TSGA13,114960
16531,SPATS2L,26010
16532,DHRS12,79758
16533,NDUFAF8,284184
16534,SPRYD4,283377
16535,SUGCT,79783
16536,HSFY1,86614
16537,MBD6,114785
16538,EPOP,100170841
16539,MBD3L2,125997
16540,ZRANB3,84083
16541,ALL1,100310785
16542,ZFR2,23217
16543,FAM135A,57579
16544,SNX29,92017
16545,NUDT13,25961
16546,TBRG1,84897
16547,SYN2,6854
16548,ZBTB49,166793
16549,FIGN,55137
16550,NEURL4,84461
16551,NHSL2,340527
16552,RPP25,54913
16553,STX19,415117
16554,NUDT19,390916
16555,RILPL2,196383
16556,STARD4,134429
16557,PHRF1,57661
16558,EPR1,
16559,ZNF137P,7696
16560,STPG2,285555
16561,OFCC1,266553
16562,ZFYVE19,84936
16563,TTC24,164118
16564,AL139300.1,
16565,IL17F,112744
16566,FAM118A,55007
16567,PWWP3A,84939
16568,DEPDC4,120863
16569,SCIN,85477
16570,MAMDC2,256691
16571,FAM126A,84668
16572,FAM216B,144809
16573,CES4A,283848
16574,DTHD1,401124
16575,FRMD4A,55691
16576,FAM221B,392307
16577,DOK7,285489
16578,CFAP161,161502
16579,KCTD4,386618
16580,RBIS,401466
16581,CD5L,922
16582,LRAT,9227
16583,FAM83A,84985
16584,NXPE2,120406
16585,SLC26A11,284129
16586,KRTAP3-2,83897
16587,LCE1C,353133
16588,PRELID3A,10650
16589,C22orf39,128977
16590,CLYBL,171425
16591,CTBP1-DT,92070
16592,NEU4,129807
16593,C12orf49,79794
16594,LINC00663,284440
16595,LINC01547,84536
16596,DAND5,199699
16597,VIT,5212
16598,ERI2,112479
16599,EVC,2121
16600,MAGEA12,4111
16601,SLC16A6,9120
16602,EDDM3B,64184
16603,SLC7A6OS,84138
16604,SLC35B4,84912
16605,SPATC1L,84221
16606,PANX2,56666
16607,G6PC2,57818
16608,DZANK1,55184
16609,ACP6,51205
16610,ALKBH6,84964
16611,TIGD6,81789
16612,TTC25,83538
16613,ELMOD3,84173
16614,EXO5,64789
16615,C11orf1,64776
16616,PEX26,55670
16617,TMEM101,84336
16618,PLGLB1,5343
16619,MRO,83876
16620,SLC19A3,80704
16621,PAQR5,54852
16622,OSCAR,126014
16623,CHCHD5,84269
16624,SLC25A51,92014
16625,MEF2B,100271849
16626,GPR160,26996
16627,IFI27L2,83982
16628,CARD19,84270
16629,ZAN,7455
16630,FAM107B,83641
16631,SMIM12,113444
16632,KLRF1,51348
16633,PRELID2,153768
16634,C19orf44,84167
16635,HYAL3,8372
16636,GPR146,115330
16637,MTHFS,10588
16638,DPH6,89978
16639,MON1B,22879
16640,BCO2,83875
16641,TMEM245,23731
16642,TMEM242,729515
16643,CDKN2AIPNL,91368
16644,SH3BGRL2,83699
16645,PRR36,80164
16646,SNX11,29916
16647,TMTC4,84899
16648,PART1,25859
16649,TMEM187,8269
16650,TCEAL3,85012
16651,DACH2,117154
16652,TMCO6,55374
16653,CARMIL1,55604
16654,CGAS,115004
16655,GPR108,56927
16656,MPZL3,196264
16657,OSBPL7,114881
16658,RUNDC1,146923
16659,DTX4,23220
16660,TBC1D19,55296
16661,KRT222,125113
16662,TMEM266,123591
16663,C8orf48,157773
16664,NBPF7,343505
16665,CCDC74A,90557
16666,METTL27,155368
16667,METTL21C,196541
16668,NBPF15,284565
16669,SNX15,29907
16670,CCDC74B,91409
16671,NBPF1,55672
16672,SERGEF,26297
16673,SLC2A13,114134
16674,MCCD1,401250
16675,SLC47A2,146802
16676,ANKRD36C,400986
16677,IPP,3652
16678,RABL2B,11158
16679,LRRC27,80313
16680,GATC,283459
16681,LILRB5,10990
16682,CLEC4D,338339
16683,CLEC4C,170482
16684,FLVCR2,55640
16685,CLEC6A,93978
16686,EFCAB5,374786
16687,OR5V1,81696
16688,SPATA31D1,389763
16689,RIBC1,158787
16690,KIAA0040,9674
16691,IL20RA,53832
16692,SLC25A29,123096
16693,HSD11B1L,374875
16694,GPR19,2842
16695,FRMPD3,84443
16696,FAM241A,132720
16697,C4orf33,132321
16698,SRD5A2,6716
16699,TRMT10B,158234
16700,TMEM64,169200
16701,NKD2,85409
16702,ANKRD36B,57730
16703,ASMT,438
16704,ZNF438,220929
16705,LRRC63,220416
16706,LIX1L,128077
16707,TBC1D3C,414060
16708,TAMM41,132001
16709,SPRED3,399473
16710,CRYBB2,1415
16711,STPG1,90529
16712,RSPH10B,222967
16713,SPATA6L,55064
16714,ERICH2,285141
16715,VWA3B,200403
16716,PBOV1,59351
16717,ACAP3,116983
16718,PTGR2,145482
16719,UGT2A1,10941
16720,BCO1,53630
16721,APOC4,346
16722,ADH1C,126
16723,RDH12,145226
16724,MICU3,286097
16725,PKD1L1,168507
16726,KANSL1L,151050
16727,MCOLN2,255231
16728,KREMEN1,83999
16729,SORCS1,114815
16730,SORCS2,57537
16731,C19orf73,55150
16732,STMP1,647087
16733,ZNF746,155061
16734,OR52B2,255725
16735,OR52B6,340980
16736,OR9I1,219954
16737,OR10T2,128360
16738,OR5D18,219438
16739,OR5D16,390144
16740,OR6P1,128366
16741,OR6B1,135946
16742,OR6B2,389090
16743,OR13F1,138805
16744,OR51Q1,390061
16745,OR10K1,391109
16746,OR10G4,390264
16747,OR4C11,219429
16748,OR4C13,283092
16749,OR1Q1,158131
16750,OR1C1,26188
16751,OR11H12,440153
16752,OR8D4,338662
16753,OR2K2,26248
16754,OR5AN1,390195
16755,OR6S1,341799
16756,OR5D14,219436
16757,OR13A1,79290
16758,OR51B5,282763
16759,OR51B4,79339
16760,OR51B6,390058
16761,OR1I1,126370
16762,OR10V1,390201
16763,OR4D10,390197
16764,OR4D11,219986
16765,OR1L4,254973
16766,OR1L6,392390
16767,OR1L1,26737
16768,OR1L3,26735
16769,OR2J3,442186
16770,OR2AK2,391191
16771,OR2AE1,81392
16772,OR9Q1,219956
16773,OR51A2,401667
16774,OR51A4,401666
16775,OR4F6,390648
16776,OR4F5,79501
16777,OR6Y1,391112
16778,OR52A5,390054
16779,OR1S2,219958
16780,OR4F21,441308
16781,OR10W1,81341
16782,OR1M1,125963
16783,OR8B2,26595
16784,OR8B3,390271
16785,OR8B4,283162
16786,OR8B8,26493
16787,OR52M1,119772
16788,OR6K2,81448
16789,OR2AT4,341152
16790,OR4F4,26682
16791,OR13C4,138804
16792,OR13C5,138799
16793,OR13C2,392376
16794,OR13C8,138802
16795,OR5A2,219981
16796,OR5A1,219982
16797,OR4E2,26686
16798,OR4K5,79317
16799,OR4K1,79544
16800,OR4K2,390431
16801,OR51V1,283111
16802,OR4F15,390649
16803,OR4F17,81099
16804,OR4C46,119749
16805,OR8S1,341568
16806,OR10P1,121130
16807,OR1N2,138882
16808,OR1N1,138883
16809,OR8A1,390275
16810,OR52L1,338751
16811,OR2Z1,284383
16812,OR2D2,120776
16813,OR2D3,120775
16814,OR5B21,219968
16815,OR5AC2,81050
16816,OR5B3,441608
16817,OR5B2,390190
16818,OR2AG2,338755
16819,OR2AG1,144125
16820,OR51G2,81282
16821,OR5T1,390155
16822,OR5T2,219464
16823,OR2A12,346525
16824,OR2A14,135941
16825,OR10G7,390265
16826,OR10G3,26533
16827,OR10G9,219870
16828,OR10G8,219869
16829,OR4D9,390199
16830,OR4D5,219875
16831,OR14I1,401994
16832,OR10Q1,219960
16833,OR10AG1,282770
16834,OR2G3,81469
16835,OR2G2,81470
16836,OR2G6,391211
16837,OR2A25,392138
16838,OR5C1,392391
16839,OR9G4,283189
16840,OR9G1,390174
16841,OR5H15,403274
16842,OR5H14,403273
16843,OR51T1,401665
16844,OR5B12,390191
16845,OR10R2,343406
16846,OR51F2,119694
16847,OR52J3,119679
16848,OR8B12,219858
16849,OR2T8,343172
16850,OR2T4,127074
16851,OR2T5,401993
16852,OR2T2,401992
16853,OR2T3,343173
16854,OR2T1,26696
16855,OR11L1,391189
16856,OR5AS1,219447
16857,OR6V1,346517
16858,OR1J4,26219
16859,OR51E1,143503
16860,OR52H1,390067
16861,OR10A3,26496
16862,OR10A2,341276
16863,OR10A5,144124
16864,OR10A4,283297
16865,OR10A7,121364
16866,OR51M1,390059
16867,OR10S1,219873
16868,OR52K1,390036
16869,OR52K2,119774
16870,OR2V1,26693
16871,OR7A10,390892
16872,OR2AP1,121129
16873,OR2A1,346528
16874,OR2A2,442361
16875,OR2A5,393046
16876,OR2A4,79541
16877,OR2A7,401427
16878,OR2T34,127068
16879,OR2T33,391195
16880,OR6K3,391114
16881,OR6K6,128371
16882,OR7D2,162998
16883,OR51D1,390038
16884,OR5W2,390148
16885,OR6C65,403282
16886,OR6C68,403284
16887,OR9A2,135924
16888,OR9A4,130075
16889,OR4A47,403253
16890,OR13C3,138803
16891,OR13C9,286362
16892,OR10AD1,121275
16893,OR2V2,285659
16894,OR52E8,390079
16895,OR2Y1,134083
16896,OR1J2,26740
16897,OR1J1,347168
16898,OR1D5,8386
16899,OR8K5,219453
16900,OR6X1,390260
16901,OR2T29,343563
16902,OR5H1,26341
16903,OR5H2,79310
16904,OR6C75,390323
16905,OR6C74,254783
16906,OR6C76,390326
16907,OR6C70,390327
16908,OR4N2,390429
16909,OR51I1,390063
16910,OR51I2,390064
16911,OR52I2,143502
16912,OR2T27,403239
16913,OR52W1,120787
16914,OR5AP2,338675
16915,OR1K1,392392
16916,OR2T10,127069
16917,OR2T12,127064
16918,OR2M5,127059
16919,OR2M4,26245
16920,OR2M7,391196
16921,OR2M3,127062
16922,OR2M2,391194
16923,OR7G2,390882
16924,OR7G3,390883
16925,OR7G1,125962
16926,OR6M1,390261
16927,OR51A7,119687
16928,OR4M1,441670
16929,OR4S1,256148
16930,OR4S2,219431
16931,OR11H1,81061
16932,OR11H6,122748
16933,OR11H4,390442
16934,OR56A3,390083
16935,OR8I2,120586
16936,OR56B4,196335
16937,OR56B1,387748
16938,OR2B3,442184
16939,OR2B6,26212
16940,OR13H1,347468
16941,OR2L5,81466
16942,OR2L2,26246
16943,OR2L3,391192
16944,OR5AK2,390181
16945,OR7D4,125958
16946,OR5J2,282775
16947,OR14C36,127066
16948,FAM186A,121006
16949,OR4L1,122742
16950,OR14A16,284532
16951,OR2S2,56656
16952,OR4N4,283694
16953,OR4N5,390437
16954,OR8H1,219469
16955,OR8H3,390152
16956,OR5K4,403278
16957,OR5K1,26339
16958,OR5K2,402135
16959,OR8H2,390151
16960,OR10H4,126541
16961,OR10H5,284433
16962,OR4C6,219432
16963,OR4C3,256144
16964,OR10Z1,128368
16965,OR52D1,390066
16966,OR4Q3,441669
16967,OR9K2,441639
16968,OR5AU1,390445
16969,OR13J1,392309
16970,OR5M10,390167
16971,OR5M11,219487
16972,OR5L2,26338
16973,OR6N1,128372
16974,OR6N2,81442
16975,OR13D1,286365
16976,OR4K15,81127
16977,OR4K14,122740
16978,OR4K17,390436
16979,OR4K13,390433
16980,OR4A16,81327
16981,OR4A15,81328
16982,OR51S1,119692
16983,OR4B1,119765
16984,OR52E6,390078
16985,OR52E4,390081
16986,OR52E2,119678
16987,OR4P4,81300
16988,OR6T1,219874
16989,OR56A4,120793
16990,OR56A1,120796
16991,OR2B11,127623
16992,OR5M8,219484
16993,OR5M9,390162
16994,OR6F1,343169
16995,OR5M3,219482
16996,OR5M1,390168
16997,OR6Q1,219952
16998,OR6C2,341416
16999,OR6C6,283365
17000,OR6C4,341418
17001,OR5K3,403277
17002,OR13G1,441933
17003,OR51L1,119682
17004,OR10J5,127385
17005,OR10J3,441911
17006,OR4A5,81318
17007,USP49,25862
17008,ZNF561,93134
17009,NEK5,341676
17010,ASCL4,121549
17011,ZKSCAN2,342357
17012,TMCO4,255104
17013,AC040162.1,
17014,SAMD13,148418
17015,MAGEA3,4102
17016,TMEM161B,153396
17017,JAKMIP1,152789
17018,TRIM51,84767
17019,AC023055.1,
17020,CPA5,93979
17021,DNAH6,1768
17022,HSPB9,94086
17023,C16orf74,404550
17024,LINC00482,284185
17025,DIPK1B,138311
17026,TMEM250,90120
17027,DIPK1C,125704
17028,KLHL30,377007
17029,SMIM8,57150
17030,CLEC12B,387837
17031,CLEC9A,283420
17032,KCNT1,57582
17033,PRR5L,79899
17034,TMEM178B,100507421
